group	map	index	label	x	y	elevation	dest_group	dest_map	dest_warp
0	23	0	出入口1: (4,7) -> 组01 地图06 #8	4	7	3	1	6	8
0	24	0	出入口1: (5,7) -> 组127 地图127 #127	5	7	3	127	127	127
0	25	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	26	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	27	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	28	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	29	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	30	0	出入口1: (4,6) -> 组127 地图127 #127	4	6	3	127	127	127
0	31	0	出入口1: (2,60) -> 组08 地图02 #2	2	60	3	8	2	2
0	31	1	出入口2: (2,61) -> 组08 地图02 #2	2	61	3	8	2	2
0	32	0	出入口1: (2,4) -> 组51 地图00 #2	2	4	3	51	0	2
0	32	1	出入口2: (2,5) -> 组51 地图00 #2	2	5	3	51	0	2
0	33	0	出入口1: (6,5) -> 组03 地图89 #11	6	5	0	3	89	11
0	33	1	出入口2: (5,1) -> 组01 地图34 #0	5	1	0	1	34	0
0	33	2	出入口3: (0,0) -> 组01 地图30 #0	0	0	3	1	30	0
0	34	0	出入口1: (12,17) -> 组01 地图33 #1	12	17	0	1	33	1
0	34	1	出入口2: (12,11) -> 组00 地图00 #0	12	11	0	0	0	0
0	34	2	出入口3: (12,1) -> 组01 地图34 #0	12	1	0	1	34	0
0	34	3	出入口4: (3,11) -> 组01 地图35 #0	3	11	3	1	35	0
0	35	0	出入口1: (50,22) -> 组01 地图34 #3	50	22	0	1	34	3
0	35	1	出入口2: (56,8) -> 组01 地图34 #3	56	8	0	1	34	3
0	35	2	出入口3: (28,15) -> 组01 地图36 #0	28	15	3	1	36	0
0	36	0	出入口1: (2,2) -> 组01 地图35 #2	2	2	3	1	35	2
0	37	0	出入口1: (6,9) -> 组03 地图104 #2	6	9	3	3	104	2
0	38	0	出入口1: (4,6) -> 组03 地图29 #0	4	6	3	3	29	0
0	38	1	出入口2: (6,4) -> 组01 地图37 #1	6	4	3	1	37	1
0	39	0	出入口1: (8,7) -> 组01 地图40 #0	8	7	3	1	40	0
0	39	1	出入口2: (3,14) -> 组01 地图40 #0	3	14	3	1	40	0
0	39	2	出入口3: (7,24) -> 组01 地图40 #0	7	24	3	1	40	0
0	39	3	出入口4: (13,14) -> 组01 地图40 #0	13	14	3	1	40	0
0	39	4	出入口5: (18,14) -> 组01 地图40 #0	18	14	3	1	40	0
0	39	5	出入口6: (23,24) -> 组01 地图40 #0	23	24	3	1	40	0
0	39	6	出入口7: (19,4) -> 组01 地图40 #0	19	4	3	1	40	0
0	39	7	出入口8: (23,4) -> 组01 地图40 #0	23	4	3	1	40	0
0	39	8	出入口9: (33,10) -> 组01 地图40 #0	33	10	3	1	40	0
0	39	9	出入口10: (39,14) -> 组01 地图40 #0	39	14	3	1	40	0
0	39	10	出入口11: (44,14) -> 组01 地图40 #0	44	14	3	1	40	0
0	39	11	出入口12: (33,24) -> 组01 地图40 #0	33	24	3	1	40	0
0	39	12	出入口13: (43,24) -> 组01 地图40 #0	43	24	3	1	40	0
0	39	13	出入口14: (49,4) -> 组01 地图40 #0	49	4	3	1	40	0
0	39	14	出入口15: (40,2) -> 组01 地图40 #0	40	2	3	1	40	0
0	39	15	出入口16: (28,14) -> 组01 地图41 #0	28	14	3	1	41	0
0	39	16	出入口17: (28,21) -> 组01 地图40 #0	28	21	3	1	40	0
0	40	0	出入口1: (4,9) -> 组127 地图127 #127	4	9	3	127	127	127
0	41	0	出入口1: (4,9) -> 组01 地图39 #15	4	9	3	1	39	15
0	42	0	出入口1: (18,1) -> 组49 地图12 #0	18	1	0	49	12	0
0	43	0	出入口1: (10,1) -> 组49 地图12 #0	10	1	0	49	12	0
0	43	1	出入口2: (10,28) -> 组01 地图44 #0	10	28	0	1	44	0
0	44	0	出入口1: (7,18) -> 组01 地图43 #1	7	18	0	1	43	1
0	45	0	出入口1: (20,24) -> 组49 地图12 #0	20	24	0	49	12	0
0	45	1	出入口2: (20,7) -> 组00 地图00 #0	20	7	0	0	0	0
0	45	2	出入口3: (32,10) -> 组00 地图00 #0	32	10	0	0	0	0
0	46	0	出入口1: (5,27) -> 组45 地图04 #3	5	27	3	45	4	3
0	46	1	出入口2: (17,2) -> 组01 地图48 #0	17	2	3	1	48	0
0	47	0	出入口1: (26,16) -> 组01 地图48 #1	26	16	0	1	48	1
0	47	1	出入口2: (8,16) -> 组01 地图50 #1	8	16	3	1	50	1
0	48	0	出入口1: (14,24) -> 组01 地图46 #1	14	24	0	1	46	1
0	48	1	出入口2: (5,4) -> 组01 地图47 #0	5	4	0	1	47	0
0	48	2	出入口3: (17,5) -> 组01 地图49 #0	17	5	0	1	49	0
0	49	0	出入口1: (34,1) -> 组01 地图48 #2	34	1	0	1	48	2
0	49	1	出入口2: (2,2) -> 组01 地图50 #0	2	2	0	1	50	0
0	49	2	出入口3: (3,19) -> 组45 地图04 #2	3	19	0	45	4	2
0	50	0	出入口1: (16,3) -> 组01 地图49 #1	16	3	3	1	49	1
0	50	1	出入口2: (4,3) -> 组01 地图47 #1	4	3	3	1	47	1
0	51	0	出入口1: (10,3) -> 组06 地图12 #1	10	3	0	6	12	1
0	51	1	出入口2: (10,33) -> 组01 地图52 #0	10	33	0	1	52	0
0	51	2	出入口3: (4,12) -> 组01 地图53 #0	4	12	0	1	53	0
0	51	3	出入口4: (16,12) -> 组01 地图54 #0	16	12	0	1	54	0
0	52	0	出入口1: (16,4) -> 组01 地图51 #1	16	4	0	1	51	1
0	53	0	出入口1: (20,20) -> 组01 地图51 #2	20	20	3	1	51	2
0	54	0	出入口1: (4,20) -> 组01 地图51 #3	4	20	0	1	51	3
0	55	0	出入口1: (6,64) -> 组55 地图03 #1	6	64	3	55	3	1
0	55	1	出入口2: (12,5) -> 组55 地图05 #0	12	5	3	55	5	0
0	56	0	出入口1: (6,2) -> 组01 地图57 #0	6	2	3	1	57	0
0	56	1	出入口2: (10,14) -> 组01 地图50 #3	10	14	3	1	50	3
0	56	2	出入口3: (14,9) -> 组01 地图50 #5	14	9	3	1	50	5
0	56	3	出入口4: (8,2) -> 组01 地图55 #3	8	2	3	1	55	3
0	56	4	出入口5: (14,17) -> 组01 地图50 #4	14	17	3	1	50	4
0	56	5	出入口6: (13,3) -> 组01 地图58 #0	13	3	0	1	58	0
0	57	0	出入口1: (7,2) -> 组01 地图56 #0	7	2	3	1	56	0
0	57	1	出入口2: (2,5) -> 组01 地图53 #1	2	5	3	1	53	1
0	57	2	出入口3: (13,3) -> 组01 地图58 #0	13	3	0	1	58	0
0	58	0	出入口1: (2,5) -> 组127 地图127 #127	2	5	3	127	127	127
0	59	0	出入口1: (18,23) -> 组03 地图87 #8	18	23	0	3	87	8
0	59	1	出入口2: (19,23) -> 组03 地图87 #8	19	23	0	3	87	8
0	59	2	出入口3: (4,3) -> 组01 地图62 #8	4	3	0	1	62	8
0	59	3	出入口4: (9,10) -> 组01 地图60 #3	9	10	0	1	60	3
0	59	4	出入口5: (3,19) -> 组01 地图60 #4	3	19	0	1	60	4
0	59	5	出入口6: (34,3) -> 组01 地图60 #5	34	3	0	1	60	5
0	59	6	出入口7: (34,22) -> 组01 地图60 #6	34	22	0	1	60	6
0	59	7	出入口8: (36,14) -> 组03 地图87 #9	36	14	0	3	87	9
0	60	0	出入口1: (3,3) -> 组01 地图61 #0	3	3	0	1	61	0
0	60	1	出入口2: (3,10) -> 组01 地图61 #1	3	10	0	1	61	1
0	60	2	出入口3: (19,10) -> 组01 地图61 #2	19	10	0	1	61	2
0	60	3	出入口4: (11,10) -> 组01 地图59 #3	11	10	0	1	59	3
0	60	4	出入口5: (3,19) -> 组01 地图59 #4	3	19	0	1	59	4
0	60	5	出入口6: (35,3) -> 组01 地图59 #5	35	3	0	1	59	5
0	60	6	出入口7: (35,22) -> 组01 地图59 #6	35	22	0	1	59	6
0	60	7	出入口8: (14,23) -> 组01 地图62 #0	14	23	0	1	62	0
0	60	8	出入口9: (15,23) -> 组01 地图62 #1	15	23	0	1	62	1
0	60	9	出入口10: (16,23) -> 组01 地图62 #2	16	23	0	1	62	2
0	60	10	出入口11: (17,23) -> 组01 地图62 #3	17	23	0	1	62	3
0	60	11	出入口12: (18,23) -> 组01 地图62 #4	18	23	0	1	62	4
0	60	12	出入口13: (19,23) -> 组01 地图62 #5	19	23	0	1	62	5
0	60	13	出入口14: (20,23) -> 组01 地图62 #6	20	23	0	1	62	6
0	60	14	出入口15: (21,23) -> 组01 地图62 #7	21	23	0	1	62	7
0	61	0	出入口1: (4,3) -> 组01 地图60 #0	4	3	0	1	60	0
0	61	1	出入口2: (4,10) -> 组01 地图60 #1	4	10	0	1	60	1
0	61	2	出入口3: (30,4) -> 组01 地图60 #2	30	4	0	1	60	2
0	62	0	出入口1: (14,23) -> 组01 地图60 #7	14	23	0	1	60	7
0	62	1	出入口2: (15,23) -> 组01 地图60 #8	15	23	0	1	60	8
0	62	2	出入口3: (16,23) -> 组01 地图60 #9	16	23	0	1	60	9
0	62	3	出入口4: (17,23) -> 组01 地图60 #10	17	23	0	1	60	10
0	62	4	出入口5: (18,23) -> 组01 地图60 #11	18	23	0	1	60	11
0	62	5	出入口6: (19,23) -> 组01 地图60 #12	19	23	0	1	60	12
0	62	6	出入口7: (20,23) -> 组01 地图60 #13	20	23	0	1	60	13
0	62	7	出入口8: (21,23) -> 组01 地图60 #14	21	23	0	1	60	14
0	62	8	出入口9: (3,3) -> 组01 地图59 #2	3	3	0	1	59	2
0	63	0	出入口1: (4,9) -> 组00 地图00 #0	4	9	3	0	0	0
0	63	1	出入口2: (15,3) -> 组01 地图63 #2	15	3	0	1	63	2
0	63	2	出入口3: (28,3) -> 组01 地图63 #1	28	3	0	1	63	1
0	63	3	出入口4: (26,13) -> 组01 地图64 #0	26	13	0	1	64	0
0	63	4	出入口5: (5,28) -> 组01 地图64 #1	5	28	0	1	64	1
0	64	0	出入口1: (7,6) -> 组01 地图63 #3	7	6	0	1	63	3
0	64	1	出入口2: (7,24) -> 组01 地图63 #4	7	24	0	1	63	4
0	65	0	出入口1: (4,3) -> 组01 地图64 #0	4	3	0	1	64	0
0	65	1	出入口2: (25,4) -> 组01 地图64 #0	25	4	0	1	64	0
0	65	2	出入口3: (26,4) -> 组01 地图64 #0	26	4	0	1	64	0
0	66	0	出入口1: (10,39) -> 组01 地图65 #1	10	39	0	1	65	1
0	66	1	出入口2: (35,40) -> 组01 地图65 #0	35	40	0	1	65	0
0	66	2	出入口3: (18,6) -> 组01 地图65 #0	18	6	0	1	65	0
0	67	0	出入口1: (3,22) -> 组01 地图66 #1	3	22	3	1	66	1
0	67	1	出入口2: (26,22) -> 组01 地图66 #2	26	22	0	1	66	2
0	68	0	出入口1: (1,31) -> 组03 地图102 #8	1	31	0	3	102	8
0	68	1	出入口2: (18,31) -> 组01 地图70 #0	18	31	0	1	70	0
0	68	2	出入口3: (0,0) -> 组01 地图70 #0	0	0	0	1	70	0
0	68	3	出入口4: (50,31) -> 组01 地图71 #0	50	31	0	1	71	0
0	68	4	出入口5: (45,22) -> 组54 地图15 #2	45	22	0	54	15	2
0	68	5	出入口6: (44,14) -> 组01 地图72 #0	44	14	0	1	72	0
0	68	6	出入口7: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	68	7	出入口8: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	68	8	出入口9: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	68	9	出入口10: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	68	10	出入口11: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	69	0	出入口1: (18,2) -> 组01 地图70 #1	18	2	0	1	70	1
0	69	1	出入口2: (50,0) -> 组01 地图71 #1	50	0	0	1	71	1
0	69	2	出入口3: (16,24) -> 组54 地图17 #2	16	24	0	54	17	2
0	70	0	出入口1: (1,1) -> 组01 地图68 #1	1	1	0	1	68	1
0	70	1	出入口2: (1,44) -> 组01 地图69 #0	1	44	0	1	69	0
0	71	0	出入口1: (1,1) -> 组01 地图68 #3	1	1	0	1	68	3
0	71	1	出入口2: (1,44) -> 组01 地图69 #1	1	44	0	1	69	1
0	72	0	出入口1: (5,7) -> 组01 地图68 #5	5	7	0	1	68	5
0	74	0	出入口1: (15,13) -> 组13 地图00 #2	15	13	3	13	0	2
0	74	1	出入口2: (3,7) -> 组01 地图75 #0	3	7	3	1	75	0
0	74	2	出入口3: (9,7) -> 组01 地图76 #0	9	7	3	1	76	0
0	74	3	出入口4: (21,7) -> 组01 地图77 #0	21	7	3	1	77	0
0	74	4	出入口5: (27,7) -> 组01 地图78 #0	27	7	3	1	78	0
0	74	5	出入口6: (15,1) -> 组01 地图79 #0	15	1	3	1	79	0
0	75	0	出入口1: (7,12) -> 组01 地图74 #1	7	12	3	1	74	1
0	76	0	出入口1: (7,12) -> 组01 地图74 #2	7	12	3	1	74	2
0	77	0	出入口1: (7,12) -> 组01 地图74 #3	7	12	3	1	74	3
0	78	0	出入口1: (7,12) -> 组01 地图74 #4	7	12	3	1	74	4
0	79	0	出入口1: (24,22) -> 组01 地图74 #5	24	22	3	1	74	5
0	79	1	出入口2: (6,2) -> 组01 地图80 #0	6	2	3	1	80	0
0	80	0	出入口1: (7,13) -> 组01 地图79 #1	7	13	3	1	79	1
0	81	0	出入口1: (28,30) -> 组03 地图78 #11	28	30	0	3	78	11
0	81	1	出入口2: (29,30) -> 组03 地图78 #12	29	30	0	3	78	12
0	81	2	出入口3: (52,22) -> 组03 地图78 #13	52	22	0	3	78	13
0	81	3	出入口4: (53,22) -> 组03 地图78 #14	53	22	0	3	78	14
0	81	4	出入口5: (0,0) -> 组02 地图14 #0	0	0	0	2	14	0
0	81	5	出入口6: (0,0) -> 组00 地图00 #0	0	0	0	0	0	0
0	82	0	出入口1: (19,32) -> 组03 地图81 #0	19	32	0	3	81	0
0	83	0	出入口1: (6,14) -> 组03 地图91 #0	6	14	3	3	91	0
0	83	1	出入口2: (6,1) -> 组01 地图90 #0	6	1	3	1	90	0
0	83	2	出入口3: (6,9) -> 组01 地图84 #0	6	9	3	1	84	0
0	83	3	出入口4: (6,10) -> 组01 地图84 #0	6	10	3	1	84	0
0	84	0	出入口1: (1,19) -> 组01 地图83 #2	1	19	3	1	83	2
0	84	1	出入口2: (22,2) -> 组01 地图85 #0	22	2	3	1	85	0
0	85	0	出入口1: (3,13) -> 组01 地图84 #1	3	13	3	1	84	1
0	85	1	出入口2: (56,39) -> 组01 地图88 #0	56	39	3	1	88	0
0	86	0	出入口1: (3,13) -> 组01 地图84 #1	3	13	3	1	84	1
0	86	1	出入口2: (56,39) -> 组01 地图88 #0	56	39	3	1	88	0
0	87	0	出入口1: (3,13) -> 组01 地图84 #1	3	13	3	1	84	1
0	87	1	出入口2: (56,39) -> 组01 地图88 #0	56	39	3	1	88	0
0	88	0	出入口1: (20,17) -> 组01 地图85 #1	20	17	3	1	85	1
0	88	1	出入口2: (2,2) -> 组01 地图89 #0	2	2	3	1	89	0
0	89	0	出入口1: (1,4) -> 组01 地图88 #1	1	4	3	1	88	1
0	89	1	出入口2: (28,2) -> 组01 地图90 #1	28	2	3	1	90	1
0	90	0	出入口1: (6,11) -> 组01 地图83 #1	6	11	3	1	83	1
0	90	1	出入口2: (6,4) -> 组01 地图89 #1	6	4	3	1	89	1
0	91	0	出入口1: (15,13) -> 组13 地图00 #2	15	13	3	13	0	2
0	91	1	出入口2: (3,7) -> 组01 地图75 #0	3	7	3	1	75	0
0	91	2	出入口3: (9,7) -> 组01 地图76 #0	9	7	3	1	76	0
0	91	3	出入口4: (21,7) -> 组01 地图77 #0	21	7	3	1	77	0
0	91	4	出入口5: (27,7) -> 组01 地图78 #0	27	7	3	1	78	0
0	91	5	出入口6: (15,1) -> 组01 地图79 #0	15	1	3	1	79	0
0	92	0	出入口1: (6,10) -> 组03 地图105 #4	6	10	3	3	105	4
0	93	0	出入口1: (3,17) -> 组43 地图04 #3	3	17	0	43	4	3
0	93	1	出入口2: (12,12) -> 组43 地图07 #4	12	12	3	43	7	4
0	94	0	出入口1: (14,8) -> 组45 地图02 #0	14	8	3	45	2	0
0	95	0	出入口1: (14,2) -> 组55 地图00 #1	14	2	0	55	0	1
0	96	0	出入口1: (10,1) -> 组53 地图09 #1	10	1	0	53	9	1
0	97	0	出入口1: (41,49) -> 组53 地图04 #3	41	49	0	53	4	3
0	97	1	出入口2: (92,51) -> 组53 地图10 #0	92	51	0	53	10	0
0	98	0	出入口1: (16,5) -> 组03 地图05 #8	16	5	3	3	5	8
0	98	1	出入口2: (17,5) -> 组03 地图05 #9	17	5	3	3	5	9
0	98	2	出入口3: (8,12) -> 组01 地图98 #22	8	12	0	1	98	22
0	98	3	出入口4: (8,13) -> 组01 地图98 #23	8	13	0	1	98	23
0	98	4	出入口5: (25,12) -> 组01 地图98 #22	25	12	0	1	98	22
0	98	5	出入口6: (25,13) -> 组01 地图98 #23	25	13	0	1	98	23
0	98	6	出入口7: (40,12) -> 组01 地图98 #31	40	12	0	1	98	31
0	98	7	出入口8: (40,13) -> 组01 地图98 #30	40	13	0	1	98	30
0	98	8	出入口9: (57,12) -> 组01 地图98 #38	57	12	0	1	98	38
0	98	9	出入口10: (57,13) -> 组01 地图98 #39	57	13	0	1	98	39
0	98	10	出入口11: (48,5) -> 组01 地图98 #40	48	5	0	1	98	40
0	98	11	出入口12: (49,5) -> 组01 地图98 #41	49	5	0	1	98	41
0	98	12	出入口13: (32,5) -> 组01 地图98 #16	32	5	0	1	98	16
0	98	13	出入口14: (33,5) -> 组01 地图98 #17	33	5	0	1	98	17
0	98	14	出入口15: (8,34) -> 组01 地图98 #28	8	34	0	1	98	28
0	98	15	出入口16: (8,35) -> 组01 地图98 #29	8	35	0	1	98	29
0	98	16	出入口17: (25,34) -> 组01 地图98 #36	25	34	0	1	98	36
0	98	17	出入口18: (25,35) -> 组01 地图98 #37	25	35	0	1	98	37
0	98	18	出入口19: (24,24) -> 组01 地图98 #30	24	24	0	1	98	30
0	98	19	出入口20: (24,25) -> 组01 地图98 #31	24	25	0	1	98	31
0	98	20	出入口21: (41,24) -> 组01 地图98 #16	41	24	0	1	98	16
0	98	21	出入口22: (41,25) -> 组01 地图98 #17	41	25	0	1	98	17
0	98	22	出入口23: (16,27) -> 组01 地图98 #2	16	27	0	1	98	2
0	98	23	出入口24: (17,27) -> 组01 地图98 #3	17	27	0	1	98	3
0	98	24	出入口25: (32,17) -> 组01 地图98 #12	32	17	0	1	98	12
0	98	25	出入口26: (33,17) -> 组01 地图98 #13	33	17	0	1	98	13
0	98	26	出入口27: (32,31) -> 组01 地图98 #10	32	31	0	1	98	10
0	98	27	出入口28: (33,31) -> 组01 地图98 #11	33	31	0	1	98	11
0	98	28	出入口29: (6,43) -> 组01 地图98 #5	6	43	0	1	98	5
0	98	29	出入口30: (7,43) -> 组01 地图98 #4	7	43	0	1	98	4
0	98	30	出入口31: (6,57) -> 组01 地图98 #16	6	57	0	1	98	16
0	98	31	出入口32: (7,57) -> 组01 地图98 #17	7	57	0	1	98	17
0	98	32	出入口33: (48,27) -> 组01 地图98 #28	48	27	0	1	98	28
0	98	33	出入口34: (49,27) -> 组01 地图98 #29	49	27	0	1	98	29
0	98	34	出入口35: (40,34) -> 组01 地图98 #24	40	34	0	1	98	24
0	98	35	出入口36: (40,35) -> 组01 地图98 #25	40	35	0	1	98	25
0	98	36	出入口37: (57,34) -> 组01 地图98 #16	57	34	0	1	98	16
0	98	37	出入口38: (57,35) -> 组01 地图98 #17	57	35	0	1	98	17
0	98	38	出入口39: (8,23) -> 组01 地图98 #22	8	23	0	1	98	22
0	98	39	出入口40: (9,23) -> 组01 地图98 #23	9	23	0	1	98	23
0	98	40	出入口41: (32,43) -> 组01 地图98 #13	32	43	0	1	98	13
0	98	41	出入口42: (33,43) -> 组01 地图98 #12	33	43	0	1	98	12
0	98	42	出入口43: (44,55) -> 组03 地图06 #2	44	55	3	3	6	2
0	98	43	出入口44: (45,55) -> 组03 地图06 #3	45	55	3	3	6	3
0	98	44	出入口45: (54,53) -> 组01 地图98 #46	54	53	0	1	98	46
0	98	45	出入口46: (55,53) -> 组01 地图98 #47	55	53	0	1	98	47
0	98	46	出入口47: (56,23) -> 组01 地图98 #44	56	23	0	1	98	44
0	98	47	出入口48: (57,23) -> 组01 地图98 #45	57	23	0	1	98	45
0	98	48	出入口49: (56,27) -> 组01 地图98 #4	56	27	0	1	98	4
0	98	49	出入口50: (57,27) -> 组01 地图98 #5	57	27	0	1	98	5
0	98	50	出入口51: (54,24) -> 组01 地图98 #52	54	24	0	1	98	52
0	98	51	出入口52: (54,25) -> 组01 地图98 #53	54	25	0	1	98	53
0	98	52	出入口53: (58,5) -> 组01 地图98 #50	58	5	0	1	98	50
0	98	53	出入口54: (59,5) -> 组01 地图98 #51	59	5	0	1	98	51
0	99	0	出入口1: (22,43) -> 组03 地图98 #6	22	43	0	3	98	6
0	99	1	出入口2: (23,43) -> 组03 地图98 #7	23	43	3	3	98	7
0	99	2	出入口3: (20,5) -> 组03 地图99 #2	20	5	0	3	99	2
0	99	3	出入口4: (21,5) -> 组03 地图99 #3	21	5	0	3	99	3
0	100	0	出入口1: (7,9) -> 组03 地图99 #4	7	9	0	3	99	4
0	100	1	出入口2: (12,2) -> 组01 地图101 #0	12	2	0	1	101	0
0	101	0	出入口1: (21,2) -> 组01 地图100 #1	21	2	0	1	100	1
0	101	1	出入口2: (2,2) -> 组01 地图102 #0	2	2	0	1	102	0
0	101	2	出入口3: (9,5) -> 组01 地图101 #11	9	5	0	1	101	11
0	101	3	出入口4: (14,5) -> 组01 地图101 #12	14	5	0	1	101	12
0	101	4	出入口5: (9,9) -> 组01 地图103 #3	9	9	0	1	103	3
0	101	5	出入口6: (14,9) -> 组01 地图103 #11	14	9	0	1	103	11
0	101	6	出入口7: (16,12) -> 组01 地图103 #4	16	12	0	1	103	4
0	101	7	出入口8: (7,16) -> 组01 地图103 #5	7	16	0	1	103	5
0	101	8	出入口9: (5,14) -> 组01 地图104 #2	5	14	0	1	104	2
0	101	9	出入口10: (0,7) -> 组01 地图103 #6	0	7	0	1	103	6
0	101	10	出入口11: (23,16) -> 组01 地图103 #7	23	16	0	1	103	7
0	101	11	出入口12: (0,16) -> 组01 地图101 #2	0	16	0	1	101	2
0	101	12	出入口13: (23,12) -> 组01 地图101 #3	23	12	0	1	101	3
0	101	13	出入口14: (11,12) -> 组01 地图103 #0	11	12	0	1	103	0
0	102	0	出入口1: (14,2) -> 组01 地图101 #1	14	2	3	1	101	1
0	102	1	出入口2: (0,13) -> 组01 地图105 #0	0	13	0	1	105	0
0	102	2	出入口3: (2,1) -> 组01 地图00 #0	2	1	0	1	0	0
0	102	3	出入口4: (3,1) -> 组01 地图00 #0	3	1	0	1	0	0
0	102	4	出入口5: (4,1) -> 组01 地图00 #0	4	1	0	1	0	0
0	102	5	出入口6: (5,1) -> 组01 地图00 #0	5	1	0	1	0	0
0	103	0	出入口1: (2,2) -> 组01 地图101 #13	2	2	0	1	101	13
0	103	1	出入口2: (18,2) -> 组01 地图104 #0	18	2	0	1	104	0
0	103	2	出入口3: (0,8) -> 组01 地图103 #12	0	8	0	1	103	12
0	103	3	出入口4: (5,18) -> 组01 地图101 #4	5	18	0	1	101	4
0	103	4	出入口5: (7,2) -> 组01 地图101 #6	7	2	0	1	101	6
0	103	5	出入口6: (14,11) -> 组01 地图101 #7	14	11	0	1	101	7
0	103	6	出入口7: (7,11) -> 组01 地图101 #9	7	11	0	1	101	9
0	103	7	出入口8: (26,2) -> 组01 地图101 #10	26	2	0	1	101	10
0	103	8	出入口9: (5,16) -> 组01 地图103 #10	5	16	0	1	103	10
0	103	9	出入口10: (16,10) -> 组01 地图104 #1	16	10	0	1	104	1
0	103	10	出入口11: (26,10) -> 组01 地图103 #8	26	10	0	1	103	8
0	103	11	出入口12: (7,14) -> 组01 地图101 #5	7	14	0	1	101	5
0	103	12	出入口13: (25,14) -> 组01 地图103 #2	25	14	0	1	103	2
0	104	0	出入口1: (2,2) -> 组01 地图103 #1	2	2	0	1	103	1
0	104	1	出入口2: (20,11) -> 组01 地图103 #9	20	11	0	1	103	9
0	104	2	出入口3: (0,8) -> 组01 地图101 #8	0	8	0	1	101	8
0	105	0	出入口1: (5,15) -> 组01 地图102 #1	5	15	0	1	102	1
0	106	0	出入口1: (4,2) -> 组32 地图04 #0	4	2	0	32	4	0
0	106	1	出入口2: (5,2) -> 组00 地图00 #0	5	2	0	0	0	0
0	107	0	出入口1: (62,17) -> 组01 地图109 #7	62	17	3	1	109	7
0	107	1	出入口2: (1,3) -> 组01 地图108 #0	1	3	3	1	108	0
0	108	0	出入口1: (4,7) -> 组01 地图107 #1	4	7	3	1	107	1
