# PokeAPI 128bccadf9922328ac0770e07a526a17766ec598; display-hint only; current values remain Profile ROM evidence.
# profile_species_id	hp	attack	defense	speed	sp_attack	sp_defense	official_species_id	official_name
82	50	60	95	70	120	70	82	三合一磁怪
83	52	90	55	60	58	62	83	大葱鸭
84	35	85	45	75	35	35	84	嘟嘟
85	60	110	70	110	60	60	85	嘟嘟利
86	65	45	55	45	45	70	86	小海狮
87	90	70	80	70	70	95	87	白海狮
88	80	80	50	25	40	50	88	臭泥
89	105	105	75	50	65	100	89	臭臭泥
90	30	65	100	40	45	25	90	大舌贝
91	50	95	180	70	85	45	91	刺甲贝
92	30	35	30	80	100	35	92	鬼斯
93	45	50	45	95	115	55	93	鬼斯通
94	60	65	60	110	130	75	94	耿鬼
95	35	45	160	70	30	45	95	大岩蛇
96	60	48	45	42	43	90	96	催眠貘
97	85	73	70	67	73	115	97	引梦貘人
98	30	105	90	50	25	25	98	大钳蟹
99	55	130	115	75	50	50	99	巨钳蟹
100	40	30	50	100	55	55	100	霹雳电球
101	60	50	70	150	80	80	101	顽皮雷弹
102	60	40	80	40	60	45	102	蛋蛋
103	95	95	85	55	125	75	103	椰蛋树
104	50	50	95	35	40	50	104	卡拉卡拉
105	60	80	110	45	50	80	105	嘎啦嘎啦
106	50	120	53	87	35	110	106	飞腿郎
107	50	105	79	76	35	110	107	快拳郎
108	90	55	75	30	60	75	108	大舌头
109	40	65	95	35	60	45	109	瓦斯弹
110	65	90	120	60	85	70	110	双弹瓦斯
111	80	85	95	25	30	30	111	独角犀牛
112	105	130	120	40	45	45	112	钻角犀兽
113	250	5	5	50	35	105	113	吉利蛋
114	65	55	115	60	100	40	114	蔓藤怪
115	105	95	80	90	40	80	115	袋兽
116	30	40	70	60	70	25	116	墨海马
117	55	65	95	85	95	45	117	海刺龙
118	45	67	60	63	35	50	118	角金鱼
119	80	92	65	68	65	80	119	金鱼王
120	30	45	55	85	70	55	120	海星星
121	60	75	85	115	100	85	121	宝石海星
122	40	45	65	90	100	120	122	魔墙人偶
123	70	110	80	105	55	80	123	飞天螳螂
124	65	50	35	95	115	95	124	迷唇姐
125	65	83	57	105	95	85	125	电击兽
126	65	95	57	93	100	85	126	鸭嘴火兽
127	65	125	100	85	55	70	127	凯罗斯
128	75	100	95	110	40	70	128	肯泰罗
129	20	10	55	80	15	20	129	鲤鱼王
130	95	125	79	81	60	100	130	暴鲤龙
131	130	85	80	60	85	95	131	拉普拉斯
132	48	48	48	48	48	48	132	百变怪
133	55	55	50	55	45	65	133	伊布
134	130	65	60	65	110	95	134	水伊布
135	65	65	60	130	110	95	135	雷伊布
136	65	130	60	65	95	110	136	火伊布
137	65	60	70	40	85	75	137	多边兽
138	35	40	100	35	90	55	138	菊石兽
139	70	60	125	55	115	70	139	多刺菊石兽
140	30	80	90	55	55	45	140	化石盔
141	60	115	105	80	65	70	141	镰刀盔
142	80	105	65	130	60	75	142	化石翼龙
143	160	110	65	30	65	110	143	卡比兽
144	90	85	100	85	95	125	144	急冻鸟
145	90	90	85	100	125	90	145	闪电鸟
146	90	100	90	90	125	85	146	火焰鸟
147	41	64	45	50	50	50	147	迷你龙
148	61	84	65	70	70	70	148	哈克龙
149	91	134	95	80	100	100	149	快龙
150	106	110	90	130	154	90	150	超梦
151	100	100	100	100	100	100	151	梦幻
152	45	49	65	45	49	65	152	菊草叶
153	60	62	80	60	63	80	153	月桂叶
154	80	82	100	80	83	100	154	大竺葵
155	39	52	43	65	60	50	155	火球鼠
156	58	64	58	80	80	65	156	火岩鼠
157	78	84	78	100	109	85	157	火暴兽
158	50	65	64	43	44	48	158	小锯鳄
159	65	80	80	58	59	63	159	蓝鳄
160	85	105	100	78	79	83	160	大力鳄
161	35	46	34	20	35	45	161	尾立
162	85	76	64	90	45	55	162	大尾立
163	60	30	30	50	36	56	163	咕咕
164	100	50	50	70	86	96	164	猫头夜鹰
165	40	20	30	55	40	80	165	芭瓢虫
166	55	35	50	85	55	110	166	安瓢虫
167	40	60	40	30	40	40	167	圆丝蛛
168	70	90	70	40	60	70	168	阿利多斯
169	85	90	80	130	70	80	169	叉字蝠
170	75	38	38	67	56	56	170	灯笼鱼
171	125	58	58	67	76	76	171	电灯怪
172	20	40	15	60	35	35	172	皮丘
173	50	25	28	15	45	55	173	皮宝宝
174	90	30	15	15	40	20	174	宝宝丁
175	35	20	65	20	40	65	175	波克比
176	55	40	85	40	80	105	176	波克基古
177	40	50	45	70	70	45	177	天然雀
178	65	75	70	95	95	70	178	天然鸟
179	55	40	40	35	65	45	179	咩利羊
180	70	55	55	45	80	60	180	茸茸羊
181	90	75	85	55	115	90	181	电龙
182	75	80	95	50	90	100	182	美丽花
183	70	20	50	40	20	50	183	玛力露
184	100	50	80	50	60	80	184	玛力露丽
185	70	100	115	30	30	65	185	树才怪
186	90	75	75	70	90	100	186	蚊香蛙皇
187	35	35	40	50	35	55	187	毽子草
188	55	45	50	80	45	65	188	毽子花
189	75	55	70	110	55	95	189	毽子棉
190	55	70	55	85	40	55	190	长尾怪手
191	30	30	30	30	30	30	191	向日种子
192	75	75	55	30	105	85	192	向日花怪
193	65	65	45	95	75	45	193	蜻蜻蜓
194	55	45	45	15	25	25	194	乌波
195	95	85	85	35	65	65	195	沼王
196	65	65	60	110	130	95	196	太阳伊布
197	95	65	110	65	60	130	197	月亮伊布
198	60	85	42	91	85	42	198	黑暗鸦
199	95	75	80	30	100	110	199	呆呆王
200	60	60	60	85	85	85	200	梦妖
201	48	72	48	48	72	48	201	未知图腾
202	190	33	58	33	33	58	202	果然翁
203	70	80	65	85	90	65	203	麒麟奇
204	50	65	90	15	35	35	204	榛果球
205	75	90	140	40	60	60	205	佛烈托斯
206	100	70	70	45	65	65	206	土龙弟弟
207	65	75	105	85	35	65	207	天蝎
208	75	85	200	30	55	65	208	大钢蛇
209	60	80	50	30	40	40	209	布鲁
210	90	120	75	45	60	60	210	布鲁皇
211	65	95	85	85	55	55	211	千针鱼
212	70	130	100	65	55	80	212	巨钳螳螂
213	20	10	230	5	10	230	213	壶壶
214	80	125	75	85	40	95	214	赫拉克罗斯
215	55	95	55	115	35	75	215	狃拉
216	60	80	50	40	50	50	216	熊宝宝
217	90	130	75	55	75	75	217	圈圈熊
218	40	40	40	20	70	40	218	熔岩虫
219	60	50	120	30	90	80	219	熔岩蜗牛
220	50	50	40	50	30	30	220	小山猪
221	100	100	80	50	60	60	221	长毛猪
222	65	55	95	35	65	95	222	太阳珊瑚
223	35	65	35	65	65	35	223	铁炮鱼
224	75	105	75	45	105	75	224	章鱼桶
225	45	55	45	75	65	45	225	信使鸟
226	85	40	70	70	80	140	226	巨翅飞鱼
227	65	80	140	70	40	70	227	盔甲鸟
228	45	60	30	65	80	50	228	戴鲁比
229	75	90	50	95	110	80	229	黑鲁加
230	75	95	95	85	95	95	230	刺龙王
231	90	60	60	40	40	40	231	小小象
232	90	120	120	50	60	60	232	顿甲
233	85	80	90	60	105	95	233	多边兽2型
234	73	95	62	85	85	65	234	惊角鹿
235	55	20	35	75	20	45	235	图图犬
236	35	35	35	35	35	35	236	无畏小子
237	50	95	95	70	35	110	237	战舞郎
238	45	30	15	65	85	65	238	迷唇娃
239	45	63	37	95	65	55	239	电击怪
240	45	75	37	83	70	55	240	鸭嘴宝宝
241	95	80	105	100	40	70	241	大奶罐
242	255	10	10	55	75	135	242	幸福蛋
243	90	85	75	115	115	100	243	雷公
244	115	115	85	100	90	75	244	炎帝
245	100	75	115	85	90	115	245	水君
246	50	64	50	41	45	50	246	幼基拉斯
247	70	84	70	51	65	70	247	沙基拉斯
248	100	134	110	61	95	100	248	班基拉斯
249	106	90	130	110	90	154	249	洛奇亚
250	106	130	90	90	110	154	250	凤王
251	100	100	100	100	100	100	251	时拉比
277	40	45	35	70	65	55	252	木守宫
278	50	65	45	95	85	65	253	森林蜥蜴
279	70	85	65	120	105	85	254	蜥蜴王
280	45	60	40	45	70	50	255	火稚鸡
281	60	85	60	55	85	60	256	力壮鸡
282	80	120	70	80	110	70	257	火焰鸡
283	50	70	50	40	50	50	258	水跃鱼
284	70	85	70	50	60	70	259	沼跃鱼
285	100	110	90	60	85	90	260	巨沼怪
286	35	55	35	35	30	30	261	土狼犬
287	70	90	70	70	60	60	262	大狼犬
288	38	30	41	60	30	41	263	蛇纹熊
289	78	70	61	100	50	61	264	直冲熊
290	45	45	35	20	20	30	265	刺尾虫
291	50	35	55	15	25	25	266	甲壳茧
292	60	70	50	65	100	50	267	狩猎凤蝶
293	50	35	55	15	25	25	268	盾甲茧
294	60	50	70	65	50	90	269	毒粉蛾
295	40	30	30	30	40	50	270	莲叶童子
296	60	50	50	50	60	70	271	莲帽小童
297	80	70	70	70	90	100	272	乐天河童
298	40	40	50	30	30	30	273	橡实果
299	70	70	40	60	60	40	274	长鼻叶
300	90	100	60	80	90	60	275	狡猾天狗
301	31	45	90	40	30	30	290	土居忍士
302	61	90	45	160	50	50	291	铁面忍者
303	1	90	45	40	30	30	292	脱壳忍者
304	40	55	30	85	30	30	276	傲骨燕
305	60	85	60	125	75	50	277	大王燕
306	60	40	60	35	40	60	285	蘑蘑菇
307	60	130	80	70	60	60	286	斗笠菇
308	60	60	60	60	60	60	327	晃晃斑
309	40	30	30	85	55	30	278	长翅鸥
310	60	50	100	65	95	70	279	大嘴鸥
311	40	30	32	65	50	52	283	溜溜糖球
312	70	60	62	80	100	82	284	雨翅蛾
313	130	70	35	60	70	35	320	吼吼鲸
314	170	90	45	60	90	45	321	吼鲸王
315	50	45	45	50	35	35	300	向尾喵
316	70	65	65	90	55	55	301	优雅猫
317	60	90	70	40	60	120	352	变隐龙
318	40	40	55	55	40	70	343	天秤偶
319	60	70	105	75	70	120	344	念力土偶
320	30	45	135	30	45	90	299	朝北鼻
321	70	85	140	20	85	70	324	煤炭龟
322	50	75	75	50	65	65	302	勾魂眼
323	50	48	43	60	46	41	339	泥泥鳅
324	110	78	73	60	76	71	340	鲶鱼王
325	43	30	55	97	40	65	370	爱心鱼
326	43	80	65	35	50	35	341	龙虾小兵
327	63	120	85	55	90	55	342	铁螯龙虾
328	20	15	20	80	10	55	349	丑丑鱼
329	95	60	79	81	100	125	350	美纳斯
330	45	90	20	65	65	20	318	利牙鱼
331	70	120	40	95	95	40	319	巨牙鲨
332	45	100	45	10	45	45	328	大颚蚁
333	50	70	50	70	50	50	329	超音波幼虫
334	80	100	80	100	80	80	330	沙漠蜻蜓
335	72	60	30	25	20	30	296	幕下力士
336	144	120	60	50	40	60	297	铁掌力士
337	40	45	40	65	65	40	309	落雷兽
338	70	75	60	105	105	60	310	雷电兽
339	60	60	40	35	65	45	322	呆火驼
340	70	100	70	40	105	75	323	喷火驼
341	70	40	50	25	55	50	363	海豹球
342	90	60	70	45	75	70	364	海魔狮
343	110	80	90	65	95	90	365	帝牙海狮
344	50	85	40	35	85	40	331	刺球仙人掌
345	70	115	60	55	115	60	332	梦歌仙人掌
346	50	50	50	50	50	50	361	雪童子
347	80	80	80	80	80	80	362	冰鬼护
348	90	55	65	70	95	85	337	月石
349	90	95	85	70	55	65	338	太阳岩
350	50	20	40	20	20	40	298	露力丽
351	60	25	35	60	70	80	325	跳跳猪
352	80	45	65	80	90	110	326	噗噗猪
353	60	50	40	95	85	75	311	正电拍拍
355	50	85	85	50	55	55	303	大嘴娃
356	30	40	55	60	40	55	307	玛沙那
357	60	60	75	80	60	75	308	恰雷姆
358	45	40	60	50	40	75	333	青绵鸟
359	75	70	90	80	70	105	334	七夕青鸟
360	95	23	48	23	23	48	360	小果然
361	20	40	90	25	30	90	355	夜巡灵
362	40	70	130	25	60	130	356	彷徨夜灵
363	50	60	45	65	100	80	315	毒蔷薇
364	60	60	60	30	35	35	287	懒人獭
365	80	80	80	90	55	55	288	过动猿
366	150	160	100	100	95	65	289	请假王
367	70	43	53	40	43	53	316	溶食兽
368	100	73	83	55	73	83	317	吞食兽
369	99	68	83	51	72	87	357	热带龙
370	64	51	23	28	51	23	293	咕妞妞
371	84	71	43	48	71	43	294	吼爆弹
372	104	91	63	68	91	73	295	爆音怪
373	35	64	85	32	74	55	366	珍珠贝
374	55	104	105	52	94	75	367	猎斑鱼
375	55	84	105	52	114	75	368	樱花鱼
376	65	130	60	75	75	60	359	阿勃梭鲁
377	44	75	35	45	63	33	353	怨影娃娃
378	64	115	65	65	83	63	354	诅咒娃娃
379	73	100	60	65	100	60	336	饭匙蛇
380	73	115	60	90	60	60	335	猫鼬斩
381	100	90	130	55	45	65	369	古空棘鱼
382	50	70	100	30	40	40	304	可可多拉
383	60	90	140	40	50	50	305	可多拉
384	70	110	180	50	60	60	306	波士可多拉
385	70	70	70	70	70	70	351	飘浮泡泡
386	65	73	75	85	47	85	313	电萤虫
387	65	47	75	85	73	85	314	甜甜萤
388	66	41	77	23	61	87	345	触手百合
389	86	81	97	43	81	107	346	摇篮百合
390	45	95	50	75	40	50	347	太古羽虫
391	75	125	100	45	70	80	348	太古盔甲
392	28	25	25	40	45	35	280	拉鲁拉丝
393	38	35	35	50	65	55	281	奇鲁莉安
394	68	65	65	80	125	115	282	沙奈朵
395	45	75	60	50	40	30	371	宝贝龙
396	65	95	100	50	60	50	372	甲壳龙
397	95	135	80	100	110	80	373	暴飞龙
398	40	55	80	30	35	60	374	铁哑铃
399	60	75	100	50	55	80	375	金属怪
400	80	135	130	70	95	90	376	巨金怪
401	80	100	200	50	50	100	377	雷吉洛克
402	80	50	100	50	100	200	378	雷吉艾斯
403	80	75	150	50	75	150	379	雷吉斯奇鲁
404	100	100	90	90	150	140	382	盖欧卡
405	100	150	140	90	100	90	383	固拉多
406	105	150	90	95	150	90	384	烈空坐
407	80	80	90	110	110	130	380	拉帝亚斯
408	80	90	80	110	130	110	381	拉帝欧斯
409	100	100	100	100	100	100	385	基拉祈
410	50	150	50	150	150	50	386	代欧奇希斯
411	75	50	80	65	95	90	358	风铃铃
440	55	68	64	31	45	55	387	草苗龟
441	75	89	85	36	55	65	388	树林龟
442	95	109	105	56	75	85	389	土台龟
443	44	58	44	61	58	44	390	小火焰猴
444	64	78	52	81	78	52	391	猛火猴
445	76	104	71	108	104	71	392	烈焰猴
446	53	51	53	40	61	56	393	波加曼
447	64	66	68	50	81	76	394	波皇子
448	84	86	88	60	111	101	395	帝王拿波
449	40	55	30	60	30	30	396	姆克儿
450	55	75	50	80	40	40	397	姆克鸟
451	85	120	70	100	50	60	398	姆克鹰
452	59	45	40	31	35	40	399	大牙狸
453	79	85	60	71	55	60	400	大尾狸
454	37	25	41	25	25	41	401	圆法师
455	77	85	51	65	55	51	402	音箱蟀
456	45	65	34	45	40	34	403	小猫怪
457	60	85	49	60	60	49	404	勒克猫
458	80	120	79	70	95	79	405	伦琴猫
459	40	30	35	55	50	70	406	含羞苞
460	60	70	65	90	125	105	407	罗丝雷朵
461	67	125	40	58	30	30	408	头盖龙
462	97	165	60	58	65	50	409	战槌龙
463	30	42	118	30	42	88	410	盾甲龙
464	60	52	168	30	47	138	411	护城龙
465	40	29	45	36	29	45	412	结草儿
466	60	59	85	36	79	105	413	结草贵妇
467	70	94	50	66	94	50	414	绅士蛾
468	30	30	42	70	30	42	415	三蜜蜂
469	70	80	102	40	80	102	416	蜂女王
470	60	45	70	95	45	90	417	帕奇利兹
471	55	65	35	85	60	30	418	泳圈鼬
472	85	105	55	115	85	50	419	浮潜鼬
473	45	35	45	35	62	53	420	樱花宝
474	70	60	70	85	87	78	421	樱花儿
475	76	48	48	34	57	62	422	无壳海兔
476	111	83	68	39	92	82	423	海兔兽
477	75	100	66	115	60	66	424	双尾怪手
478	90	50	34	70	60	44	425	飘飘球
479	150	80	44	80	90	54	426	随风球
480	55	66	44	85	44	56	427	卷卷耳
481	65	76	84	105	54	96	428	长耳兔
482	60	60	60	105	105	105	429	梦妖魔
483	100	125	52	71	105	52	430	乌鸦头头
484	49	55	42	85	42	37	431	魅力喵
485	71	82	64	112	64	59	432	东施喵
486	45	30	50	45	65	50	433	铃铛响
487	63	63	47	74	41	41	434	臭鼬噗
488	103	93	67	84	71	61	435	坦克臭鼬
489	57	24	86	23	24	86	436	铜镜怪
490	67	89	116	33	79	116	437	青铜钟
491	50	80	95	10	10	45	438	盆才怪
492	20	25	45	60	70	90	439	魔尼尼
493	100	5	5	30	15	65	440	小福蛋
494	76	65	45	91	92	42	441	聒噪鸟
495	50	92	108	35	92	108	442	花岩怪
496	58	70	45	42	40	45	443	圆陆鲨
497	68	90	65	82	50	55	444	尖牙陆鲨
498	108	130	95	102	80	85	445	烈咬陆鲨
499	135	85	40	5	40	85	446	小卡比兽
500	40	70	40	60	35	40	447	利欧路
501	70	110	70	90	115	70	448	路卡利欧
502	68	72	78	32	38	42	449	沙河马
503	108	112	118	47	68	72	450	河马兽
504	40	50	90	65	30	55	451	钳尾蝎
505	70	90	110	95	60	75	452	龙王蝎
506	48	61	40	50	61	40	453	不良蛙
507	83	106	65	85	86	65	454	毒骷蛙
508	74	100	72	46	90	72	455	尖牙笼
509	49	49	56	66	49	61	456	荧光鱼
510	69	69	76	91	69	86	457	霓虹鱼
511	45	20	50	50	60	120	458	小球飞鱼
512	60	62	50	40	62	60	459	雪笠怪
513	90	92	75	60	92	85	460	暴雪王
514	70	120	65	125	45	85	461	玛狃拉
515	70	70	115	60	130	90	462	自爆磁怪
516	110	85	95	50	80	95	463	大舌舔
517	115	140	130	40	55	55	464	超甲狂犀
518	100	100	125	50	110	50	465	巨蔓藤
519	75	123	67	95	95	85	466	电击魔兽
520	75	95	67	83	125	95	467	鸭嘴炎兽
521	85	50	95	80	120	115	468	波克基斯
522	86	76	86	95	116	56	469	远古巨蜓
523	65	110	130	95	60	65	470	叶伊布
524	65	60	110	65	130	95	471	冰伊布
525	75	95	125	95	45	75	472	天蝎王
526	110	130	80	80	70	60	473	象牙猪
527	85	80	70	90	135	75	474	多边兽乙型
528	68	125	65	80	65	115	475	艾路雷朵
529	60	55	145	40	75	150	476	大朝北鼻
530	45	100	135	45	65	135	477	黑夜魔灵
531	70	80	70	110	80	70	478	雪妖女
532	50	50	77	91	95	77	479	洛托姆
533	75	75	130	95	75	130	480	由克希
534	80	105	105	80	105	105	481	艾姆利多
535	75	125	70	115	125	70	482	亚克诺姆
536	100	120	120	90	150	100	483	帝牙卢卡
537	90	120	100	100	150	120	484	帕路奇亚
538	91	90	106	77	130	106	485	席多蓝恩
539	110	160	110	100	80	110	486	雷吉奇卡斯
540	150	100	120	90	100	120	487	骑拉帝纳
541	120	70	110	85	75	120	488	克雷色利亚
542	80	80	80	80	80	80	489	霏欧纳
543	100	100	100	100	100	100	490	玛纳霏
544	70	90	90	125	135	90	491	达克莱伊
545	100	100	100	100	100	100	492	谢米
546	120	120	120	120	120	120	493	阿尔宙斯
547	100	100	100	100	100	100	494	比克提尼
548	45	45	55	63	45	55	495	藤藤蛇
549	60	60	75	83	60	75	496	青藤蛇
550	75	75	95	113	75	95	497	君主蛇
551	65	63	45	45	45	45	498	暖暖猪
552	90	93	55	55	70	55	499	炒炒猪
553	110	123	65	65	100	65	500	炎武王
554	55	55	45	45	63	45	501	水水獭
555	75	75	60	60	83	60	502	双刃丸
556	95	100	85	70	108	70	503	大剑鬼
557	45	55	39	42	35	39	504	探探鼠
558	60	85	69	77	60	69	505	步哨鼠
559	45	60	45	55	25	45	506	小约克
560	65	80	65	60	35	65	507	哈约克
561	85	110	90	80	45	90	508	长毛狗
562	41	50	37	66	50	37	509	扒手猫
563	64	88	50	106	88	50	510	酷豹
564	50	53	48	64	53	48	511	花椰猴
565	75	98	63	101	98	63	512	花椰猿
566	50	53	48	64	53	48	513	爆香猴
567	75	98	63	101	98	63	514	爆香猿
568	50	53	48	64	53	48	515	冷水猴
569	75	98	63	101	98	63	516	冷水猿
570	76	25	45	24	67	55	517	食梦梦
571	116	55	85	29	107	95	518	梦梦蚀
572	50	55	50	43	36	30	519	豆豆鸽
573	62	77	62	65	50	42	520	咕咕鸽
574	80	115	80	93	65	55	521	高傲雉鸡
575	45	60	32	76	50	32	522	斑斑马
576	75	100	63	116	80	63	523	雷电斑马
577	55	75	85	15	25	25	524	石丸子
578	70	105	105	20	50	40	525	地幔岩
579	85	135	130	25	60	80	526	庞岩怪
580	65	45	43	72	55	43	527	滚滚蝙蝠
581	67	57	55	114	77	55	528	心蝙蝠
582	60	85	40	68	30	45	529	螺钉地鼠
583	110	135	60	88	50	65	530	龙头地鼠
584	103	60	86	50	60	86	531	差不多娃娃
585	75	80	55	35	25	35	532	搬运小匠
586	85	105	85	40	40	50	533	铁骨土人
587	105	140	95	45	55	65	534	修建老匠
588	50	50	40	64	50	40	535	圆蝌蚪
589	75	65	55	69	65	55	536	蓝蟾蜍
590	105	95	75	74	85	75	537	蟾蜍王
591	120	100	85	45	30	85	538	投摔鬼
592	75	125	75	85	30	75	539	打击鬼
593	45	53	70	42	40	60	540	虫宝包
594	55	63	90	42	50	80	541	宝包茧
595	75	103	80	92	70	80	542	保姆虫
596	30	45	59	57	30	39	543	百足蜈蚣
597	40	55	99	47	40	79	544	车轮球
598	60	100	89	112	55	69	545	蜈蚣王
599	40	27	60	66	37	50	546	木棉球
600	60	67	85	116	77	75	547	风妖精
601	45	35	50	30	70	50	548	百合根娃娃
602	70	60	75	90	110	75	549	裙儿小姐
604	50	72	35	65	35	35	551	黑眼鳄
605	60	82	45	74	45	45	552	混混鳄
606	95	117	80	92	65	70	553	流氓鳄
607	70	90	45	50	15	45	554	火红不倒翁
608	105	140	55	95	30	55	555	达摩狒狒
609	75	86	67	60	106	67	556	沙铃仙人掌
610	50	65	85	55	35	35	557	石居蟹
611	70	105	125	45	65	75	558	岩殿居蟹
612	50	75	70	48	35	70	559	滑滑小子
613	65	90	115	58	45	115	560	头巾混混
614	72	58	80	97	103	80	561	象征鸟
615	38	30	85	30	55	65	562	哭哭面具
616	58	50	145	30	95	105	563	迭失棺
617	54	78	103	22	53	45	564	原盖海龟
618	74	108	133	32	83	65	565	肋骨海龟
619	55	112	45	70	74	45	566	始祖小鸟
620	75	140	65	110	112	65	567	始祖大鸟
621	50	50	62	65	40	62	568	破破袋
622	80	95	82	75	60	82	569	灰尘山
623	40	65	40	65	80	40	570	索罗亚
624	60	105	60	105	120	60	571	索罗亚克
625	55	50	40	75	40	40	572	泡沫栗鼠
626	75	95	60	115	65	60	573	奇诺栗鼠
627	45	30	50	45	55	65	574	哥德宝宝
628	60	45	70	55	75	85	575	哥德小童
629	70	55	95	65	95	110	576	哥德小姐
630	45	30	40	20	105	50	577	单卵细胞球
631	65	40	50	30	125	60	578	双卵细胞球
632	110	65	75	30	125	85	579	人造细胞卵
633	62	44	50	55	44	50	580	鸭宝宝
634	75	87	63	98	87	63	581	舞天鹅
635	36	50	50	44	65	60	582	迷你冰
636	51	65	65	59	80	75	583	多多冰
637	71	95	85	79	110	95	584	双倍多多冰
638	60	60	50	75	40	50	585	四季鹿
639	80	100	70	95	60	70	586	萌芽鹿
640	55	75	60	103	75	60	587	电飞鼠
641	50	75	45	60	40	45	588	盖盖虫
642	70	135	105	20	60	105	589	骑士蜗牛
643	69	55	45	15	55	55	590	哎呀球菇
644	114	85	70	30	85	80	591	败露球菇
645	55	40	50	40	65	85	592	轻飘飘
646	100	60	70	60	85	105	593	胖嘟嘟
647	165	75	80	65	40	45	594	保姆曼波
648	50	47	50	65	57	50	595	电电虫
649	70	77	60	108	97	60	596	电蜘蛛
650	44	50	91	10	24	86	597	种子铁球
651	74	94	131	20	54	116	598	坚果哑铃
652	40	55	70	30	45	60	599	齿轮儿
653	60	80	95	50	70	85	600	齿轮组
654	60	100	115	90	70	85	601	齿轮怪
655	35	55	40	60	45	40	602	麻麻小鱼
656	65	85	70	40	75	70	603	麻麻鳗
657	85	115	80	50	105	80	604	麻麻鳗鱼王
658	55	55	55	30	85	55	605	小灰怪
659	75	75	75	40	125	95	606	大宇怪
660	50	30	55	20	65	55	607	烛光灵
661	60	40	60	55	95	60	608	灯火幽灵
662	60	55	90	80	145	90	609	水晶灯火灵
663	46	87	60	57	30	40	610	牙牙
