# PokeAPI 128bccadf9922328ac0770e07a526a17766ec598; display-hint only; current values remain Profile ROM evidence.
# profile_move_id	power	accuracy	pp	official_move_id	official_name
83	35	85	15	83	火焰旋涡
84	40	100	30	84	电击
85	90	100	15	85	十万伏特
86	0	90	20	86	电磁波
87	110	70	10	87	打雷
88	50	90	15	88	落石
89	100	100	10	89	地震
90	0	30	5	90	地裂
91	80	100	10	91	挖洞
92	0	90	10	92	剧毒
93	50	100	25	93	念力
94	90	100	10	94	精神强念
95	0	60	20	95	催眠术
96	0	0	40	96	瑜伽姿势
97	0	0	30	97	高速移动
98	40	100	30	98	电光一闪
99	20	100	20	99	愤怒
100	0	0	20	100	瞬间移动
101	0	100	15	101	黑夜魔影
102	0	0	10	102	模仿
103	0	85	40	103	刺耳声
104	0	0	15	104	影子分身
105	0	0	5	105	自我再生
106	0	0	30	106	变硬
107	0	0	10	107	变小
108	0	100	20	108	烟幕
109	0	100	10	109	奇异之光
110	0	0	40	110	缩入壳中
111	0	0	40	111	变圆
112	0	0	20	112	屏障
113	0	0	30	113	光墙
114	0	0	30	114	黑雾
115	0	0	20	115	反射壁
116	0	0	30	116	聚气
117	0	0	10	117	忍耐
118	0	0	10	118	挥指
119	0	0	20	119	鹦鹉学舌
121	100	75	10	121	炸蛋
122	30	100	30	122	舌舔
123	30	70	20	123	浊雾
124	65	100	20	124	污泥攻击
125	65	85	20	125	骨棒
126	110	85	5	126	大字爆炎
127	80	100	15	127	攀瀑
128	35	85	15	128	贝壳夹击
129	60	0	20	129	高速星星
130	130	100	10	130	火箭头锤
131	20	100	15	131	尖刺加农炮
132	10	100	35	132	缠绕
133	0	0	20	133	瞬间失忆
134	0	80	15	134	折弯汤匙
135	0	0	5	135	生蛋
136	130	90	10	136	飞膝踢
137	0	100	30	137	大蛇瞪眼
138	100	100	15	138	食梦
139	0	90	40	139	毒瓦斯
140	15	85	20	140	投球
141	80	100	10	141	吸血
142	0	75	10	142	恶魔之吻
143	140	90	5	143	神鸟猛击
144	0	0	10	144	变身
145	40	100	30	145	泡沫
146	70	100	10	146	迷昏拳
147	0	100	15	147	蘑菇孢子
148	0	100	20	148	闪光
149	0	100	15	149	精神波
150	0	0	40	150	跃起
151	0	0	20	151	溶化
152	100	90	10	152	蟹钳锤
153	250	100	5	153	大爆炸
154	18	80	15	154	乱抓
155	50	90	10	155	骨头回力镖
156	0	0	5	156	睡觉
157	75	90	10	157	岩崩
159	0	0	30	159	棱角化
160	0	0	30	160	纹理
161	80	100	10	161	三重攻击
162	0	90	10	162	愤怒门牙
163	70	100	20	163	劈开
164	0	0	10	164	替身
165	50	0	1	165	挣扎
166	0	0	1	166	写生
167	10	90	10	167	三连踢
168	60	100	25	168	小偷
169	0	0	10	169	蛛网
170	0	0	5	170	心之眼
171	0	100	15	171	恶梦
172	60	100	25	172	火焰轮
173	50	100	15	173	打鼾
174	0	0	10	174	诅咒
175	0	100	15	175	抓狂
176	0	0	30	176	纹理2
177	100	95	5	177	气旋攻击
178	0	100	40	178	棉孢子
180	0	0	5	288	怨念
181	40	100	25	181	细雪
182	0	0	10	182	守住
183	40	100	30	183	音速拳
185	60	0	20	185	出奇一击
186	0	75	10	186	天使之吻
187	0	0	10	187	腹鼓
188	90	100	10	188	污泥炸弹
189	20	100	10	189	掷泥
190	65	85	10	190	章鱼桶炮
191	0	0	20	191	撒菱
192	120	50	5	192	电磁炮
193	0	0	40	193	识破
194	0	0	5	194	同命
196	55	95	15	196	冰冻之风
197	0	0	5	197	看穿
198	25	90	10	198	骨棒乱打
199	0	0	5	199	锁定
200	120	100	10	200	逆鳞
201	0	0	10	201	沙暴
202	75	100	10	202	终极吸取
203	0	0	10	203	挺住
204	0	100	20	204	撒娇
205	30	90	20	205	滚动
206	40	100	40	206	点到为止
207	0	85	15	207	虚张声势
208	0	0	5	208	喝牛奶
209	65	100	20	209	电光
210	40	95	20	210	连斩
211	70	90	25	211	钢翼
212	0	0	5	212	黑色目光
213	0	100	15	213	迷人
214	0	0	10	214	梦话
215	0	0	5	215	治愈铃声
216	0	100	20	216	报恩
217	0	90	15	217	礼物
218	0	100	20	218	迁怒
219	0	0	25	219	神秘守护
220	0	0	20	220	分担痛楚
221	100	95	5	221	神圣之火
222	0	100	30	222	震级
223	100	50	5	223	爆裂拳
224	120	85	10	224	超级角击
225	60	100	20	225	龙息
226	0	0	40	226	接棒
227	0	100	5	227	再来一次
228	40	100	20	228	追打
229	50	100	40	229	高速旋转
230	0	100	20	230	甜甜香气
231	100	75	15	231	铁尾
232	50	95	35	232	金属爪
233	70	0	10	233	借力摔
234	0	0	5	234	晨光
235	0	0	5	235	光合作用
236	0	0	5	236	月光
237	60	100	15	237	觉醒力量
238	100	80	5	238	十字劈
239	40	100	20	239	龙卷风
240	0	0	5	240	求雨
241	0	0	5	241	大晴天
242	80	100	15	242	咬碎
243	0	100	20	243	镜面反射
244	0	0	10	244	自我暗示
245	80	100	5	245	神速
246	60	100	5	246	原始之力
247	80	100	15	247	暗影球
248	120	100	10	248	预知未来
249	40	100	15	249	碎岩
250	35	85	15	250	潮旋
251	0	100	10	251	围攻
252	40	100	10	252	击掌奇袭
253	90	100	10	253	吵闹
254	0	0	20	254	蓄力
255	0	100	10	255	喷出
256	0	0	10	256	吞下
257	95	90	10	257	热风
258	0	0	10	258	冰雹
259	0	100	15	259	无理取闹
260	0	100	15	260	吹捧
262	0	100	10	262	临别礼物
263	70	100	20	263	硬撑
264	150	100	20	264	真气拳
265	70	100	10	265	清醒
266	0	0	20	266	看我嘛
267	0	0	20	267	自然之力
268	0	0	20	268	充电
269	0	100	20	269	挑衅
270	0	0	20	270	帮助
271	0	100	10	271	戏法
272	0	0	10	272	扮演
273	0	0	10	273	祈愿
274	0	0	20	274	借助
275	0	0	20	275	扎根
276	120	100	5	276	蛮力
277	0	0	15	277	魔法反射
278	0	0	10	278	回收利用
279	60	100	10	279	报复
280	75	100	15	280	劈瓦
281	0	0	10	281	哈欠
282	65	100	20	282	拍落
283	0	100	5	283	蛮干
284	150	100	5	284	喷火
285	0	0	10	285	特性互换
286	0	0	10	286	封印
287	0	0	20	287	焕然一新
288	0	0	5	288	怨念
289	0	0	10	289	抢夺
290	70	100	20	290	秘密之力
291	80	100	10	291	潜水
292	15	100	20	292	猛推
293	0	0	20	293	保护色
294	0	0	20	294	萤火
295	95	100	5	295	洁净光芒
296	95	100	5	296	薄雾球
297	0	100	15	297	羽毛舞
298	0	100	20	298	摇晃舞
299	85	90	10	299	火焰踢
300	0	0	15	300	玩泥巴
301	30	90	20	301	冰球
302	60	100	15	302	尖刺臂
303	0	0	5	303	偷懒
304	90	100	10	304	巨声
305	50	100	15	305	剧毒牙
306	75	95	10	306	撕裂爪
307	150	90	5	307	爆炸烈焰
308	150	90	5	308	加农水炮
309	90	90	10	309	彗星拳
310	30	100	15	310	惊吓
311	50	100	10	311	气象球
312	0	0	5	312	芳香治疗
313	0	100	20	313	假哭
314	60	95	25	314	空气利刃
315	130	90	5	315	过热
316	0	0	40	316	气味侦测
317	60	95	15	317	岩石封锁
318	60	100	5	318	银色旋风
319	0	85	40	319	金属音
320	0	55	15	320	草笛
321	0	100	20	321	挠痒
322	0	0	20	322	宇宙力量
323	150	100	5	323	喷水
324	75	100	15	324	信号光束
325	60	0	20	325	暗影拳
326	80	100	20	326	神通力
327	85	90	15	327	冲天拳
329	0	30	5	329	绝对零度
330	90	85	10	330	浊流
331	25	100	30	331	种子机关枪
332	60	0	20	332	燕返
333	25	100	30	333	冰锥
334	0	0	15	334	铁壁
335	0	0	5	335	挡路
336	0	0	40	336	长嚎
337	80	100	15	337	龙爪
338	150	90	5	338	疯狂植物
339	0	0	20	339	健美
340	85	85	5	340	弹跳
341	55	95	15	341	泥巴射击
342	50	100	25	342	毒尾
343	60	100	25	343	渴望
344	120	100	15	344	伏特攻击
345	60	0	20	345	魔法叶
346	0	0	15	346	玩水
347	0	0	20	347	冥想
348	90	100	15	348	叶刃
349	0	0	20	349	龙之舞
350	25	90	10	350	岩石爆击
351	60	0	20	351	电击波
352	60	100	20	352	水之波动
353	140	100	5	353	破灭之愿
354	140	90	5	354	精神突进
355	0	0	5	355	羽栖
356	0	0	5	356	重力
357	0	0	40	357	奇迹之眼
358	70	100	10	358	唤醒巴掌
359	100	90	10	359	臂锤
360	0	100	5	360	陀螺球
361	0	0	10	361	治愈之愿
362	65	100	10	362	盐水
363	0	100	15	363	自然之恩
364	30	100	10	364	佯攻
365	60	100	20	365	啄食
366	0	0	15	366	顺风
367	0	0	30	367	点穴
368	0	100	10	368	金属爆炸
369	70	100	20	369	急速折返
370	120	100	5	370	近身战
371	50	100	10	371	以牙还牙
372	60	100	10	372	恶意追击
373	0	100	15	373	查封
374	0	100	10	374	投掷
375	0	100	10	375	精神转移
376	0	0	5	376	王牌
377	0	100	15	377	回复封锁
378	0	100	5	378	绞紧
379	0	0	10	379	力量戏法
380	0	100	10	380	胃液
381	0	0	30	381	幸运咒语
382	0	0	20	382	抢先一步
383	0	0	20	383	仿效
384	0	0	10	384	力量互换
385	0	0	10	385	防守互换
386	0	100	5	386	惩罚
387	140	100	5	387	珍藏
388	0	100	10	388	烦恼种子
389	70	100	5	389	突袭
390	0	0	20	390	毒菱
391	0	0	10	391	心灵互换
392	0	0	20	392	水流环
393	0	0	10	393	电磁飘浮
394	120	100	15	394	闪焰冲锋
395	60	100	10	395	发劲
396	80	0	20	396	波导弹
397	0	0	20	397	岩石打磨
398	80	100	20	398	毒击
399	80	100	15	399	恶之波动
400	70	100	15	400	暗袭要害
401	90	90	10	401	水流尾
402	80	100	15	402	种子炸弹
404	80	100	15	404	十字剪
405	90	100	10	405	虫鸣
406	85	100	10	406	龙之波动
407	100	75	10	407	龙之俯冲
408	80	100	20	408	力量宝石
409	75	100	10	409	吸取拳
410	40	100	30	410	真空波
411	120	70	5	411	真气弹
412	90	100	10	412	能量球
413	120	100	15	413	勇鸟猛攻
414	90	100	10	414	大地之力
415	0	100	10	415	掉包
416	150	90	5	416	终极冲击
417	0	0	20	417	诡计
418	40	100	30	418	子弹拳
419	60	100	10	419	雪崩
420	40	100	30	420	冰砾
421	70	100	15	421	暗影爪
422	65	95	15	422	雷电牙
423	65	95	15	423	冰冻牙
424	65	95	15	424	火焰牙
425	40	100	30	425	影子偷袭
426	65	85	10	426	泥巴炸弹
427	70	100	20	427	精神利刃
428	80	90	15	428	意念头锤
429	65	85	10	429	镜光射击
430	80	100	10	430	加农光炮
431	90	85	20	431	攀岩
432	0	0	15	432	清除浓雾
433	0	0	5	433	戏法空间
434	130	90	5	434	流星群
435	80	100	15	435	放电
436	80	100	15	436	喷烟
437	130	90	5	437	飞叶风暴
438	120	85	10	438	强力鞭打
439	150	90	5	439	岩石炮
440	70	100	20	440	十字毒刃
441	120	80	5	441	垃圾射击
442	80	100	15	442	铁头
443	60	0	20	443	磁铁炸弹
444	100	80	5	444	尖石攻击
445	0	100	20	445	诱惑
446	0	0	20	446	隐形岩
447	0	100	20	447	打草结
448	65	100	20	448	喋喋不休
449	100	100	10	449	制裁光砾
450	60	100	20	450	虫咬
451	50	90	10	451	充电光束
452	120	100	15	452	木槌
453	40	100	20	453	水流喷射
454	90	100	15	454	攻击指令
455	0	0	10	455	防御指令
456	0	0	10	456	回复指令
457	150	80	5	457	双刃头锤
458	35	90	10	458	二连击
459	150	90	5	459	时光咆哮
460	100	95	5	460	亚空裂斩
461	0	0	10	461	新月舞
462	0	100	5	462	捏碎
463	100	75	5	463	熔岩风暴
464	0	50	10	464	暗黑洞
465	120	85	5	465	种子闪光
466	60	100	5	466	奇异之风
467	120	100	5	467	暗影潜袭
468	0	0	15	468	磨爪
469	0	0	10	469	广域防守
470	0	0	10	470	防守平分
471	0	0	10	471	力量平分
472	0	0	10	472	奇妙空间
473	80	100	10	473	精神冲击
474	65	100	10	474	毒液冲击
475	0	0	15	475	身体轻量化
476	0	0	20	476	愤怒粉
477	0	0	15	477	意念移物
478	0	0	10	478	魔法空间
479	50	100	15	479	击落
480	60	100	10	480	山岚摔
481	70	100	15	481	烈焰溅射
482	95	100	10	482	污泥波
483	0	0	20	483	蝶舞
484	0	100	10	484	重磅冲撞
485	120	100	10	485	同步干扰
486	0	100	10	486	电球
487	0	100	20	487	浸水
488	50	100	20	488	蓄能焰袭
489	0	0	20	489	盘蜷
490	65	100	20	490	下盘踢
491	40	100	20	491	酸液炸弹
492	95	100	15	492	欺诈
493	0	100	15	493	单纯光束
494	0	100	15	494	找伙伴
495	0	0	15	495	您先请
496	60	100	15	496	轮唱
497	40	100	15	497	回声
498	70	100	20	498	逐步击破
499	50	0	15	499	清除之烟
500	20	100	10	500	辅助力量
501	0	0	15	501	快速防守
502	0	0	15	502	交换场地
503	80	100	15	503	热水
504	0	0	15	504	破壳
505	0	0	10	505	治愈波动
506	65	100	10	506	祸不单行
507	60	100	10	507	自由落体
508	0	0	10	508	换档
509	60	90	10	509	巴投
511	0	100	15	511	延后
512	55	100	15	512	杂技
513	0	0	15	513	镜面属性
514	70	100	5	514	报仇
515	0	100	5	515	搏命
516	0	0	15	516	传递礼物
518	80	100	10	518	水之誓约
519	80	100	10	519	火之誓约
520	80	100	10	520	草之誓约
521	70	100	20	521	伏特替换
522	50	100	20	522	虫之抵抗
523	60	100	20	523	重踏
524	60	90	10	524	冰息
525	60	90	10	525	龙尾
526	0	0	30	526	自我激励
527	55	95	15	527	电网
528	90	100	15	528	疯狂伏特
529	80	95	10	529	直冲钻
530	40	90	15	530	二连劈
531	60	100	25	531	爱心印章
532	75	100	10	532	木角
533	90	100	15	533	圣剑
534	75	95	10	534	贝壳刃
535	0	100	10	535	高温重压
536	65	90	10	536	青草搅拌器
537	65	100	20	537	疯狂滚压
538	0	0	10	538	棉花防守
539	85	95	10	539	暗黑爆破
540	100	100	10	540	精神击破
541	25	85	10	541	扫尾拍打
542	110	70	10	542	暴风
543	120	100	15	543	爆炸头突击
544	50	85	15	544	齿轮飞盘
545	100	100	5	545	火焰弹
546	120	100	5	546	高科技光炮
547	75	100	10	547	古老之歌
548	85	100	10	548	神秘之剑
549	65	95	10	549	冰封世界
550	130	85	5	550	雷击
551	130	85	5	551	青焰
552	80	100	10	552	火之舞
553	140	90	5	553	冰冻伏特
554	140	90	5	554	极寒冷焰
555	55	95	15	555	大声咆哮
556	85	90	10	556	冰柱坠击
557	180	95	5	557	V热焰
558	100	100	5	558	交错火焰
559	100	100	5	559	交错闪电
560	100	95	10	560	飞身重压
561	0	0	10	561	掀榻榻米
562	120	90	10	562	打嗝
563	0	0	10	563	耕地
564	0	0	20	564	黏黏网
565	50	100	25	565	致命针刺
566	90	100	10	566	潜灵奇袭
567	0	100	20	567	万圣夜
568	0	100	30	568	战吼
569	0	0	25	569	等离子浴
570	65	100	20	570	抛物面充电
572	90	100	15	572	落英缤纷
573	70	100	20	573	冷冻干燥
574	40	0	15	574	魅惑之声
575	0	100	20	575	抛下狠话
576	0	0	20	576	颠倒
577	50	100	10	577	吸取之吻
578	0	0	10	578	戏法防守
579	0	0	10	579	鲜花防守
580	0	0	10	580	青草场地
581	0	0	10	581	薄雾场地
582	0	0	20	582	输电
583	90	90	10	583	嬉闹
584	40	100	30	584	妖精之风
585	95	100	15	585	月亮之力
586	140	100	10	586	爆音波
587	0	0	10	587	妖精之锁
588	0	0	10	588	王者盾牌
589	0	0	20	589	和睦相处
590	0	0	20	590	密语
591	100	95	5	591	钻石风暴
592	110	95	5	592	蒸汽爆炸
593	80	0	5	593	异次元洞
594	15	100	20	594	飞水手里剑
595	75	100	10	595	魔法火焰
596	0	0	10	596	尖刺防守
597	0	0	20	597	芳香薄雾
598	0	100	15	598	怪异电波
599	0	100	20	599	毒液陷阱
600	0	100	20	600	粉尘
601	0	0	10	601	大地掌控
602	0	0	20	602	磁场操控
603	0	0	30	603	欢乐时光
604	0	0	10	604	电气场地
605	80	100	10	605	魔法闪耀
606	0	0	40	606	庆祝
607	0	0	40	607	牵手
608	0	100	30	608	圆瞳
609	20	100	20	609	蹭蹭脸颊
610	40	100	40	610	手下留情
612	40	100	20	612	增强拳
614	90	100	10	614	千箭齐发
615	90	100	10	615	千波激荡
616	90	100	10	616	大地神力
617	140	90	5	617	破灭之光
618	110	85	10	618	根源波动
619	120	85	10	619	断崖之剑
620	120	100	5	620	画龙点睛
621	100	0	5	621	异次元猛攻
622	0	0	5	659	集沙
623	90	100	10	660	迎头一击
624	0	0	10	661	碉堡
625	80	100	10	662	缝影
626	85	100	10	663	DD金勾臂
628	100	90	10	665	冰锤
629	0	0	10	666	花疗
630	95	95	10	667	十万马力
631	0	100	10	668	吸取力量
632	125	100	10	669	日光刃
633	40	100	40	670	树叶
634	0	0	15	671	聚光灯
635	0	100	20	672	毒丝
636	0	0	30	673	磨砺
637	0	0	20	674	辅助齿轮
639	90	100	15	676	花粉团
640	80	100	20	677	掷锚
641	0	0	10	678	精神场地
642	80	100	15	679	猛扑
643	80	100	15	680	火焰鞭
644	20	100	10	681	嚣张
645	130	100	5	682	燃尽
646	0	0	10	683	速度互换
647	70	0	10	684	修长之角
648	0	0	20	685	净化
649	90	100	15	686	觉醒之舞
650	100	100	10	687	核心惩罚者
651	70	100	15	688	热带踢
652	0	0	15	689	号令
653	100	100	15	690	鸟嘴加农炮
654	110	100	5	691	鳞片噪音
655	90	100	15	692	龙锤
656	60	100	20	693	狂舞挥打
657	0	0	20	694	极光幕
658	150	100	5	704	陷阱甲壳
659	130	90	5	705	花朵加农炮
660	85	100	10	706	精神之牙
661	75	100	10	707	跺脚
662	85	100	10	708	暗影之骨
663	40	100	20	709	冲岩
664	85	100	10	710	水流裂破
665	160	100	10	711	棱镜镭射
666	90	100	10	712	暗影偷盗
667	100	100	5	713	流星闪冲
668	100	100	5	714	暗影之光
669	0	0	20	715	泪眼汪汪
670	80	100	10	716	麻麻刺刺
671	0	90	10	717	自然之怒
672	120	100	10	718	多属性攻击
673	150	100	5	720	惊爆大头
675	100	100	5	722	光子喷涌
676	80	100	10	729	电电加速
677	90	100	15	730	滔滔冲浪
678	90	95	15	731	飘飘坠落
679	0	0	20	732	闪闪雷光
680	60	100	20	733	活活气泡
681	60	100	20	734	麻麻电击
682	60	100	20	735	熊熊火爆
683	80	95	15	736	哗哗气场
684	80	95	15	737	坏坏领域
686	100	90	10	739	冰冰霜冻
687	120	85	5	740	亮亮风暴
688	0	0	20	741	砰砰击破
689	60	100	5	742	钢拳双击
690	100	100	5	744	极巨炮
691	80	100	15	745	狙击
692	80	100	10	746	紧咬不放
693	0	0	10	747	大快朵颐
694	0	0	5	748	背水一战
695	0	100	15	749	沥青射击
696	0	100	20	750	魔法粉
697	50	100	10	751	龙箭
698	0	0	10	752	茶会
699	0	100	15	753	蛸固
700	85	100	10	754	电喙
701	85	100	10	755	鳃咬
702	0	100	10	756	换场
703	0	100	5	775	魂舞烈音爆
704	80	100	10	776	扑击
705	0	0	15	777	装饰
706	80	100	10	778	鼓击
707	35	100	15	779	捕兽夹
708	120	90	5	780	火焰球
709	100	100	5	781	巨兽斩
710	100	100	5	782	巨兽弹
711	110	100	10	783	气场轮
712	60	100	15	784	广域破坏
713	40	100	40	785	木枝突刺
714	80	100	10	786	破音
715	80	100	10	787	苹果酸
716	80	100	10	788	万有引力
717	75	100	15	789	灵魂冲击
718	90	95	10	790	神奇蒸汽
719	0	0	10	791	生命水滴
720	0	100	10	792	拦堵
721	80	0	10	793	假跪真撞
722	150	100	5	794	流星突击
723	160	90	5	795	无极光束
724	140	95	5	796	铁蹄光线
725	80	100	10	797	广域战力
726	130	100	5	798	铁滚轮
727	25	90	20	799	鳞射
728	120	90	10	800	流星光束
729	90	100	10	801	臂贝武器
730	100	100	5	802	薄雾炸裂
731	55	100	20	803	青草滑梯
732	70	100	20	804	电力上升
733	50	100	10	805	大地波动
734	70	90	10	806	爬击
735	70	100	5	807	妒火
736	75	100	5	808	泄愤
737	110	90	5	809	灵骚
738	0	100	40	810	腐蚀气体
739	0	0	10	811	指导
740	60	100	20	812	快速折返
741	20	90	10	813	三旋击
742	40	90	10	814	双翼
743	70	100	10	815	热沙大地
744	0	0	10	816	丛林治疗
745	75	100	5	817	暗冥强击
746	25	100	5	818	水流连打
747	80	90	15	819	雷电囚笼
748	150	100	5	820	巨龙威能
749	90	100	10	821	冰冷视线
750	90	100	10	822	怒火中烧
751	90	100	10	823	雷鸣蹴击
752	120	100	5	824	雪矛
753	120	100	5	825	星碎
754	80	100	5	826	诡异咒语
