group	map	name	width	height	warp_count	region	map_type	header_offset	layout_offset	events_offset
0	29	114号道路	40	80	5	29	0	0x9EA80C	0x7DCE24	0xB8A88C
0	30	115号道路	40	80	3	30	0	0x9EA828	0x7DE748	0xB8AB88
0	31	116号道路	100	20	5	31	0	0x9EA844	0x7DF70C	0xB8AEF8
0	32	117号道路	60	20	1	32	0	0x9EA860	0x7E0090	0xB8B184
0	33	118号道路	80	20	2	33	0	0x9EA87C	0x7E0D34	0xB8B46C
0	34	119号道路	40	140	2	34	0	0x9EA898	0x7E3918	0xB8BB30
0	35	120号道路	40	100	3	35	0	0x9EA8B4	0x7E587C	0xB8C1EC
0	36	121号道路	80	20	1	36	0	0x9EA8D0	0x7E6520	0xB8C5A8
0	37	122号道路	40	40	1	37	3	0x9EA8EC	0x7E71C4	0xB8C5C4
0	38	123号道路	140	20	1	38	0	0x9EA908	0x7E87C8	0xB8CBCC
0	39	124号道路	80	80	1	39	6	0x9EA924	0x7EB9EC	0xB8CD14
0	40	125号道路	80	40	1	40	6	0x9EA940	0x7ED310	0xB8CE68
0	41	126号道路	80	80	0	41	6	0x9EA95C	0x7F0534	0xB8CF6C
0	42	127号道路	80	80	0	42	6	0x9EA978	0x7F3758	0xB8D0C4
0	43	128号道路	120	40	0	43	6	0x9EA994	0x7F5CFC	0xB8D21C
0	44	129号道路	80	40	0	44	6	0x9EA9B0	0x7F7620	0xB8D2E8
0	45	130号道路	80	40	0	45	6	0x9EA9CC	0x82C55C	0xB8D35C
0	46	131号道路	60	40	1	46	6	0x9EA9E8	0x7FA228	0xB8D438
0	47	132号道路	80	40	0	47	6	0x9EAA04	0x7FBB4C	0xB8D60C
0	48	133号道路	80	40	0	48	6	0x9EAA20	0x7FD470	0xB8D728
0	49	134号道路	80	40	0	49	6	0x9EAA3C	0x7FED94	0xB8D844
0	50	水下	80	80	0	50	5	0x9EAA58	0x83232C	0xB8D8AC
0	51	水下	80	80	1	51	5	0x9EAA74	0x801FB8	0xB8D938
0	52	水下	80	80	2	52	5	0x9EAA90	0x8051DC	0xB8D98C
0	53	水下	120	40	1	53	5	0x9EAAAC	0x807780	0xB8D9D0
0	54	水下	80	40	2	208	5	0x9EAAC8	0x85D730	0xB8D9F4
0	55	水下	40	80	2	206	5	0x9EAAE4	0x85A4E8	0xB8DA18
0	56	水下	80	40	2	207	5	0x9EAB00	0x85BE0C	0xB8DA3C
0	57	三之岛	80	80	3	145	8	0x9EAB1C	0x9999C8	0xB8DB14
0	58	工匠之穴	8	8	1	202	8	0x9EAB38	0x9A8984	0xB8DB6C
0	59	特殊区域	17	18	2	196	8	0x9EAB54	0x9A990C	0xB8DBB8
0	60	废弃船	9	14	2	61	9	0x9EAB70	0x9C8A30	0xB8DC1C
1	0	真新镇	24	20	3	88	1	0x9EAB8C	0x863C2C	0xB8DD6C
1	1	常青市	48	40	5	89	0	0x9EABA8	0x864B50	0xB8DF10
1	2	深灰市	48	40	7	90	2	0x9EABC4	0x865A74	0xB8E094
1	3	华蓝市	48	40	14	91	1	0x9EABE0	0x866998	0xB8E35C
1	4	紫苑镇	24	20	6	92	1	0x9EABFC	0x866D7C	0xB8E630
1	5	枯叶市	48	40	12	93	2	0x9EAC18	0x8690D4	0xB8E9C0
1	6	玉虹市	60	40	13	94	0	0x9EAC34	0x86A3B8	0xB8EC1C
1	7	浅红市	48	40	11	95	0	0x9EAC50	0x86B2DC	0xB8EF9C
1	8	红莲岛	24	20	5	96	1	0x9EAC6C	0x86B6C0	0xB8F080
1	9	石英高原	24	20	1	97	1	0x9EAC88	0x86BAA4	0xB8F21C
1	10	金黄市	66	55	15	98	0	0x9EACA4	0x86D724	0xB8F544
1	11	4号道路	108	20	3	99	0	0x9EACC0	0x87231C	0xB8F6A4
1	12	10号道路	24	80	5	110	0	0x9EACDC	0x873240	0xB8F900
1	13	1号道路	24	40	0	101	0	0x9EACF8	0x8841B8	0xB8F950
1	14	2号道路	24	80	10	102	0	0x9EAD14	0x8850DC	0xB8FAA4
1	15	3号道路	84	20	0	103	0	0x9EAD30	0x885E20	0xB8FBF8
1	16	5号道路	48	40	4	105	3	0x9EAD4C	0x886D44	0xB8FC48
1	17	6号道路	24	40	3	106	0	0x9EAD68	0x8874E8	0xB8FD38
1	18	7号道路	26	20	2	107	3	0x9EAD84	0x88791C	0xB8FD84
1	19	8号道路	72	20	2	108	0	0x9EADA0	0x888480	0xB8FF40
1	20	9号道路	72	20	0	109	0	0x9EADBC	0x888FE4	0xB900B4
1	21	11号道路	72	20	3	111	0	0x9EADD8	0x889B48	0xB902B8
1	22	12号道路	24	120	4	112	0	0x9EADF4	0x88B1EC	0xB90484
1	23	13号道路	72	20	0	113	0	0x9EAE10	0x88BD50	0xB905D0
1	24	14号道路	24	60	0	114	0	0x9EAE2C	0x88C8B4	0xB907B8
1	25	15号道路	72	20	2	115	0	0x9EAE48	0x88D418	0xB90980
1	26	16号道路	48	27	5	116	0	0x9EAE64	0x88DE5C	0xB90AF0
1	27	16号道路	24	153	0	116	0	0x9EAE80	0x88FB30	0xB90D40
1	28	18号道路	60	20	2	118	0	0x9EAE9C	0x8904B4	0xB90DC4
1	29	19号水路	24	60	0	119	3	0x9EAEB8	0x891018	0xB90F94
1	30	20号水路	120	20	2	120	3	0x9EAED4	0x8922FC	0xB91134
1	31	21号水路	24	50	0	121	3	0x9EAEF0	0x892C80	0xB911C0
1	32	22号道路	48	25	1	122	0	0x9EAF0C	0x893604	0xB91288
1	33	23号道路	24	160	4	123	0	0x9EAF28	0x895428	0xB91458
1	34	24号道路	24	40	0	124	0	0x9EAF44	0x895BCC	0xB91558
1	35	25号道路	72	20	1	125	0	0x9EAF60	0x896730	0xB91710
1	36	训练家山	120	20	0	212	0	0x9EAF7C	0x95A320	0xB918D0
1	37	训练家山	120	20	0	212	0	0x9EAF98	0x96FCAC	0xB91A30
1	38	金黄市	121	20	0	98	0	0x9EAFB4	0x970FB8	0xB91BD8
1	39	训练家山	48	40	2	212	3	0x9EAFD0	0x971EDC	0xB91C38
1	40	训练家山	54	69	4	212	3	0x9EAFEC	0x973C1C	0xB91D8C
1	41	训练家山	24	80	0	212	0	0x9EB008	0x9810B0	0xB91E3C
1	42	训练家山	30	90	0	212	0	0x9EB024	0x9825EC	0xB91EE0
1	43	训练家山	144	20	0	212	0	0x9EB040	0x983C90	0xB91F98
1	44	训练家山	24	160	0	212	0	0x9EB05C	0x985AB4	0xB9227C
1	45	训练家山	40	100	0	212	0	0x9EB078	0x987A18	0xB92300
1	46	训练家山	18	11	1	212	9	0x9EB094	0x99651C	0xB9238C
2	0	一之岛	24	20	4	143	0	0x9EB0B0	0x86DB08	0xB92420
2	1	二之岛	48	20	5	144	0	0x9EB0CC	0x86E2AC	0xB92638
2	2	三之岛	24	40	7	145	0	0x9EB0E8	0x86EA50	0xB92744
2	3	四之岛	48	40	8	146	0	0x9EB104	0x86F974	0xB928FC
2	4	五之岛	24	20	4	147	2	0x9EB120	0x86FD58	0xB92A0C
2	5	七之岛	24	31	4	148	0	0x9EB13C	0x87034C	0xB92AA8
2	6	六之岛	24	20	4	149	0	0x9EB158	0x870730	0xB92B30
2	7	肚脐岩	20	23	1	211	0	0x9EB174	0x870AEC	0xB92B4C
2	8	诞生之岛	30	30	0	200	0	0x9EB190	0x871218	0xB92C18
2	9	灯火山道	24	140	3	150	0	0x9EB1AC	0x898194	0xB92F14
2	10	歧波海岬	24	40	1	152	0	0x9EB1C8	0x898938	0xB92F48
2	11	二之岛	23	12	0	144	3	0x9EB1E4	0x898B84	0xB92F5C
2	12	二之岛	24	60	0	144	3	0x9EB200	0x8996E8	0xB92FD0
2	13	三之岛港口	48	20	3	154	0	0x9EB21C	0x899E8C	0xB92FFC
2	14	连结桥	96	20	2	153	0	0x9EB238	0x89ADB0	0xB93134
2	15	水之迷宫	72	20	0	160	0	0x9EB254	0x89B914	0xB93178
2	16	豪华度假村	72	20	2	159	0	0x9EB270	0x89C478	0xB93298
2	17	五之岛空地	24	40	1	161	0	0x9EB28C	0x89CC1C	0xB933DC
2	18	回忆之塔	24	60	0	162	0	0x9EB2A8	0x89D780	0xB934B8
2	19	水之步道	24	100	3	165	0	0x9EB2C4	0x89EA64	0xB93628
2	20	绿之步道	72	20	4	164	3	0x9EB2E0	0x89F5C8	0xB93698
2	21	外岛	24	80	1	163	3	0x9EB2FC	0x8A04EC	0xB9378C
2	22	遗迹山谷	48	40	1	166	0	0x9EB318	0x8A1410	0xB93968
2	23	训练家之塔	120	40	0	167	0	0x9EB334	0x8A39B4	0xB939DC
2	24	峡谷入口	24	40	0	168	0	0x9EB350	0x8A4158	0xB93A98
2	25	七宝溪谷	24	80	1	169	0	0x9EB36C	0x8A507C	0xB93CCC
2	26	阿斯卡纳遗迹	144	20	7	170	3	0x9EB388	0x8A6720	0xB93DC0
2	27	诞生之岛	84	20	3	200	3	0x9EB3A4	0x8A7464	0xB93E1C
2	28	宝物海滩	24	40	1	151	3	0x9EB3C0	0x9A2098	0xB93EE0
2	29	二之岛	17	17	1	144	0	0x9EB3DC	0x9AA0A8	0xB93F44
2	30	二之岛	18	18	2	144	9	0x9EB3F8	0x9AA354	0xB93FE0
2	31	二之岛	18	18	2	144	9	0x9EB414	0x9AA600	0xB94094
2	32	二之岛	18	18	2	144	9	0x9EB430	0x9AA8AC	0xB94148
2	33	二之岛	19	20	1	144	9	0x9EB44C	0x9AABC8	0xB94234
2	34	七之岛	20	20	2	148	0	0x9EB468	0x9E81AC	0xB94258
2	35	七之岛	31	54	3	148	8	0x9EB484	0x9E8EE4	0xB94374
3	0	白银山	28	22	4	234	2	0x9EB4A0	0x873734	0xB944B8
3	1	若叶镇	56	92	6	225	0	0x9EB4BC	0x875F98	0xB945F8
3	2	卡吉镇	54	51	8	232	0	0x9EB4D8	0x877540	0xB947A0
3	3	吉花市	54	26	7	226	1	0x9EB4F4	0x87805C	0xB9497C
3	4	圆朱市	76	54	16	229	0	0x9EB510	0x87A090	0xB94C60
3	5	满金市	68	46	13	227	2	0x9EB52C	0x87B924	0xB94E84
3	6	桧皮镇	56	50	14	228	0	0x9EB548	0x87CF28	0xB95014
3	7	浅葱市	48	76	8	230	0	0x9EB564	0x87EBCC	0xB95200
3	8	湛蓝市	36	40	5	231	0	0x9EB580	0x87F730	0xB95300
3	9	城都基地	60	52	8	235	0	0x9EB59C	0x880FB4	0xB954CC
3	10	桔梗市	44	48	2	233	0	0x9EB5B8	0x882058	0xB95564
3	11	区域224	26	126	3	224	0	0x9EB5D4	0x883A14	0xB95720
3	12	阿斯卡纳石室	40	164	3	188	0	0x9EB5F0	0x8EF0AC	0xB958CC
3	13	27号道路	110	34	4	238	0	0x9EB60C	0x8F0E08	0xB95AB4
3	14	28号道路	58	32	2	239	0	0x9EB628	0x8F1CAC	0xB95C04
3	15	29号道路	76	20	2	240	3	0x9EB644	0x8F28B0	0xB95E2C
3	16	30号道路	38	62	2	241	0	0x9EB660	0x8F3B3C	0xB96000
3	17	31号道路	58	23	2	242	0	0x9EB67C	0x8F45CC	0xB96174
3	18	32号道路	38	120	2	243	0	0x9EB698	0x8F6990	0xB963AC
3	19	33号道路	44	30	1	244	0	0x9EB6B4	0x8F7404	0xB96488
3	20	34号道路	54	112	2	245	0	0x9EB6D0	0x8FA368	0xB96648
3	21	阿斯卡纳石室	28	52	3	191	0	0x9EB6EC	0x8FAEEC	0xB9677C
3	22	36号道路	64	26	2	246	0	0x9EB708	0x8FBC10	0xB96900
3	23	37号道路	28	30	0	247	0	0x9EB724	0x8FC2C4	0xB96998
3	24	38号道路	52	30	1	248	0	0x9EB740	0x8FCF18	0xB96A80
3	25	39号道路	28	46	2	249	0	0x9EB75C	0x8FD94C	0xB96C30
3	26	40号水路	70	50	0	250	0	0x9EB778	0x8FF4C8	0xB96DC4
3	27	40号水路	70	56	5	250	0	0x9EB794	0x90138C	0xB96F00
3	28	水舰队基地	90	36	4	66	0	0x9EB7B0	0x902D00	0xB9706C
3	29	搬家货车	32	86	3	84	3	0x9EB7CC	0x9042A4	0xB971C4
3	30	第六岛	90	44	2	155	0	0x9EB7E8	0x9061B8	0xB97330
3	31	第八岛	28	35	3	157	0	0x9EB804	0x906984	0xB97434
3	32	第九岛	80	40	5	158	0	0x9EB820	0x9082A8	0xB975DC
3	33	第22岛	36	36	0	171	0	0x9EB83C	0x908CEC	0xB97644
3	34	工匠之穴	40	70	2	202	0	0x9EB858	0x90A2F0	0xB977B8
3	35	特殊区域	86	87	2	196	0	0x9EB874	0x90DD88	0xB979F8
3	36	阿斯卡纳石室	28	139	1	190	0	0x9EB890	0x94B310	0xB97B04
3	37	阿斯卡纳石室	60	120	1	189	0	0x9EB8AC	0x94EB74	0xB97BB8
3	38	训练家山	70	20	1	212	0	0x9EB8C8	0x952970	0xB97CC4
3	39	训练家山	120	20	1	212	0	0x9EB8E4	0x957D58	0xB97DB8
3	40	训练家山	120	20	0	212	0	0x9EB900	0x95903C	0xB97F3C
3	41	特殊区域	18	11	1	196	9	0x9EB91C	0x9966CC	0xB97FA0
3	42	未知区域	30	30	1	252	3	0x9EB938	0x9B77D8	0xB97FBC
4	0	白银山	13	14	3	234	9	0x9EB954	0x90DF18	0xB980C0
4	1	若叶镇	15	10	3	225	8	0x9EB970	0x90E068	0xB98164
4	2	若叶镇	11	9	3	225	8	0x9EB98C	0x90E154	0xB981F0
4	3	若叶镇	11	9	1	225	8	0x9EB9A8	0x90E240	0xB9823C
4	4	若叶镇	11	9	1	225	8	0x9EB9C4	0x90E32C	0xB98288
4	5	若叶镇	11	9	1	225	8	0x9EB9E0	0x90E418	0xB982D4
4	6	白银山	28	22	0	234	1	0x9EB9FC	0x9E78C0	0xB982E8
4	7	白银山	13	10	2	234	0	0x9EBA18	0x9E79E8	0xB98324
4	8	白银山	12	9	1	234	8	0x9EBA34	0x9E7AE4	0xB98340
4	9	白银山	10	10	1	234	8	0x9EBA50	0x9E7BD0	0xB9838C
4	10	白银山	10	10	1	234	8	0x9EBA6C	0x9E7CBC	0xB983C0
5	0	卡吉镇	15	10	1	232	8	0x9EBA88	0x90E568	0xB9843C
5	1	卡吉镇	11	9	3	232	8	0x9EBAA4	0x90E654	0xB984C8
5	2	卡吉镇	17	20	3	232	9	0x9EBAC0	0x90E920	0xB985BC
5	3	卡吉镇	11	9	1	232	8	0x9EBADC	0x90EA0C	0xB98608
5	4	卡吉镇	11	9	1	232	8	0x9EBAF8	0x90EAF8	0xB98654
5	5	卡吉镇	15	10	1	232	8	0x9EBB14	0x90EC48	0xB987A0
5	6	区域214	19	16	4	214	0	0x9EBB30	0x90EECC	0xB9887C
5	7	区域214	19	16	4	214	0	0x9EBB4C	0x90F150	0xB9891C
5	8	区域214	21	17	1	214	0	0x9EBB68	0x90F440	0xB98A20
6	0	吉花市	15	10	1	226	8	0x9EBB84	0x90F590	0xB98A9C
6	1	吉花市	11	9	2	226	0	0x9EBBA0	0x90F67C	0xB98B20
6	2	吉花市	11	9	3	226	9	0x9EBBBC	0x90F768	0xB98BB8
6	3	吉花市	18	11	1	226	8	0x9EBBD8	0x90F918	0xB98C04
6	4	吉花市	13	20	2	226	9	0x9EBBF4	0x90FB44	0xB98D48
6	5	区域220	30	26	2	220	8	0x9EBC10	0x910180	0xB98E5C
6	6	区域220	30	26	1	220	8	0x9EBC2C	0x9107BC	0xB98EA8
6	7	吉花市	35	66	2	226	9	0x9EBC48	0x9A3554	0xB990C4
6	8	吉花市	45	41	1	226	9	0x9EBC64	0x9A43E4	0xB992B8
7	0	圆朱市	15	10	3	229	8	0x9EBC80	0x91090C	0xB99344
7	1	圆朱市	32	16	2	229	8	0x9EBC9C	0x910D30	0xB993D4
7	2	圆朱市	32	19	2	229	8	0x9EBCB8	0x911214	0xB9947C
7	3	圆朱市	33	16	2	229	8	0x9EBCD4	0x911658	0xB994F4
7	4	圆朱市	32	19	2	229	8	0x9EBCF0	0x911B3C	0xB995B4
7	5	圆朱市	33	16	2	229	8	0x9EBD0C	0x911F80	0xB99674
7	6	圆朱市	32	19	1	229	8	0x9EBD28	0x912464	0xB996FC
7	7	圆朱市	32	16	2	229	9	0x9EBD44	0x912888	0xB99840
7	8	圆朱市	32	16	2	229	9	0x9EBD60	0x912CAC	0xB9993C
7	9	圆朱市	32	16	3	229	9	0x9EBD7C	0x9130D0	0xB99A70
7	10	圆朱市	32	16	4	229	9	0x9EBD98	0x9134F4	0xB99BDC
7	11	圆朱市	32	16	3	229	9	0x9EBDB4	0x913918	0xB99D48
7	12	圆朱市	18	22	2	229	9	0x9EBDD0	0x913C54	0xB99F54
7	13	圆朱市	20	14	1	229	8	0x9EBDEC	0x913EA8	0xB9A048
7	14	圆朱市	19	17	4	229	8	0x9EBE08	0x914154	0xB9A104
7	15	圆朱市	11	10	3	229	8	0x9EBE24	0x914254	0xB9A178
7	16	圆朱市	13	10	4	229	8	0x9EBE40	0x91437C	0xB9A1C4
7	17	圆朱市	13	10	4	229	8	0x9EBE5C	0x9144A4	0xB9A210
7	18	圆朱市	16	36	3	229	9	0x9EBE78	0x914948	0xB9A35C
7	19	圆朱市	26	25	4	229	8	0x9EBE94	0x914E80	0xB9A450
7	20	圆朱市	26	22	1	229	9	0x9EBEB0	0x9A53A0	0xB9A56C
7	21	圆朱市	17	15	2	229	9	0x9EBECC	0x9E35EC	0xB9A614
7	22	圆朱市	17	15	2	229	9	0x9EBEE8	0x9E3810	0xB9A6F8
7	23	圆朱市	17	15	2	229	9	0x9EBF04	0x9E3A34	0xB9A7E4
7	24	圆朱市	17	15	2	229	9	0x9EBF20	0x9E3C58	0xB9A95C
7	25	圆朱市	17	15	2	229	9	0x9EBF3C	0x9E3E7C	0xB9AAAC
7	26	未白镇	8	7	1	0	0	0x9EBF58	0x9E7E68	0xB9AAE0
8	0	满金市	15	10	3	227	8	0x9EBF74	0x914FD0	0xB9AB6C
8	1	满金市	11	9	3	227	8	0x9EBF90	0x9150BC	0xB9ABF8
8	2	区域223	30	24	6	223	4	0x9EBFAC	0x915680	0xB9AD2C
8	3	区域223	34	36	6	223	8	0x9EBFC8	0x916034	0xB9AE70
8	4	满金市	12	20	32	227	9	0x9EBFE4	0x916238	0xB9B044
8	5	满金市	12	18	2	227	9	0x9EC000	0x91640C	0xB9B180
8	6	满金市	11	9	1	227	8	0x9EC01C	0x9164F8	0xB9B1C0
8	7	满金市	11	9	1	227	8	0x9EC038	0x9165E4	0xB9B20C
8	8	满金市	26	20	4	227	8	0x9EC054	0x916A18	0xB9B348
8	9	满金市	9	9	2	227	8	0x9EC070	0x916AE0	0xB9B36C
8	10	区域222	25	23	3	222	8	0x9EC08C	0x916F84	0xB9B428
8	11	区域222	25	23	2	222	8	0x9EC0A8	0x917428	0xB9B4C4
8	12	区域222	25	23	2	222	8	0x9EC0C4	0x9178CC	0xB9B578
8	13	区域222	25	23	7	222	8	0x9EC0E0	0x917D70	0xB9B654
8	14	区域222	25	23	4	222	8	0x9EC0FC	0x918214	0xB9B718
8	15	区域222	25	23	4	222	8	0x9EC118	0x9186B8	0xB9B7DC
8	16	区域222	25	23	2	222	8	0x9EC134	0x918B5C	0xB9B890
8	17	区域222	25	23	5	222	8	0x9EC150	0x919000	0xB9B944
8	18	区域222	25	23	6	222	8	0x9EC16C	0x9194A4	0xB9BA18
8	19	区域222	25	23	3	222	8	0x9EC188	0x919948	0xB9BB14
8	20	区域222	25	23	1	222	8	0x9EC1A4	0x919DEC	0xB9BBD0
8	21	满金市	18	17	1	227	9	0x9EC1C0	0x99C188	0xB9BC94
8	22	区域222	24	22	0	222	0	0x9EC1DC	0x9A8DC8	0xB9BCC0
9	0	桧皮镇	15	10	3	228	8	0x9EC1F8	0x919F3C	0xB9BD4C
9	1	桧皮镇	11	9	3	228	8	0x9EC214	0x91A028	0xB9BDD8
9	2	桧皮镇	17	20	3	228	9	0x9EC230	0x91A2F4	0xB9BE7C
9	3	桧皮镇	15	11	3	228	8	0x9EC24C	0x91A464	0xB9BF38
9	4	桧皮镇	11	9	1	228	8	0x9EC268	0x91A550	0xB9BF9C
9	5	愤怒之湖	155	20	42	237	9	0x9EC284	0x91BDAC	0xB9C300
9	6	桧皮镇	11	9	1	228	8	0x9EC2A0	0x91BE98	0xB9C34C
9	7	桧皮镇	11	9	1	228	8	0x9EC2BC	0x91BF84	0xB9C398
9	8	桧皮镇	11	9	1	228	8	0x9EC2D8	0x91C070	0xB9C3E4
9	9	桧皮镇	56	56	4	228	8	0x9EC2F4	0x91D914	0xB9C500
9	10	烟墨市	31	21	2	236	9	0x9EC310	0x91DE50	0xB9C5FC
9	11	烟墨市	34	16	3	236	9	0x9EC32C	0x91E2B4	0xB9C7A8
9	12	烟墨市	24	19	1	236	9	0x9EC348	0x91E668	0xB9C954
9	13	烟墨市	9	10	1	236	9	0x9EC364	0x91E740	0xB9C998
10	0	浅葱市	15	10	3	230	8	0x9EC380	0x91E890	0xB9CA24
10	1	浅葱市	18	11	1	230	8	0x9EC39C	0x91EA40	0xB9CA58
10	2	浅葱市	12	20	3	230	9	0x9EC3B8	0x91EC44	0xB9CB74
10	3	浅葱市	11	9	1	230	8	0x9EC3D4	0x91ED30	0xB9CBD8
10	4	浅葱市	11	9	1	230	8	0x9EC3F0	0x91EE1C	0xB9CC24
10	5	浅葱市	11	9	1	230	8	0x9EC40C	0x91EF08	0xB9CC88
10	6	浅葱市	8	7	1	230	9	0x9EC428	0x9A4478	0xB9CCBC
11	0	湛蓝市	15	10	3	231	8	0x9EC444	0x91F058	0xB9CD48
11	1	湛蓝市	27	29	1	231	9	0x9EC460	0x91F69C	0xB9CE24
11	2	湛蓝市	22	18	2	231	8	0x9EC47C	0x91F9D8	0xB9CEB4
11	3	湛蓝市	34	22	4	231	9	0x9EC498	0x91FFD4	0xB9D124
11	4	湛蓝市	38	27	6	231	9	0x9EC4B4	0x9207FC	0xB9D2C4
11	5	湛蓝市	36	22	4	231	9	0x9EC4D0	0x920E50	0xB9D49C
11	6	湛蓝市	8	7	1	231	8	0x9EC4EC	0x9A450C	0xB9D4E8
12	0	城都基地	15	10	3	235	8	0x9EC508	0x920FA0	0xB9D574
12	1	城都基地	11	9	3	235	8	0x9EC524	0x92108C	0xB9D600
12	2	城都基地	11	9	1	235	8	0x9EC540	0x921178	0xB9D64C
12	3	城都基地	11	9	1	235	8	0x9EC55C	0x921264	0xB9D698
12	4	城都基地	11	9	1	235	8	0x9EC578	0x921350	0xB9D6E4
12	5	区域217	10	18	4	217	8	0x9EC594	0x9214DC	0xB9D718
12	6	区域217	40	44	2	217	8	0x9EC5B0	0x9222C0	0xB9D7A8
12	7	区域217	14	18	2	217	8	0x9EC5CC	0x9224DC	0xB9D854
12	8	区域217	40	23	2	217	8	0x9EC5E8	0x922C30	0xB9D8F0
12	9	区域217	40	23	2	217	8	0x9EC604	0x923384	0xB9DA4C
12	10	区域217	40	23	1	217	8	0x9EC620	0x923AD8	0xB9DB88
12	11	城都基地	30	100	5	235	8	0x9EC63C	0x9E73CC	0xB9DC84
13	0	桔梗市	45	58	2	233	8	0x9EC658	0x924F60	0xB9DD08
13	1	桔梗市	50	58	4	233	8	0x9EC674	0x92662C	0xB9DD84
13	2	桔梗市	60	50	3	233	8	0x9EC690	0x927DC0	0xB9DE10
13	3	28号道路	15	10	3	239	8	0x9EC6AC	0x927F10	0xB9DE9C
13	4	28号道路	11	9	1	239	8	0x9EC6C8	0x927FFC	0xB9DEDC
13	5	石英高原	34	40	3	97	8	0x9EC6E4	0x928AC0	0xB9DFD0
13	6	阿斯卡纳石室	11	9	1	188	8	0x9EC700	0x928BAC	0xB9E004
13	7	阿斯卡纳石室	11	9	1	188	8	0x9EC71C	0x928C98	0xB9E038
13	8	27号道路	11	9	1	238	8	0x9EC738	0x928D84	0xB9E06C
13	9	区域216	48	30	2	216	8	0x9EC754	0x9298E8	0xB9E0C0
13	10	29号道路	9	11	4	240	8	0x9EC770	0x9299D4	0xB9E154
13	11	第24岛	58	50	2	173	4	0x9EC78C	0x92B0A0	0xB9E238
13	12	区域224	45	58	4	224	8	0x9EC7A8	0x92C528	0xB9E79C
13	13	区域224	45	58	4	224	8	0x9EC7C4	0x92D9B0	0xB9EDA4
13	14	区域224	19	17	3	224	8	0x9EC7E0	0x92DC5C	0xB9EEC0
13	15	31号道路	13	9	4	242	8	0x9EC7FC	0x92DD6C	0xB9EF0C
13	16	32号道路	13	9	4	243	8	0x9EC818	0x92DE7C	0xB9EF88
13	17	36号道路	9	11	4	246	8	0x9EC834	0x92DF68	0xB9F004
13	18	区域213	30	54	10	213	1	0x9EC850	0x92EC34	0xB9F1C0
13	19	区域213	10	9	1	213	8	0x9EC86C	0x92ED0C	0xB9F23C
13	20	区域213	10	14	1	213	8	0x9EC888	0x92EE48	0xB9F270
13	21	区域213	22	34	1	213	8	0x9EC8A4	0x92F444	0xB9F2D4
13	22	区域213	10	14	1	213	8	0x9EC8C0	0x92F580	0xB9F308
13	23	区域213	10	14	2	213	8	0x9EC8DC	0x92F6BC	0xB9F46C
13	24	区域213	10	14	1	213	8	0x9EC8F8	0x92F7F8	0xB9F488
13	25	区域213	65	114	2	213	8	0x9EC914	0x933200	0xB9F7AC
