group	map	index	label	x	y	elevation	destGroup	destMap	destWarp
1	17	0	出入口1: (2,1) -> 组01 地图05 #11	2	1	0	1	5	11
1	18	0	出入口1: (4,7) -> 组01 地图06 #3	4	7	3	1	6	3
1	19	0	出入口1: (4,7) -> 组01 地图06 #4	4	7	3	1	6	4
1	20	0	出入口1: (4,7) -> 组01 地图06 #5	4	7	3	1	6	5
1	21	0	出入口1: (4,7) -> 组01 地图06 #6	4	7	3	1	6	6
1	22	0	出入口1: (4,7) -> 组01 地图06 #7	4	7	3	1	6	7
1	23	0	出入口1: (4,7) -> 组01 地图06 #8	4	7	3	1	6	8
1	24	0	出入口1: (4,7) -> 组01 地图08 #1	4	7	3	1	8	1
1	25	0	出入口1: (4,7) -> 组01 地图08 #2	4	7	3	1	8	2
1	26	0	出入口1: (4,7) -> 组01 地图08 #3	4	7	3	1	8	3
1	27	0	出入口1: (4,7) -> 组01 地图08 #4	4	7	3	1	8	4
1	28	0	出入口1: (4,7) -> 组01 地图08 #5	4	7	3	1	8	5
1	29	0	出入口1: (2,1) -> 组01 地图05 #12	2	1	0	1	5	12
1	30	0	出入口1: (5,8) -> 组03 地图23 #0	5	8	3	3	23	0
1	30	1	出入口2: (6,8) -> 组03 地图23 #0	6	8	3	3	23	0
1	30	2	出入口3: (7,8) -> 组03 地图23 #0	7	8	3	3	23	0
1	30	3	出入口4: (7,4) -> 组01 地图31 #0	7	4	3	1	31	0
1	31	0	出入口1: (4,3) -> 组01 地图30 #3	4	3	3	1	30	3
1	31	1	出入口2: (3,60) -> 组01 地图32 #3	3	60	3	1	32	3
1	32	0	出入口1: (5,8) -> 组03 地图24 #0	5	8	3	3	24	0
1	32	1	出入口2: (6,8) -> 组03 地图24 #0	6	8	3	3	24	0
1	32	2	出入口3: (7,8) -> 组03 地图24 #0	7	8	3	3	24	0
1	32	3	出入口4: (7,4) -> 组01 地图31 #1	7	4	3	1	31	1
1	33	0	出入口1: (5,8) -> 组03 地图25 #0	5	8	3	3	25	0
1	33	1	出入口2: (6,8) -> 组03 地图25 #0	6	8	3	3	25	0
1	33	2	出入口3: (7,8) -> 组03 地图25 #0	7	8	3	3	25	0
1	33	3	出入口4: (7,4) -> 组01 地图34 #1	7	4	3	1	34	1
1	34	0	出入口1: (76,3) -> 组01 地图35 #3	76	3	3	1	35	3
1	34	1	出入口2: (3,4) -> 组01 地图33 #3	3	4	3	1	33	3
1	35	0	出入口1: (5,8) -> 组03 地图26 #0	5	8	3	3	26	0
1	35	1	出入口2: (6,8) -> 组03 地图26 #0	6	8	3	3	26	0
1	35	2	出入口3: (7,8) -> 组03 地图26 #0	7	8	3	3	26	0
1	35	3	出入口4: (7,4) -> 组01 地图34 #0	7	4	3	1	34	0
1	36	0	出入口1: (6,4) -> 组01 地图37 #0	6	4	3	1	37	0
1	36	1	出入口2: (4,6) -> 组03 地图20 #3	4	6	3	3	20	3
1	36	2	出入口3: (19,22) -> 组03 地图20 #10	19	22	0	3	20	10
1	37	0	出入口1: (3,3) -> 组01 地图36 #0	3	3	3	1	36	0
1	37	1	出入口2: (82,71) -> 组01 地图38 #1	82	71	3	1	38	1
1	38	0	出入口1: (4,6) -> 组03 地图29 #0	4	6	3	3	29	0
1	38	1	出入口2: (6,4) -> 组01 地图37 #1	6	4	3	1	37	1
1	39	0	出入口1: (3,2) -> 组01 地图40 #0	3	2	3	1	40	0
1	39	1	出入口2: (11,20) -> 组03 地图42 #0	11	20	3	3	42	0
1	40	0	出入口1: (1,9) -> 组01 地图39 #0	1	9	3	1	39	0
1	40	1	出入口2: (3,3) -> 组01 地图41 #0	3	3	3	1	41	0
1	40	2	出入口3: (34,9) -> 组01 地图41 #1	34	9	3	1	41	1
1	40	3	出入口4: (38,9) -> 组01 地图41 #2	38	9	3	1	41	2
1	40	4	出入口5: (36,17) -> 组01 地图41 #3	36	17	4	1	41	3
1	40	5	出入口6: (49,13) -> 组03 地图42 #1	49	13	0	3	42	1
1	40	6	出入口7: (48,12) -> 组03 地图42 #1	48	12	3	3	42	1
1	40	7	出入口8: (47,13) -> 组03 地图42 #1	47	13	0	3	42	1
1	40	8	出入口9: (34,19) -> 组01 地图41 #4	34	19	3	1	41	4
1	41	0	出入口1: (5,2) -> 组01 地图40 #1	5	2	3	1	40	1
1	41	1	出入口2: (34,9) -> 组01 地图40 #2	34	9	3	1	40	2
1	41	2	出入口3: (37,10) -> 组01 地图40 #3	37	10	3	1	40	3
1	41	3	出入口4: (39,17) -> 组01 地图40 #4	39	17	3	1	40	4
1	41	4	出入口5: (34,18) -> 组01 地图40 #8	34	18	3	1	40	8
1	42	0	出入口1: (12,2) -> 组10 地图14 #3	12	2	3	10	14	3
1	42	1	出入口2: (17,2) -> 组01 地图43 #1	17	2	3	1	43	1
1	42	2	出入口3: (15,30) -> 组01 地图43 #2	15	30	3	1	43	2
1	42	3	出入口4: (23,25) -> 组01 地图46 #1	23	25	0	1	46	1
1	42	4	出入口5: (24,25) -> 组01 地图46 #1	24	25	0	1	46	1
1	42	5	出入口6: (25,25) -> 组01 地图46 #1	25	25	0	1	46	1
1	43	0	出入口1: (21,2) -> 组01 地图44 #0	21	2	3	1	44	0
1	43	1	出入口2: (28,2) -> 组01 地图42 #1	28	2	3	1	42	1
1	43	2	出入口3: (23,12) -> 组01 地图42 #2	23	12	3	1	42	2
1	43	3	出入口4: (28,16) -> 组01 地图46 #1	28	16	0	1	46	1
1	43	4	出入口5: (29,16) -> 组01 地图46 #1	29	16	0	1	46	1
1	44	0	出入口1: (18,2) -> 组01 地图43 #0	18	2	3	1	43	0
1	44	1	出入口2: (15,18) -> 组01 地图45 #0	15	18	3	1	45	0
1	45	0	出入口1: (11,15) -> 组01 地图44 #1	11	15	3	1	44	1
1	45	1	出入口2: (20,23) -> 组01 地图46 #1	20	23	0	1	46	1
1	45	2	出入口3: (21,23) -> 组01 地图46 #1	21	23	0	1	46	1
1	46	0	出入口1: (1,5) -> 组127 地图127 #127	1	5	3	127	127	127
1	46	1	出入口2: (2,5) -> 组127 地图127 #127	2	5	3	127	127	127
1	47	0	出入口1: (7,21) -> 组03 地图10 #0	7	21	0	3	10	0
1	47	1	出入口2: (8,20) -> 组03 地图10 #0	8	20	3	3	10	0
1	47	2	出入口3: (9,20) -> 组03 地图10 #0	9	20	3	3	10	0
1	47	3	出入口4: (31,2) -> 组01 地图48 #3	31	2	3	1	48	3
1	47	4	出入口5: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	47	5	出入口6: (35,20) -> 组02 地图60 #4	35	20	3	2	60	4
1	48	0	出入口1: (28,2) -> 组01 地图49 #0	28	2	3	1	49	0
1	48	1	出入口2: (2,6) -> 组01 地图49 #8	2	6	3	1	49	8
1	48	2	出入口3: (15,6) -> 组01 地图54 #5	15	6	3	1	54	5
1	48	3	出入口4: (30,2) -> 组01 地图47 #3	30	2	3	1	47	3
1	48	4	出入口5: (7,19) -> 组01 地图52 #1	7	19	3	1	52	1
1	48	5	出入口6: (33,19) -> 组01 地图54 #2	33	19	3	1	54	2
1	48	6	出入口7: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	49	0	出入口1: (28,2) -> 组01 地图48 #0	28	2	3	1	48	0
1	49	1	出入口2: (4,6) -> 组01 地图51 #1	4	6	3	1	51	1
1	49	2	出入口3: (13,14) -> 组01 地图53 #4	13	14	3	1	53	4
1	49	3	出入口4: (30,2) -> 组01 地图50 #2	30	2	3	1	50	2
1	49	4	出入口5: (2,14) -> 组01 地图55 #2	2	14	3	1	55	2
1	49	5	出入口6: (3,20) -> 组01 地图51 #4	3	20	3	1	51	4
1	49	6	出入口7: (29,14) -> 组01 地图49 #7	29	14	3	1	49	7
1	49	7	出入口8: (32,20) -> 组01 地图49 #6	32	20	3	1	49	6
1	49	8	出入口9: (33,5) -> 组01 地图48 #1	33	5	3	1	48	1
1	49	9	出入口10: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	50	0	出入口1: (28,2) -> 组01 地图51 #0	28	2	3	1	51	0
1	50	1	出入口2: (18,6) -> 组01 地图52 #3	18	6	3	1	52	3
1	50	2	出入口3: (30,2) -> 组01 地图49 #3	30	2	3	1	49	3
1	50	3	出入口4: (12,9) -> 组01 地图56 #1	12	9	3	1	56	1
1	50	4	出入口5: (2,20) -> 组01 地图56 #4	2	20	3	1	56	4
1	50	5	出入口6: (18,14) -> 组01 地图56 #2	18	14	3	1	56	2
1	50	6	出入口7: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	51	0	出入口1: (28,2) -> 组01 地图50 #0	28	2	3	1	50	0
1	51	1	出入口2: (15,7) -> 组01 地图49 #1	15	7	3	1	49	1
1	51	2	出入口3: (30,2) -> 组01 地图52 #2	30	2	3	1	52	2
1	51	3	出入口4: (10,20) -> 组01 地图55 #1	10	20	3	1	55	1
1	51	4	出入口5: (2,20) -> 组01 地图49 #5	2	20	3	1	49	5
1	51	5	出入口6: (33,5) -> 组01 地图53 #2	33	5	3	1	53	2
1	51	6	出入口7: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	52	0	出入口1: (14,2) -> 组01 地图53 #0	14	2	3	1	53	0
1	52	1	出入口2: (29,5) -> 组01 地图48 #4	29	5	3	1	48	4
1	52	2	出入口3: (26,2) -> 组01 地图51 #2	26	2	3	1	51	2
1	52	3	出入口4: (2,6) -> 组01 地图50 #1	2	6	3	1	50	1
1	52	4	出入口5: (20,3) -> 组01 地图58 #0	20	3	0	1	58	0
1	53	0	出入口1: (19,2) -> 组01 地图52 #0	19	2	3	1	52	0
1	53	1	出入口2: (5,8) -> 组01 地图57 #1	5	8	3	1	57	1
1	53	2	出入口3: (25,17) -> 组01 地图51 #5	25	17	3	1	51	5
1	53	3	出入口4: (27,2) -> 组01 地图54 #3	27	2	3	1	54	3
1	53	4	出入口5: (5,4) -> 组01 地图49 #2	5	4	3	1	49	2
1	53	5	出入口6: (23,3) -> 组01 地图58 #0	23	3	0	1	58	0
1	54	0	出入口1: (16,2) -> 组01 地图55 #0	16	2	3	1	55	0
1	54	1	出入口2: (11,10) -> 组01 地图54 #4	11	10	3	1	54	4
1	54	2	出入口3: (10,6) -> 组01 地图48 #5	10	6	3	1	48	5
1	54	3	出入口4: (28,2) -> 组01 地图53 #3	28	2	3	1	53	3
1	54	4	出入口5: (2,12) -> 组01 地图54 #1	2	12	3	1	54	1
1	54	5	出入口6: (2,17) -> 组01 地图48 #2	2	17	3	1	48	2
1	54	6	出入口7: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	55	0	出入口1: (16,2) -> 组01 地图54 #0	16	2	0	1	54	0
1	55	1	出入口2: (22,18) -> 组01 地图51 #3	22	18	3	1	51	3
1	55	2	出入口3: (9,4) -> 组01 地图49 #4	9	4	3	1	49	4
1	55	3	出入口4: (18,2) -> 组01 地图56 #3	18	2	3	1	56	3
1	55	4	出入口5: (24,3) -> 组01 地图58 #0	24	3	0	1	58	0
1	56	0	出入口1: (6,2) -> 组01 地图57 #0	6	2	3	1	57	0
1	56	1	出入口2: (10,14) -> 组01 地图50 #3	10	14	3	1	50	3
1	56	2	出入口3: (14,9) -> 组01 地图50 #5	14	9	3	1	50	5
1	56	3	出入口4: (8,2) -> 组01 地图55 #3	8	2	3	1	55	3
1	56	4	出入口5: (14,17) -> 组01 地图50 #4	14	17	3	1	50	4
1	56	5	出入口6: (13,3) -> 组01 地图58 #0	13	3	0	1	58	0
1	57	0	出入口1: (7,2) -> 组01 地图56 #0	7	2	3	1	56	0
1	57	1	出入口2: (2,5) -> 组01 地图53 #1	2	5	3	1	53	1
1	57	2	出入口3: (13,3) -> 组01 地图58 #0	13	3	0	1	58	0
1	58	0	出入口1: (2,5) -> 组127 地图127 #127	2	5	3	127	127	127
1	59	0	出入口1: (7,33) -> 组03 地图08 #0	7	33	3	3	8	0
1	59	1	出入口2: (8,33) -> 组03 地图08 #0	8	33	3	3	8	0
1	59	2	出入口3: (9,33) -> 组03 地图08 #0	9	33	3	3	8	0
1	59	3	出入口4: (10,13) -> 组01 地图60 #2	10	13	3	1	60	2
1	59	4	出入口5: (25,27) -> 组01 地图62 #0	25	27	3	1	62	0
1	59	5	出入口6: (34,33) -> 组03 地图08 #0	34	33	3	3	8	0
1	59	6	出入口7: (35,34) -> 组03 地图08 #0	35	34	0	3	8	0
1	59	7	出入口8: (19,22) -> 组01 地图61 #3	19	22	3	1	61	3
1	59	8	出入口9: (20,22) -> 组01 地图61 #4	20	22	3	1	61	4
1	59	9	出入口10: (8,21) -> 组01 地图60 #2	8	21	0	1	60	2
1	60	0	出入口1: (9,3) -> 组01 地图61 #0	9	3	3	1	61	0
1	60	1	出入口2: (34,22) -> 组01 地图61 #1	34	22	3	1	61	1
1	60	2	出入口3: (6,14) -> 组01 地图59 #3	6	14	3	1	59	3
1	60	3	出入口4: (9,14) -> 组01 地图61 #2	9	14	3	1	61	2
1	60	4	出入口5: (27,17) -> 组01 地图61 #5	27	17	3	1	61	5
1	61	0	出入口1: (8,3) -> 组01 地图60 #0	8	3	3	1	60	0
1	61	1	出入口2: (34,18) -> 组01 地图60 #1	34	18	3	1	60	1
1	61	2	出入口3: (11,11) -> 组01 地图60 #3	11	11	3	1	60	3
1	61	3	出入口4: (18,18) -> 组01 地图59 #7	18	18	3	1	59	7
1	61	4	出入口5: (19,18) -> 组01 地图59 #8	19	18	3	1	59	8
1	61	5	出入口6: (23,18) -> 组01 地图60 #4	23	18	3	1	60	4
1	61	6	出入口7: (20,18) -> 组01 地图59 #8	20	18	3	1	59	8
1	61	7	出入口8: (24,18) -> 组01 地图60 #4	24	18	3	1	60	4
1	61	8	出入口9: (34,3) -> 组02 地图62 #0	34	3	0	2	62	0
1	61	9	出入口10: (2,0) -> 组00 地图00 #0	2	0	0	0	0	0
1	62	0	出入口1: (34,29) -> 组01 地图59 #4	34	29	3	1	59	4
1	63	0	出入口1: (25,30) -> 组11 地图00 #0	25	30	3	11	0	0
1	63	1	出入口2: (26,30) -> 组11 地图00 #0	26	30	3	11	0	0
1	63	2	出入口3: (27,30) -> 组11 地图00 #0	27	30	3	11	0	0
1	63	3	出入口4: (25,5) -> 组01 地图65 #9	25	5	3	1	65	9
1	63	4	出入口5: (26,5) -> 组01 地图65 #10	26	5	3	1	65	10
1	63	5	出入口6: (27,5) -> 组01 地图65 #11	27	5	0	1	65	11
1	63	6	出入口7: (8,17) -> 组01 地图66 #6	8	17	3	1	66	6
1	63	7	出入口8: (8,18) -> 组01 地图66 #7	8	18	3	1	66	7
1	63	8	出入口9: (8,19) -> 组01 地图66 #8	8	19	0	1	66	8
1	63	9	出入口10: (43,15) -> 组01 地图64 #3	43	15	3	1	64	3
1	63	10	出入口11: (43,16) -> 组01 地图64 #4	43	16	3	1	64	4
1	63	11	出入口12: (43,17) -> 组01 地图64 #5	43	17	0	1	64	5
1	63	12	出入口13: (29,25) -> 组01 地图67 #1	29	25	0	1	67	1
1	64	0	出入口1: (8,9) -> 组01 地图65 #6	8	9	3	1	65	6
1	64	1	出入口2: (8,10) -> 组01 地图65 #7	8	10	3	1	65	7
1	64	2	出入口3: (8,11) -> 组01 地图65 #8	8	11	0	1	65	8
1	64	3	出入口4: (8,26) -> 组01 地图63 #9	8	26	3	1	63	9
1	64	4	出入口5: (8,27) -> 组01 地图63 #10	8	27	3	1	63	10
1	64	5	出入口6: (8,28) -> 组01 地图63 #11	8	28	0	1	63	11
1	64	6	出入口7: (40,14) -> 组01 地图68 #1	40	14	0	1	68	1
1	65	0	出入口1: (10,34) -> 组01 地图66 #0	10	34	3	1	66	0
1	65	1	出入口2: (11,34) -> 组01 地图66 #1	11	34	3	1	66	1
1	65	2	出入口3: (12,34) -> 组01 地图66 #2	12	34	0	1	66	2
1	65	3	出入口4: (20,34) -> 组01 地图66 #3	20	34	3	1	66	3
1	65	4	出入口5: (21,34) -> 组01 地图66 #4	21	34	3	1	66	4
1	65	5	出入口6: (22,34) -> 组01 地图66 #5	22	34	0	1	66	5
1	65	6	出入口7: (48,31) -> 组01 地图64 #0	48	31	3	1	64	0
1	65	7	出入口8: (48,32) -> 组01 地图64 #1	48	32	3	1	64	1
1	65	8	出入口9: (48,33) -> 组01 地图64 #2	48	33	0	1	64	2
1	65	9	出入口10: (30,34) -> 组01 地图63 #3	30	34	3	1	63	3
1	65	10	出入口11: (31,34) -> 组01 地图63 #4	31	34	3	1	63	4
1	65	11	出入口12: (32,34) -> 组01 地图63 #5	32	34	0	1	63	5
1	65	12	出入口13: (43,8) -> 组01 地图69 #1	43	8	0	1	69	1
1	66	0	出入口1: (30,5) -> 组01 地图65 #0	30	5	3	1	65	0
1	66	1	出入口2: (31,5) -> 组01 地图65 #1	31	5	3	1	65	1
1	66	2	出入口3: (32,5) -> 组01 地图65 #2	32	5	0	1	65	2
1	66	3	出入口4: (37,5) -> 组01 地图65 #3	37	5	3	1	65	3
1	66	4	出入口5: (38,5) -> 组01 地图65 #4	38	5	3	1	65	4
1	66	5	出入口6: (9,28) -> 组02 地图64 #7	9	28	0	2	64	7
1	66	6	出入口7: (40,26) -> 组01 地图63 #6	40	26	3	1	63	6
1	66	7	出入口8: (40,27) -> 组01 地图63 #7	40	27	3	1	63	7
1	66	8	出入口9: (9,27) -> 组02 地图64 #6	9	27	0	2	64	6
1	66	9	出入口10: (12,7) -> 组01 地图71 #1	12	7	0	1	71	1
1	66	10	出入口11: (19,18) -> 组01 地图70 #1	19	18	0	1	70	1
1	67	0	出入口1: (3,9) -> 组01 地图63 #12	3	9	3	1	63	12
1	67	1	出入口2: (4,9) -> 组01 地图63 #12	4	9	3	1	63	12
1	67	2	出入口3: (5,9) -> 组01 地图63 #12	5	9	3	1	63	12
1	68	0	出入口1: (3,9) -> 组01 地图64 #6	3	9	3	1	64	6
1	68	1	出入口2: (4,9) -> 组01 地图64 #6	4	9	3	1	64	6
1	68	2	出入口3: (5,9) -> 组01 地图64 #6	5	9	3	1	64	6
1	69	0	出入口1: (3,9) -> 组01 地图65 #12	3	9	3	1	65	12
1	69	1	出入口2: (4,9) -> 组01 地图65 #12	4	9	3	1	65	12
1	69	2	出入口3: (5,9) -> 组01 地图65 #12	5	9	3	1	65	12
1	70	0	出入口1: (3,9) -> 组01 地图66 #10	3	9	3	1	66	10
1	70	1	出入口2: (4,9) -> 组01 地图66 #10	4	9	3	1	66	10
1	70	2	出入口3: (5,9) -> 组01 地图66 #10	5	9	3	1	66	10
1	71	0	出入口1: (3,9) -> 组01 地图66 #9	3	9	3	1	66	9
1	71	1	出入口2: (4,9) -> 组01 地图66 #9	4	9	3	1	66	9
1	71	2	出入口3: (5,9) -> 组01 地图66 #9	5	9	3	1	66	9
1	72	0	出入口1: (33,21) -> 组03 地图03 #7	33	21	3	3	3	7
1	72	1	出入口2: (34,2) -> 组01 地图73 #0	34	2	3	1	73	0
1	72	2	出入口3: (1,7) -> 组01 地图74 #0	1	7	3	1	74	0
1	72	3	出入口4: (10,2) -> 组01 地图73 #1	10	2	3	1	73	1
1	72	4	出入口5: (5,15) -> 组01 地图73 #2	5	15	3	1	73	2
1	72	5	出入口6: (30,10) -> 组01 地图73 #3	30	10	4	1	73	3
1	72	6	出入口7: (24,11) -> 组01 地图73 #4	24	11	3	1	73	4
1	72	7	出入口8: (2,4) -> 组01 地图73 #5	2	4	3	1	73	5
1	73	0	出入口1: (33,4) -> 组01 地图72 #1	33	4	3	1	72	1
1	73	1	出入口2: (13,4) -> 组01 地图72 #3	13	4	3	1	72	3
1	73	2	出入口3: (7,14) -> 组01 地图72 #4	7	14	3	1	72	4
1	73	3	出入口4: (26,9) -> 组01 地图72 #5	26	9	3	1	72	5
1	73	4	出入口5: (23,10) -> 组01 地图72 #6	23	10	3	1	72	6
1	73	5	出入口6: (5,6) -> 组01 地图72 #7	5	6	3	1	72	7
1	74	0	出入口1: (5,7) -> 组01 地图72 #2	5	7	3	1	72	2
1	75	0	出入口1: (6,12) -> 组13 地图00 #1	6	12	0	13	0	1
1	75	1	出入口2: (6,2) -> 组01 地图76 #0	6	2	0	1	76	0
1	76	0	出入口1: (6,12) -> 组01 地图75 #1	6	12	0	1	75	1
1	76	1	出入口2: (6,2) -> 组01 地图77 #0	6	2	0	1	77	0
1	77	0	出入口1: (6,12) -> 组01 地图76 #1	6	12	0	1	76	1
1	77	1	出入口2: (6,2) -> 组01 地图78 #0	6	2	0	1	78	0
1	78	0	出入口1: (23,13) -> 组01 地图77 #1	23	13	3	1	77	1
1	78	1	出入口2: (6,5) -> 组01 地图79 #0	6	5	0	1	79	0
1	79	0	出入口1: (6,19) -> 组01 地图78 #1	6	19	3	1	78	1
1	79	1	出入口2: (6,2) -> 组01 地图80 #0	6	2	3	1	80	0
1	80	0	出入口1: (5,12) -> 组01 地图79 #1	5	12	3	1	79	1
1	81	0	出入口1: (17,2) -> 组03 地图28 #0	17	2	3	3	28	0
1	81	1	出入口2: (45,2) -> 组01 地图82 #0	45	2	3	1	82	0
1	81	2	出入口3: (4,2) -> 组01 地图82 #1	4	2	3	1	82	1
1	81	3	出入口4: (20,13) -> 组01 地图82 #2	20	13	3	1	82	2
1	81	4	出入口5: (45,21) -> 组01 地图82 #3	45	21	3	1	82	3
