49	1	0	90	20	0	0	0	18	1	100	130
50	0	0	100	20	0	0	0	22	2	0	86
51	40	3	100	30	10	8	0	18	1	100	72
52	40	10	100	25	10	0	0	18	1	100	4
53	90	10	100	15	10	0	0	18	1	175	4
54	0	15	0	30	0	16	0	8	2	0	46
55	40	11	100	25	0	0	0	18	1	100	0
56	110	11	80	5	0	0	0	18	1	190	0
57	90	11	100	15	0	32	0	18	1	175	0
58	90	15	100	10	10	0	0	18	1	175	5
59	110	15	70	5	10	8	0	18	1	190	5
60	65	14	100	20	10	0	0	18	1	120	76
61	65	11	100	20	10	0	0	18	1	120	70
62	65	15	100	20	10	0	0	18	1	120	68
63	150	0	100	5	0	0	0	18	1	200	80
64	35	2	100	35	0	0	0	19	0	100	0
65	80	2	100	20	0	0	0	19	0	160	43
66	80	1	100	20	0	0	0	19	0	160	48
67	1	1	100	20	0	0	0	19	0	160	0
68	1	1	100	20	0	1	-5	3	0	100	89
69	1	1	100	20	0	0	0	19	0	100	87
70	80	0	100	15	0	0	0	19	0	160	0
71	25	12	100	25	0	0	0	82	1	100	3
72	60	12	100	15	0	0	0	82	1	120	3
73	0	12	90	10	0	0	0	22	2	0	84
74	0	0	0	20	0	16	0	8	2	0	13
75	55	12	100	25	0	8	0	18	0	100	43
76	120	12	100	10	0	0	0	18	1	190	151
77	0	3	75	35	0	0	0	22	2	0	66
78	0	12	75	30	0	0	0	22	2	0	67
79	0	12	75	15	0	0	0	22	2	0	1
80	120	12	100	10	100	4	0	19	1	190	27
81	0	6	95	40	0	8	0	22	2	0	60
82	1	16	100	10	0	0	0	18	1	100	41
83	35	10	85	15	100	0	0	18	1	100	42
84	40	13	100	30	10	0	0	18	1	100	6
85	90	13	100	15	10	0	0	18	1	175	6
86	0	13	90	20	0	0	0	22	2	0	67
87	110	13	70	10	30	0	0	18	1	190	152
88	50	5	100	15	0	0	0	18	0	100	0
89	100	4	100	10	0	32	0	18	0	180	0
90	100	14	100	5	0	0	0	19	1	180	143
91	80	4	100	10	0	0	0	19	0	160	155
92	0	3	90	10	0	0	0	22	2	0	33
93	50	14	100	25	10	0	0	18	1	100	76
94	90	14	100	10	10	0	0	18	1	175	72
95	0	14	60	20	0	0	0	22	2	0	1
96	0	14	0	40	0	16	0	8	2	0	10
97	0	14	0	30	0	16	0	8	2	0	52
98	40	0	100	30	0	0	1	19	0	100	103
99	20	0	100	20	100	0	0	19	0	100	81
100	0	14	0	20	0	16	-6	0	2	0	153
101	1	7	100	15	0	0	0	18	1	100	87
102	0	0	0	10	0	0	0	2	2	0	82
103	0	0	85	40	0	0	0	22	2	0	59
104	0	0	0	15	0	16	0	8	2	0	16
105	0	0	0	5	0	16	0	72	2	0	32
106	0	0	0	30	0	16	0	8	2	0	11
107	0	0	0	10	0	16	0	8	2	0	16
108	0	0	100	10	0	0	0	22	2	0	18
109	0	7	100	10	0	0	0	22	2	0	49
110	0	11	0	40	0	16	0	8	2	0	11
111	0	0	0	40	0	16	0	8	2	0	156
112	0	14	0	20	0	16	0	8	2	0	51
113	0	14	0	30	0	16	0	8	2	0	35
114	0	15	0	5	0	16	0	0	2	0	25
115	0	14	0	20	0	16	0	8	2	0	65
116	0	0	0	30	0	16	0	8	2	0	47
117	1	0	0	10	0	16	1	3	0	100	26
118	0	0	0	30	0	1	0	0	2	0	83
119	0	2	0	20	0	0	0	0	2	0	9
120	100	0	100	5	0	32	0	18	0	200	7
121	100	0	75	10	0	0	0	18	0	180	0
122	30	7	100	30	30	0	0	19	0	100	6
123	30	3	70	20	40	0	0	18	1	100	2
124	65	3	100	20	30	0	0	18	1	120	2
125	65	4	85	20	10	0	0	18	0	120	31
126	110	10	85	5	10	0	0	18	1	190	4
127	80	11	100	15	20	0	0	19	0	160	31
128	35	11	85	15	100	0	0	19	0	100	42
129	60	0	0	20	0	8	0	18	1	120	17
130	130	0	100	10	0	0	0	19	0	195	145
131	20	0	100	15	0	0	0	18	0	100	29
132	10	0	100	35	10	0	0	19	0	100	70
133	0	14	0	20	0	16	0	8	2	0	54
134	0	14	80	15	0	0	0	22	2	0	23
135	0	0	0	5	0	16	0	72	2	0	32
136	130	1	90	10	0	0	0	19	0	195	45
137	0	0	100	30	0	0	0	22	2	0	67
138	100	14	100	15	0	0	0	82	1	180	8
139	0	3	90	40	0	8	0	22	2	0	66
140	15	0	85	20	0	0	0	18	0	100	29
141	80	6	100	15	0	0	0	83	0	160	3
142	0	0	85	10	0	0	0	22	2	0	1
143	140	2	90	5	30	0	0	18	0	200	75
144	0	0	0	10	0	0	0	0	2	0	57
145	40	11	100	30	10	8	0	18	1	100	70
146	70	0	100	10	20	0	0	19	0	140	76
147	0	12	100	15	0	0	0	22	2	0	1
148	60	13	100	10	50	0	0	18	1	0	68
149	1	14	100	15	0	0	0	18	1	100	88
150	0	0	0	40	0	16	0	0	2	0	85
151	0	3	0	20	0	16	0	8	2	0	51
152	100	11	90	10	0	0	0	19	0	180	43
153	150	0	100	5	0	32	0	18	0	200	7
154	18	0	100	15	0	0	0	19	0	100	29
155	50	4	100	10	0	0	0	18	0	100	44
156	0	14	0	5	0	16	0	72	2	0	37
157	75	5	100	10	20	8	0	18	0	140	31
158	80	0	100	15	10	0	0	19	0	160	31
159	0	0	0	30	0	16	0	8	2	0	10
160	100	17	100	5	40	0	0	18	1	180	224
161	90	0	100	10	20	0	0	18	1	175	36
162	1	0	90	10	0	0	0	19	0	100	40
163	70	0	100	20	0	0	0	19	0	140	43
164	0	0	0	10	0	16	0	8	2	0	79
165	50	9	0	1	0	4	0	3	0	1	48
166	0	0	0	1	0	0	0	0	2	0	95
167	20	1	90	10	0	0	0	19	0	100	104
168	60	17	100	25	100	0	0	19	0	120	105
169	0	6	0	10	0	0	0	22	2	0	106
170	0	0	0	5	0	0	0	18	2	0	94
171	0	7	100	15	0	0	0	18	2	0	107
172	60	10	100	25	10	0	0	19	0	120	4
173	50	0	100	15	30	0	0	18	1	100	92
174	0	7	0	10	0	0	0	0	2	0	109
175	1	0	100	15	0	0	0	19	0	160	99
176	0	0	0	30	0	0	0	0	2	0	93
177	100	2	100	5	0	0	0	18	1	180	43
178	0	12	100	40	0	8	0	22	2	0	60
179	1	1	100	15	0	0	0	19	0	160	99
180	0	7	100	10	0	0	0	22	2	0	100
181	40	15	100	25	10	8	0	18	1	100	5
182	0	0	0	10	0	16	4	0	2	0	111
183	40	1	100	30	0	0	1	19	0	100	103
184	0	0	100	10	0	0	0	22	2	0	60
185	60	17	0	20	0	0	0	19	0	120	17
186	0	23	75	10	0	0	0	22	2	0	49
187	0	0	0	10	0	16	0	8	2	0	142
188	90	3	100	10	30	0	0	18	1	175	2
189	40	4	100	10	0	0	0	18	1	100	0
190	80	11	100	10	100	0	0	18	1	120	70
191	0	4	0	20	0	64	0	4	2	0	112
192	120	13	50	5	100	0	0	18	1	190	6
193	0	0	0	40	0	0	0	22	2	0	113
194	0	7	0	5	0	16	0	0	2	0	98
195	0	0	0	5	0	16	0	0	2	0	114
196	55	15	100	15	100	8	0	18	1	100	70
197	0	1	0	5	0	16	4	0	2	0	111
198	25	4	100	10	0	0	0	18	0	100	29
199	0	0	0	5	0	0	0	18	2	0	94
200	120	16	100	10	100	4	0	19	0	190	27
201	0	5	0	10	0	16	0	0	2	0	115
202	75	12	100	10	0	0	0	82	1	140	3
203	0	0	0	10	0	16	4	0	2	0	111
204	0	23	100	5	0	0	0	22	2	0	58
205	30	5	90	20	0	0	0	19	0	100	117
206	40	0	100	40	0	0	0	19	0	100	101
207	0	0	90	15	100	0	0	22	2	0	118
208	0	0	0	5	0	16	0	72	2	0	32
209	65	13	100	20	30	0	0	19	0	120	6
210	40	6	95	20	0	0	0	19	0	100	119
211	70	8	100	25	10	0	0	19	0	140	138
212	0	0	0	5	0	0	0	20	2	0	106
213	0	0	100	15	0	0	0	22	2	0	120
214	0	0	0	10	0	1	0	0	2	0	97
215	0	0	0	5	0	16	0	8	2	0	102
216	1	0	100	20	0	0	0	19	0	160	0
217	1	0	90	15	0	0	0	18	0	100	122
218	1	0	100	20	0	0	0	19	0	160	0
219	0	0	0	25	0	16	0	8	2	0	124
220	1	0	0	20	0	0	0	18	2	0	91
221	100	10	95	5	50	0	0	18	0	180	4
222	1	4	100	30	0	32	0	18	0	140	126
223	100	1	50	5	100	0	0	19	0	180	76
224	120	6	85	10	0	0	0	19	0	190	0
225	60	16	100	20	30	0	0	18	1	120	6
226	0	0	0	40	0	16	0	0	2	0	127
227	0	0	100	5	0	0	0	22	2	0	90
228	40	17	100	20	0	0	0	19	0	100	128
229	50	0	100	40	0	0	0	19	0	100	129
230	0	0	100	20	0	8	0	22	2	0	64
231	100	8	75	15	30	0	0	19	0	180	69
232	50	8	100	35	10	0	0	19	0	100	139
233	70	1	0	10	0	0	-1	19	0	140	17
234	0	0	0	5	0	16	0	72	2	0	132
235	0	12	0	5	0	16	0	72	2	0	132
236	0	23	0	5	0	16	0	72	2	0	132
237	60	0	100	15	0	0	0	18	1	120	0
238	100	1	80	5	0	0	0	19	0	180	43
239	40	16	100	20	20	8	0	18	1	100	146
240	0	11	0	5	0	16	0	0	2	0	136
241	0	10	0	5	0	16	0	0	2	0	137
242	80	17	100	15	20	0	0	19	0	160	69
243	1	14	100	20	0	1	-5	2	1	100	144
244	0	0	0	10	0	0	0	0	2	0	143
245	80	0	100	5	0	0	2	19	0	160	103
246	60	5	100	5	10	0	0	18	1	120	140
247	80	7	100	15	20	0	0	18	1	160	72
248	120	14	100	10	0	0	0	0	1	190	148
249	60	1	100	15	50	0	0	19	0	100	69
250	35	11	85	15	100	0	0	18	1	100	42
251	25	17	100	10	0	0	0	18	0	100	29
252	40	0	100	5	0	0	3	19	0	100	158
253	90	0	100	10	100	4	0	18	1	175	159
254	0	0	0	20	0	16	0	8	2	0	160
255	1	0	100	10	0	0	0	2	1	100	161
256	0	0	0	10	0	16	0	72	2	0	162
257	95	10	90	10	10	8	0	18	1	180	4
258	0	15	0	10	0	16	0	0	2	0	164
259	0	17	100	15	0	0	0	22	2	0	165
260	0	17	100	15	0	0	0	22	2	0	166
261	0	10	85	15	0	0	0	22	2	0	167
262	0	17	100	10	0	0	0	18	2	0	168
263	70	0	100	20	0	0	0	19	0	140	0
264	150	1	100	20	0	0	-3	3	0	200	170
265	70	1	100	10	0	0	0	19	0	140	171
266	0	0	0	20	0	16	2	0	2	0	172
267	0	0	0	20	0	0	0	0	2	0	173
268	0	13	0	20	0	16	0	8	2	0	174
269	0	17	100	20	0	0	0	22	2	0	175
270	0	0	0	20	0	16	5	0	2	0	176
271	0	14	100	10	0	0	0	18	2	0	177
272	0	14	0	10	0	0	0	0	2	0	178
273	0	0	0	10	0	16	0	72	2	0	179
274	0	0	0	20	0	1	0	0	2	0	180
275	0	12	0	20	0	16	0	8	2	0	181
276	120	1	100	5	0	0	0	19	0	190	182
277	0	14	0	15	0	1	4	0	2	0	183
278	0	0	0	10	0	16	0	8	2	0	184
279	60	1	100	10	0	0	-4	19	0	120	0
280	75	1	100	15	100	0	0	19	0	140	186
281	0	0	0	10	0	0	0	22	2	0	187
282	65	17	100	20	100	0	0	19	0	120	188
283	1	0	100	5	0	0	0	19	0	160	189
284	150	10	100	5	0	8	0	18	1	200	0
285	0	14	0	10	0	0	0	18	2	0	191
286	0	14	0	10	0	16	0	8	2	0	192
287	0	0	0	20	0	16	0	8	2	0	193
288	0	7	0	5	0	16	0	0	2	0	194
289	0	17	0	10	0	1	4	0	2	0	195
290	70	0	100	20	30	0	0	18	0	140	197
291	80	11	100	10	0	0	0	19	0	160	155
292	25	1	100	20	0	0	0	19	0	100	29
293	0	0	0	20	0	16	0	8	2	0	240
294	0	6	0	20	0	16	0	8	2	0	53
295	95	14	100	10	50	0	0	18	1	160	72
296	95	14	100	10	50	0	0	18	1	175	71
297	0	2	100	5	0	0	0	22	2	0	58
298	0	0	100	20	0	32	0	18	2	0	49
299	85	10	100	10	10	0	0	19	0	160	4
300	0	4	0	15	0	16	0	0	2	0	201
301	30	15	90	20	0	0	0	19	0	100	117
302	95	12	100	15	30	0	0	19	0	120	31
303	0	0	0	5	0	16	0	72	2	0	32
304	90	0	100	10	0	8	0	18	1	175	0
305	75	3	100	15	50	0	0	19	0	140	209
306	75	0	100	10	50	0	0	19	0	140	69
307	160	10	100	4	60	0	0	18	1	200	80
308	160	11	100	4	60	0	0	18	1	200	80
309	90	8	90	10	20	0	0	19	0	180	139
310	30	7	100	15	30	0	0	19	0	100	31
311	50	0	100	10	0	0	0	18	1	160	0
312	0	12	0	5	0	16	0	8	2	0	102
313	0	17	100	20	0	0	0	22	2	0	62
314	60	2	100	25	0	8	0	18	1	120	43
315	130	10	100	5	100	0	0	18	1	200	204
316	0	0	0	40	0	0	0	22	2	0	113
317	60	5	100	15	100	0	0	18	0	120	70
318	60	6	100	5	10	0	0	18	1	120	140
319	0	8	85	40	0	0	0	22	2	0	62
320	0	12	55	15	0	0	0	22	2	0	1
321	0	0	100	20	0	0	0	22	2	0	205
322	0	14	0	20	0	16	0	8	2	0	206
323	150	11	100	5	0	8	0	18	1	200	0
324	75	6	100	15	10	0	0	18	1	140	76
325	80	7	0	20	0	0	0	19	0	140	17
326	80	14	100	20	10	0	0	18	1	160	31
327	85	1	100	15	0	0	0	19	0	160	0
328	35	4	85	15	100	0	0	18	0	100	42
329	1	15	30	5	0	0	0	18	1	180	0
330	95	11	85	10	40	8	0	18	1	175	68
331	25	12	100	30	0	0	0	18	0	100	29
332	60	2	0	20	0	0	0	19	0	120	17
333	25	15	100	30	0	0	0	18	0	100	29
334	0	8	0	15	0	16	0	8	2	0	51
335	0	0	0	5	0	0	0	20	2	0	106
336	0	0	0	40	0	16	0	8	2	0	10
337	80	16	100	15	0	0	0	19	0	160	0
338	160	12	100	4	80	0	0	18	1	200	80
339	0	1	0	20	0	16	0	8	2	0	208
340	85	2	85	5	30	0	0	19	0	160	155
341	55	4	100	15	100	0	0	18	1	100	70
342	60	3	100	25	10	0	0	19	0	100	2
343	60	23	100	25	100	0	0	19	0	120	105
344	120	13	100	15	10	0	0	19	0	190	6
345	60	12	0	20	0	0	0	18	1	120	17
346	0	11	0	15	0	16	0	0	2	0	210
347	0	14	0	20	0	16	0	8	2	0	211
348	90	12	100	15	0	0	0	19	0	175	43
349	0	16	0	20	0	16	0	8	2	0	212
350	25	5	100	10	0	0	0	18	0	140	29
351	60	13	0	20	0	0	0	18	1	120	17
352	60	11	100	20	20	0	0	18	1	120	76
353	140	8	100	5	0	0	0	0	1	200	148
354	140	14	100	5	100	0	0	18	1	200	204
355	80	6	100	10	0	0	0	83	0	160	3
356	75	2	100	15	30	0	0	18	1	140	31
357	40	11	100	20	0	0	1	19	0	100	103
358	90	11	100	10	0	0	0	19	0	175	0
359	80	1	0	20	0	0	0	18	1	175	17
360	60	15	100	10	0	0	-4	19	0	120	0
361	120	2	100	15	0	0	0	19	0	190	48
362	90	6	100	10	10	0	0	18	1	175	72
363	40	8	100	30	0	0	1	19	0	100	103
364	50	13	100	10	100	0	0	18	1	100	110
365	120	1	100	5	0	0	0	19	0	190	182
366	70	3	100	20	10	0	0	19	0	140	209
367	80	17	100	15	20	0	0	18	1	160	31
368	80	13	100	15	30	32	0	18	1	160	6
369	130	16	100	5	0	0	0	18	1	200	204
370	85	16	100	10	0	0	0	18	1	175	0
371	75	1	100	10	0	0	0	83	0	140	3
372	90	4	100	10	10	0	0	18	1	175	72
373	90	12	100	10	10	0	0	18	1	175	72
374	120	1	70	5	10	0	0	18	1	190	72
375	60	1	100	10	30	0	0	19	0	120	6
376	150	0	100	5	0	0	0	19	0	200	80
377	1	12	100	20	0	0	0	19	1	160	0
378	120	3	80	5	30	0	0	18	0	190	2
379	100	1	100	10	0	0	0	19	0	180	182
380	150	5	85	5	0	0	0	19	0	200	48
381	40	15	100	30	0	0	1	18	0	100	103
382	80	8	100	15	30	0	0	19	0	160	31
383	80	10	100	15	30	32	0	18	1	160	4
384	60	8	0	20	0	0	0	18	0	120	17
385	65	4	100	10	0	0	0	18	1	120	0
386	0	17	0	20	0	16	0	8	2	0	53
387	70	17	100	15	0	0	0	19	0	140	43
388	60	7	100	5	10	0	0	18	1	120	140
389	80	5	100	20	0	0	0	18	1	160	0
390	120	12	90	10	0	0	0	19	0	190	0
391	70	14	100	20	0	0	0	18	0	140	43
392	90	0	85	20	20	0	0	19	0	175	76
393	0	5	0	20	0	16	0	8	2	0	52
394	150	5	100	5	0	0	0	18	0	200	80
395	0	2	0	5	0	16	0	72	2	0	32
396	80	12	100	15	0	0	0	18	0	160	0
397	80	7	100	15	0	0	0	19	0	140	43
398	40	7	100	30	0	0	1	19	0	100	103
399	40	1	100	30	0	0	1	18	1	100	103
400	80	6	100	15	0	0	0	19	0	160	0
401	80	14	100	15	20	0	0	19	0	160	31
402	0	17	100	10	0	0	0	18	2	0	177
403	80	4	100	10	0	0	0	19	0	160	43
404	60	4	100	20	100	32	0	18	0	120	70
405	55	13	100	15	100	8	0	18	1	100	70
406	50	10	100	20	100	0	0	19	0	100	96
407	60	15	100	10	30	0	0	18	1	120	5
408	60	14	100	25	30	0	0	19	0	120	31
409	0	17	0	15	0	16	0	8	2	0	10
410	75	12	100	10	0	0	0	83	0	140	3
411	0	3	0	20	0	16	0	8	2	0	208
412	110	2	70	10	30	0	0	18	1	190	152
413	85	15	100	10	30	0	0	18	0	160	31
414	0	0	0	30	0	16	0	8	2	0	13
415	0	6	0	20	0	16	0	8	2	0	211
416	65	12	100	10	0	0	0	18	1	120	0
417	60	1	100	20	100	0	0	19	0	120	70
418	55	17	100	15	100	8	0	18	1	100	71
419	50	6	100	20	100	8	0	18	1	100	71
420	65	6	100	20	0	0	0	19	0	120	31
421	60	1	100	10	0	0	0	19	0	120	0
422	65	3	100	10	0	0	0	18	1	120	0
423	90	13	100	15	0	0	0	19	0	175	48
424	80	3	100	20	30	0	0	19	0	160	2
425	40	3	100	20	100	0	0	18	1	100	72
426	80	10	100	10	50	0	0	18	1	160	110
427	50	3	0	15	0	0	0	18	1	100	222
428	130	12	100	5	0	0	0	18	1	200	204
429	100	5	90	5	0	0	0	18	0	180	43
430	50	17	100	10	0	0	0	19	0	100	0
431	65	10	100	15	10	0	0	19	0	120	31
432	65	15	100	15	10	0	0	19	0	120	31
433	65	13	100	15	10	0	0	19	0	120	31
434	120	10	100	15	10	0	0	19	0	190	4
435	120	10	50	5	100	0	0	18	1	180	4
436	65	7	100	10	0	0	0	18	1	160	0
437	40	16	100	15	0	0	0	19	0	100	44
438	35	0	100	10	0	0	0	19	0	100	44
439	0	12	0	10	0	16	0	8	2	0	51
440	55	2	100	15	0	0	0	19	0	100	0
441	70	10	100	15	0	0	0	18	1	140	241
442	70	6	100	20	0	0	0	19	0	140	127
443	70	13	100	20	0	0	0	18	1	140	127
444	60	16	100	10	0	0	-6	19	0	120	28
445	60	1	100	5	0	0	-6	19	0	120	28
446	65	8	100	10	0	0	0	18	1	120	0
447	120	12	100	15	0	0	0	19	0	190	48
448	0	14	0	10	0	0	0	70	2	0	233
449	80	8	100	10	10	0	0	18	1	160	72
450	60	6	100	20	0	0	0	19	0	120	219
451	60	2	100	20	0	0	0	19	0	120	219
452	0	0	0	15	0	16	0	8	2	0	212
453	0	6	0	20	0	16	2	0	2	0	172
454	70	1	100	10	100	0	0	19	0	140	171
455	75	11	100	10	0	0	0	19	0	140	43
456	0	0	0	20	0	1	0	0	2	0	9
457	0	14	0	40	0	0	0	22	2	0	113
458	70	17	100	5	0	0	1	19	0	160	237
459	80	11	100	15	30	0	0	18	1	160	4
460	65	11	100	10	100	0	0	18	1	120	0
461	40	23	100	30	30	0	0	18	1	100	0
462	0	23	100	10	0	0	1	22	2	0	18
463	90	23	100	10	10	0	0	19	0	175	68
464	95	23	100	15	30	0	0	18	1	175	71
465	50	23	100	10	0	0	0	83	1	100	3
466	80	23	100	10	0	8	0	18	1	160	0
467	40	23	0	15	0	8	0	18	1	100	17
468	0	5	0	20	0	64	0	4	2	0	112
469	0	3	0	20	0	64	0	4	2	0	112
470	0	14	0	10	0	16	0	72	2	0	168
471	0	14	0	10	0	16	0	72	2	0	168
472	0	2	0	15	0	16	0	8	2	0	239
473	140	0	100	10	0	32	0	18	1	200	0
474	60	10	100	15	0	8	0	18	1	120	219
475	0	12	100	10	0	0	0	22	2	0	191
476	0	3	100	10	0	0	0	22	2	0	191
477	0	23	0	10	0	16	0	0	2	0	211
478	0	23	0	10	0	32	0	0	2	0	11
479	0	4	0	10	0	32	0	0	2	0	13
480	0	8	0	10	0	16	0	8	2	0	212
481	0	6	0	20	0	64	0	4	2	0	112
482	20	14	100	10	0	0	0	18	1	160	0
483	0	0	0	30	0	2	0	0	2	0	10
484	1	17	100	5	0	0	0	19	0	160	0
485	60	17	100	10	0	0	0	19	0	120	0
486	100	16	75	10	30	0	0	19	0	180	31
487	0	17	80	10	100	8	0	22	2	0	1
488	30	0	100	10	0	0	2	16	0	100	230
489	90	7	100	10	0	0	0	17	0	175	155
490	90	12	100	15	0	32	0	18	0	175	0
491	0	0	0	10	0	0	0	20	2	0	18
492	80	16	100	10	0	0	-6	18	1	160	28
493	100	16	100	5	0	0	0	18	1	180	43
494	100	10	75	5	100	0	0	18	1	180	42
495	1	1	100	5	0	0	0	2	1	180	168
496	120	7	100	5	0	0	0	17	0	190	155
497	20	13	100	20	100	0	0	19	0	100	6
498	70	0	100	5	0	0	0	19	0	140	0
499	40	8	100	35	0	0	0	19	0	100	0
500	100	0	100	5	0	0	0	18	1	180	0
501	70	15	100	20	10	0	0	18	1	140	5
502	80	14	100	10	100	0	0	18	1	160	0
503	60	0	100	15	0	0	0	18	1	120	119
504	25	0	100	10	0	0	0	19	0	100	29
505	50	8	100	15	0	0	0	19	0	180	44
506	1	0	100	15	0	0	0	18	0	160	220
507	70	0	100	20	0	0	0	19	0	140	0
508	50	5	100	15	100	0	0	18	0	100	221
509	80	14	0	5	0	0	0	16	1	160	182
510	1	8	100	5	0	0	0	19	0	160	0
511	100	17	0	5	100	0	0	16	0	180	182
512	120	6	100	15	0	0	0	18	0	190	43
513	0	6	0	10	0	16	0	8	2	0	206
514	0	6	0	5	0	16	0	72	2	0	32
515	0	0	100	20	0	8	0	22	2	0	61
516	0	2	0	15	0	0	0	22	2	0	129
517	110	11	85	10	0	8	0	18	1	190	0
518	120	4	85	10	0	8	0	18	0	190	0
519	0	14	0	10	0	0	0	18	2	0	213
520	120	11	100	5	30	0	0	18	1	190	4
521	1	8	100	10	0	1	0	18	0	100	89
522	0	0	0	20	0	0	0	2	2	0	218
523	0	14	0	10	0	0	0	18	2	0	213
524	0	14	0	10	0	16	0	8	2	0	213
525	0	14	100	10	0	0	0	18	2	0	193
526	1	0	100	5	0	0	0	19	1	190	0
527	0	8	0	5	0	16	4	0	2	0	111
528	100	14	100	10	0	0	0	18	1	180	0
529	0	8	0	15	0	16	0	8	2	0	52
530	100	5	100	5	50	8	0	18	1	180	135
531	95	3	100	10	10	32	0	18	1	175	2
532	1	8	100	10	0	0	0	19	0	160	0
533	120	14	100	10	0	32	0	18	1	190	254
534	1	13	100	10	0	0	0	18	1	160	0
535	95	17	100	15	0	0	0	19	0	175	0
536	0	0	100	15	0	0	0	22	2	0	191
537	95	17	100	10	0	0	0	18	1	160	0
538	40	0	100	15	0	0	0	18	1	100	119
539	90	4	100	10	0	8	0	18	0	175	0
540	80	2	100	10	0	0	0	82	1	160	3
541	0	14	0	10	0	0	0	18	2	0	213
542	80	11	100	10	0	0	0	19	0	160	0
543	90	1	100	15	0	0	0	19	0	175	0
544	1	10	100	10	0	0	0	19	0	160	0
545	120	0	100	15	10	0	0	19	0	190	69
546	120	0	100	5	0	0	0	18	1	190	0
547	75	0	100	10	10	8	0	18	1	140	223
548	85	1	100	10	0	0	0	18	1	160	0
549	65	15	100	10	100	8	0	18	1	120	70
550	130	13	85	5	20	0	0	19	0	195	6
551	130	10	85	5	20	0	0	18	1	195	4
552	140	15	100	5	30	0	0	18	0	200	75
553	140	15	100	5	30	0	0	18	1	200	75
554	180	10	95	5	0	0	0	19	0	220	182
555	100	10	100	5	0	0	0	18	1	180	0
556	100	13	100	5	0	0	0	18	0	180	0
557	50	6	100	25	0	0	0	19	0	100	139
558	0	0	100	30	0	0	0	22	2	0	18
559	120	2	100	5	0	0	0	19	0	190	182
560	0	17	100	20	0	0	0	22	2	0	127
561	0	17	0	20	0	0	0	22	2	0	234
562	100	16	100	10	0	8	0	18	1	140	191
563	80	2	100	20	100	0	0	18	1	120	76
564	0	0	0	20	0	0	0	20	2	0	21
565	15	11	100	20	0	0	1	18	1	100	29
566	75	10	100	10	100	0	0	18	1	140	71
567	0	12	0	5	0	16	4	0	2	0	111
568	0	13	100	15	0	0	0	22	2	0	61
569	40	0	100	40	0	0	0	19	0	100	101
570	20	6	100	20	100	0	0	19	1	100	42
571	40	1	100	20	100	0	0	19	0	100	139
572	90	4	100	10	0	8	0	18	0	175	221
573	90	4	100	10	0	8	0	18	0	175	106
574	75	13	100	20	0	32	0	82	1	120	3
575	100	10	100	5	30	32	0	18	1	180	4
576	120	12	85	5	40	0	0	18	1	190	72
577	40	5	100	20	0	0	1	19	0	100	103
578	80	8	100	20	0	0	0	19	0	160	106
579	0	15	0	20	0	16	0	8	2	0	65
580	0	3	0	5	0	16	4	0	2	0	111
581	100	2	100	15	0	0	-3	2	0	180	170
