group	map	index	label	x	y	elevation	dest_group	dest_map	dest_warp
0	5	1	出入口2: (37,24) -> 组47 地图00 #0	37	24	0	47	0	0
0	5	2	出入口3: (25,14) -> 组47 地图06 #0	25	14	0	47	6	0
0	5	3	出入口4: (11,6) -> 组47 地图02 #0	11	6	0	47	2	0
0	5	4	出入口5: (23,24) -> 组47 地图04 #0	23	24	0	47	4	0
0	5	5	出入口6: (39,14) -> 组47 地图09 #1	39	14	0	47	9	1
0	5	6	出入口7: (70,4) -> 组51 地图23 #0	70	4	1	51	23	0
0	5	7	出入口8: (36,6) -> 组47 地图11 #0	36	6	0	47	11	0
0	5	8	出入口9: (42,6) -> 组47 地图12 #0	42	6	0	47	12	0
0	5	9	出入口10: (55,15) -> 组47 地图13 #1	55	15	0	47	13	1
0	5	10	出入口11: (11,22) -> 组47 地图14 #0	11	22	0	47	14	0
0	5	11	出入口12: (12,14) -> 组47 地图15 #0	12	14	0	47	15	0
0	5	12	出入口13: (12,32) -> 组47 地图10 #0	12	32	0	47	10	0
0	5	13	出入口14: (12,6) -> 组47 地图02 #1	12	6	0	47	2	1
0	6	0	出入口1: (28,9) -> 组48 地图01 #0	28	9	0	48	1	0
0	6	1	出入口2: (38,9) -> 组48 地图00 #0	38	9	0	48	0	0
0	6	2	出入口3: (29,16) -> 组48 地图03 #0	29	16	0	48	3	0
0	6	3	出入口4: (67,25) -> 组48 地图02 #0	67	25	0	48	2	0
0	6	4	出入口5: (38,18) -> 组48 地图05 #1	38	18	0	48	5	1
0	6	5	出入口6: (49,6) -> 组48 地图06 #0	49	6	0	48	6	0
0	6	6	出入口7: (19,10) -> 组48 地图07 #0	19	10	0	48	7	0
0	6	7	出入口8: (18,16) -> 组48 地图08 #1	18	16	0	48	8	1
0	6	8	出入口9: (64,15) -> 组48 地图09 #0	64	15	0	48	9	0
0	6	9	出入口10: (36,24) -> 组48 地图11 #0	36	24	0	48	11	0
0	7	0	出入口1: (44,31) -> 组49 地图02 #0	44	31	0	49	2	0
0	7	1	出入口2: (18,29) -> 组49 地图04 #0	18	29	0	49	4	0
0	7	2	出入口3: (31,32) -> 组49 地图00 #0	31	32	0	49	0	0
0	7	3	出入口4: (31,16) -> 组51 地图37 #0	31	16	3	51	37	0
0	7	4	出入口5: (9,6) -> 组49 地图05 #0	9	6	0	49	5	0
0	7	5	出入口6: (45,6) -> 组49 地图06 #0	45	6	0	49	6	0
0	7	6	出入口7: (9,17) -> 组49 地图07 #0	9	17	0	49	7	0
0	7	7	出入口8: (44,17) -> 组49 地图08 #0	44	17	0	49	8	0
0	7	8	出入口9: (9,26) -> 组49 地图09 #0	9	26	0	49	9	0
0	7	9	出入口10: (53,28) -> 组49 地图10 #0	53	28	0	49	10	0
0	7	10	出入口11: (8,35) -> 组49 地图11 #0	8	35	0	49	11	0
0	7	11	出入口12: (48,25) -> 组49 地图12 #0	48	25	0	49	12	0
0	7	12	出入口13: (51,36) -> 组49 地图13 #0	51	36	0	49	13	0
0	8	0	出入口1: (18,6) -> 组50 地图10 #0	18	6	0	50	10	0
0	8	1	出入口2: (27,48) -> 组50 地图12 #0	27	48	0	50	12	0
0	8	2	出入口3: (18,41) -> 组51 地图43 #0	18	41	0	51	43	0
0	8	3	出入口4: (18,27) -> 组51 地图43 #1	18	27	0	51	43	1
0	9	0	出入口1: (14,8) -> 组35 地图02 #1	14	8	0	35	2	1
0	9	1	出入口2: (4,8) -> 组35 地图00 #1	4	8	0	35	0	1
0	9	2	出入口3: (7,16) -> 组35 地图04 #0	7	16	0	35	4	0
0	10	0	出入口1: (5,7) -> 组36 地图00 #0	5	7	0	36	0	0
0	10	1	出入口2: (15,16) -> 组36 地图01 #0	15	16	0	36	1	0
0	10	2	出入口3: (7,16) -> 组36 地图02 #0	7	16	0	36	2	0
0	10	3	出入口4: (15,6) -> 组36 地图04 #0	15	6	0	36	4	0
0	11	0	出入口1: (3,3) -> 组37 地图04 #0	3	3	0	37	4	0
0	11	1	出入口2: (2,10) -> 组37 地图01 #0	2	10	0	37	1	0
0	11	2	出入口3: (8,17) -> 组37 地图03 #0	8	17	0	37	3	0
0	11	3	出入口4: (17,14) -> 组37 地图00 #0	17	14	0	37	0	0
0	11	4	出入口5: (8,7) -> 组37 地图05 #0	8	7	0	37	5	0
0	12	0	出入口1: (12,15) -> 组38 地图00 #0	12	15	0	38	0	0
0	12	1	出入口2: (5,15) -> 组38 地图01 #0	5	15	0	38	1	0
0	12	2	出入口3: (16,5) -> 组38 地图04 #1	16	5	0	38	4	1
0	12	3	出入口4: (9,6) -> 组38 地图05 #0	9	6	0	38	5	0
0	12	4	出入口5: (16,15) -> 组38 地图03 #0	16	15	0	38	3	0
0	12	5	出入口6: (9,2) -> 组38 地图05 #3	9	2	3	38	5	3
0	13	0	出入口1: (15,15) -> 组39 地图00 #0	15	15	0	39	0	0
0	13	1	出入口2: (8,5) -> 组39 地图01 #0	8	5	0	39	1	0
0	13	2	出入口3: (14,7) -> 组39 地图04 #0	14	7	0	39	4	0
0	13	3	出入口4: (6,17) -> 组39 地图06 #0	6	17	0	39	6	0
0	13	4	出入口5: (1,6) -> 组39 地图07 #0	1	6	0	39	7	0
0	14	0	出入口1: (7,7) -> 组40 地图00 #0	7	7	0	40	0	0
0	14	1	出入口2: (17,6) -> 组40 地图03 #1	17	6	0	40	3	1
0	14	2	出入口3: (23,7) -> 组40 地图04 #0	23	7	0	40	4	0
0	14	3	出入口4: (16,13) -> 组40 地图06 #0	16	13	0	40	6	0
0	14	4	出入口5: (12,3) -> 组51 地图04 #1	12	3	0	51	4	1
0	14	5	出入口6: (8,13) -> 组40 地图07 #0	8	13	0	40	7	0
0	14	6	出入口7: (22,13) -> 组40 地图08 #0	22	13	0	40	8	0
0	15	0	出入口1: (8,15) -> 组41 地图00 #0	8	15	0	41	0	0
0	15	1	出入口2: (16,13) -> 组41 地图02 #0	16	13	0	41	2	0
0	15	2	出入口3: (3,22) -> 组41 地图03 #0	3	22	0	41	3	0
0	15	3	出入口4: (12,24) -> 组41 地图04 #0	12	24	0	41	4	0
0	15	4	出入口5: (2,12) -> 组41 地图05 #0	2	12	0	41	5	0
0	15	5	出入口6: (17,21) -> 组41 地图06 #0	17	21	0	41	6	0
0	18	0	出入口1: (45,4) -> 组51 地图106 #0	45	4	0	51	106	0
0	19	0	出入口1: (17,50) -> 组54 地图00 #0	17	50	0	54	0	0
0	19	1	出入口2: (5,17) -> 组54 地图01 #0	5	17	0	54	1	0
0	19	2	出入口3: (10,30) -> 组51 地图11 #0	10	30	3	51	11	0
0	19	3	出入口4: (11,30) -> 组51 地图11 #1	11	30	3	51	11	1
0	19	4	出入口5: (10,39) -> 组51 地图11 #2	10	39	3	51	11	2
0	19	5	出入口6: (11,39) -> 组51 地图11 #3	11	39	3	51	11	3
0	19	6	出入口7: (32,42) -> 组51 地图11 #4	32	42	3	51	11	4
0	19	7	出入口8: (33,42) -> 组51 地图11 #5	33	42	3	51	11	5
0	20	0	出入口1: (9,20) -> 组51 地图67 #0	9	20	0	51	67	0
0	21	0	出入口1: (48,16) -> 组51 地图07 #0	48	16	0	51	7	0
0	23	0	出入口1: (29,6) -> 组51 地图54 #0	29	6	3	51	54	0
0	24	0	出入口1: (11,5) -> 组54 地图14 #0	11	5	0	54	14	0
0	25	0	出入口1: (35,24) -> 组51 地图52 #0	35	24	3	51	52	0
0	25	1	出入口2: (11,66) -> 组54 地图15 #0	11	66	0	54	15	0
0	25	2	出入口3: (15,16) -> 组54 地图27 #1	15	16	0	54	27	1
0	25	3	出入口4: (18,16) -> 组54 地图27 #3	18	16	0	54	27	3
0	25	4	出入口5: (16,88) -> 组54 地图26 #1	16	88	0	54	26	1
0	25	5	出入口6: (19,88) -> 组54 地图26 #3	19	88	0	54	26	3
0	26	0	出入口1: (13,113) -> 组54 地图02 #0	13	113	0	54	2	0
0	26	1	出入口2: (29,87) -> 组51 地图06 #0	29	87	0	51	6	0
0	26	2	出入口3: (26,18) -> 组54 地图03 #0	26	18	0	54	3	0
0	26	3	出入口4: (0,47) -> 组51 地图94 #0	0	47	0	51	94	0
0	26	4	出入口5: (13,115) -> 组53 地图60 #0	13	115	0	53	60	0
0	26	5	出入口6: (31,35) -> 组54 地图34 #0	31	35	0	54	34	0
0	27	0	出入口1: (28,27) -> 组54 地图04 #0	28	27	0	54	4	0
0	27	1	出入口2: (29,27) -> 组54 地图04 #1	29	27	0	54	4	1
0	27	2	出入口3: (7,47) -> 组51 地图13 #0	7	47	3	51	13	0
0	27	3	出入口4: (8,47) -> 组51 地图13 #1	8	47	3	51	13	1
0	27	4	出入口5: (11,36) -> 组51 地图14 #0	11	36	0	51	14	0
0	27	5	出入口6: (22,10) -> 组51 地图14 #1	22	10	0	51	14	1
0	28	0	出入口1: (33,5) -> 组54 地图28 #0	33	5	0	54	28	0
0	28	1	出入口2: (41,10) -> 组51 地图104 #0	41	10	0	51	104	0
0	28	2	出入口3: (88,5) -> 组51 地图104 #0	88	5	0	51	104	0
0	29	0	出入口1: (8,63) -> 组51 地图00 #0	8	63	0	51	0	0
0	29	1	出入口2: (29,5) -> 组54 地图06 #0	29	5	0	54	6	0
0	29	2	出入口3: (27,36) -> 组54 地图08 #0	27	36	0	54	8	0
0	29	3	出入口4: (6,46) -> 组51 地图104 #0	6	46	0	51	104	0
0	29	4	出入口5: (8,3) -> 组51 地图104 #0	8	3	0	51	104	0
0	30	0	出入口1: (27,37) -> 组51 地图00 #1	27	37	0	51	0	1
0	30	1	出入口2: (21,4) -> 组51 地图104 #0	21	4	0	51	104	0
0	30	2	出入口3: (36,8) -> 组51 地图104 #0	36	8	0	51	104	0
0	31	0	出入口1: (47,8) -> 组51 地图04 #0	47	8	0	51	4	0
0	31	1	出入口2: (38,8) -> 组54 地图09 #0	38	8	0	54	9	0
0	31	2	出入口3: (65,10) -> 组51 地图04 #2	65	10	0	51	4	2
0	31	3	出入口4: (59,13) -> 组51 地图104 #0	59	13	0	51	104	0
0	31	4	出入口5: (79,6) -> 组51 地图104 #0	79	6	0	51	104	0
0	32	0	出入口1: (51,5) -> 组54 地图10 #0	51	5	0	54	10	0
0	33	0	出入口1: (42,6) -> 组51 地图104 #0	42	6	0	51	104	0
0	33	1	出入口2: (9,5) -> 组51 地图104 #0	9	5	0	51	104	0
0	34	0	出入口1: (6,33) -> 组54 地图30 #0	6	33	0	54	30	0
0	34	1	出入口2: (34,109) -> 组54 地图32 #0	34	109	0	54	32	0
0	35	0	出入口1: (7,54) -> 组51 地图68 #0	7	54	0	51	68	0
0	35	1	出入口2: (27,21) -> 组51 地图73 #0	27	21	1	51	73	0
0	35	2	出入口3: (19,21) -> 组51 地图73 #1	19	21	0	51	73	1
0	36	0	出入口1: (37,5) -> 组54 地图11 #2	37	5	0	54	11	2
0	37	0	出入口1: (22,29) -> 组51 地图15 #0	22	29	0	51	15	0
0	38	0	出入口1: (22,6) -> 组54 地图29 #0	22	6	0	54	29	0
0	39	0	出入口1: (70,49) -> 组54 地图33 #0	70	49	3	54	33	0
0	40	0	出入口1: (23,17) -> 组51 地图46 #0	23	17	0	51	46	0
0	46	0	出入口1: (36,6) -> 组51 地图77 #0	36	6	3	51	77	0
0	51	0	出入口1: (45,65) -> 组51 地图05 #0	45	65	0	51	5	0
0	52	0	出入口1: (57,5) -> 组51 地图101 #0	57	5	0	51	101	0
0	52	1	出入口2: (67,38) -> 组51 地图101 #0	67	38	0	51	101	0
0	53	0	出入口1: (34,26) -> 组51 地图26 #0	34	26	3	51	26	0
0	54	0	出入口1: (26,3) -> 组51 地图101 #0	26	3	0	51	101	0
0	54	1	出入口2: (32,21) -> 组51 地图101 #0	32	21	0	51	101	0
0	55	0	出入口1: (13,4) -> 组51 地图101 #0	13	4	0	51	101	0
0	55	1	出入口2: (17,66) -> 组51 地图101 #0	17	66	0	51	101	0
0	56	0	出入口1: (22,10) -> 组51 地图101 #0	22	10	0	51	101	0
0	56	1	出入口2: (45,30) -> 组51 地图101 #0	45	30	0	51	101	0
0	57	0	出入口1: (71,15) -> 组34 地图69 #0	71	15	0	34	69	0
0	57	1	出入口2: (75,5) -> 组34 地图78 #1	75	5	0	34	78	1
0	57	2	出入口3: (5,78) -> 组34 地图79 #0	5	78	0	34	79	0
0	58	0	出入口1: (4,5) -> 组03 地图34 #1	4	5	0	3	34	1
0	59	0	出入口1: (16,16) -> 组13 地图81 #1	16	16	0	13	81	1
0	59	1	出入口2: (1,17) -> 组13 地图82 #0	1	17	0	13	82	0
0	60	0	出入口1: (8,13) -> 组54 地图54 #2	8	13	0	54	54	2
0	60	1	出入口2: (7,13) -> 组54 地图54 #2	7	13	0	54	54	2
1	0	0	出入口1: (6,7) -> 组14 地图00 #0	6	7	0	14	0	0
1	0	1	出入口2: (15,7) -> 组14 地图02 #0	15	7	0	14	2	0
1	0	2	出入口3: (16,13) -> 组14 地图03 #0	16	13	0	14	3	0
1	1	0	出入口1: (36,19) -> 组15 地图03 #0	36	19	0	15	3	0
1	1	1	出入口2: (26,26) -> 组15 地图04 #1	26	26	0	15	4	1
1	1	2	出入口3: (36,10) -> 组15 地图01 #1	36	10	0	15	1	1
1	1	3	出入口4: (25,18) -> 组15 地图02 #0	25	18	0	15	2	0
1	1	4	出入口5: (25,11) -> 组15 地图00 #1	25	11	0	15	0	1
1	2	0	出入口1: (17,6) -> 组16 地图00 #1	17	6	0	16	0	1
1	2	1	出入口2: (25,4) -> 组16 地图00 #3	25	4	0	16	0	3
1	2	2	出入口3: (15,16) -> 组16 地图02 #1	15	16	0	16	2	1
1	2	3	出入口4: (28,18) -> 组16 地图03 #0	28	18	0	16	3	0
1	2	4	出入口5: (33,11) -> 组16 地图04 #1	33	11	0	16	4	1
1	2	5	出入口6: (17,25) -> 组16 地图05 #0	17	25	0	16	5	0
1	2	6	出入口7: (9,30) -> 组16 地图07 #1	9	30	0	16	7	1
1	3	0	出入口1: (10,11) -> 组17 地图00 #1	10	11	0	17	0	1
1	3	1	出入口2: (30,11) -> 组17 地图01 #1	30	11	0	17	1	1
1	3	2	出入口3: (15,17) -> 组17 地图02 #1	15	17	0	17	2	1
1	3	3	出入口4: (22,19) -> 组17 地图03 #1	22	19	0	17	3	1
1	3	4	出入口5: (31,21) -> 组17 地图05 #0	31	21	0	17	5	0
1	3	5	出入口6: (13,28) -> 组17 地图06 #1	13	28	0	17	6	1
1	3	6	出入口7: (29,28) -> 组17 地图07 #0	29	28	0	17	7	0
1	3	7	出入口8: (1,9) -> 组01 地图03 #0	1	9	0	1	3	0
1	3	8	出入口9: (10,8) -> 组17 地图00 #3	10	8	0	17	0	3
1	3	9	出入口10: (31,8) -> 组17 地图01 #3	31	8	0	17	1	3
1	3	10	出入口11: (31,9) -> 组01 地图03 #0	31	9	0	1	3	0
1	3	11	出入口12: (14,28) -> 组17 地图06 #1	14	28	0	17	6	1
1	3	12	出入口13: (23,28) -> 组17 地图08 #0	23	28	0	17	8	0
1	3	13	出入口14: (17,11) -> 组17 地图09 #0	17	11	0	17	9	0
1	4	0	出入口1: (18,6) -> 组26 地图49 #1	18	6	0	26	49	1
1	4	1	出入口2: (6,5) -> 组19 地图00 #1	6	5	0	19	0	1
1	4	2	出入口3: (10,11) -> 组19 地图02 #1	10	11	0	19	2	1
1	4	3	出入口4: (5,16) -> 组19 地图03 #1	5	16	0	19	3	1
1	4	4	出入口5: (10,16) -> 组19 地图04 #1	10	16	0	19	4	1
1	4	5	出入口6: (20,15) -> 组19 地图05 #0	20	15	0	19	5	0
1	5	0	出入口1: (23,31) -> 组01 地图05 #0	23	31	0	1	5	0
1	5	1	出入口2: (23,34) -> 组25 地图31 #1	23	34	0	25	31	1
1	5	2	出入口3: (24,34) -> 组25 地图31 #1	24	34	0	25	31	1
1	5	3	出入口4: (9,6) -> 组18 地图00 #1	9	6	0	18	0	1
1	5	4	出入口5: (15,6) -> 组18 地图01 #1	15	6	0	18	1	1
1	5	5	出入口6: (12,17) -> 组18 地图03 #1	12	17	0	18	3	1
1	5	6	出入口7: (19,17) -> 组18 地图04 #1	19	17	0	18	4	1
1	5	7	出入口8: (29,17) -> 组18 地图05 #0	29	17	0	18	5	0
1	5	8	出入口9: (28,24) -> 组18 地图07 #1	28	24	0	18	7	1
1	5	9	出入口10: (14,25) -> 组18 地图06 #1	14	25	0	18	6	1
1	5	10	出入口11: (22,34) -> 组25 地图31 #1	22	34	0	25	31	1
1	5	11	出入口12: (24,4) -> 组18 地图08 #0	24	4	0	18	8	0
1	6	0	出入口1: (34,21) -> 组20 地图14 #2	34	21	0	20	14	2
1	6	1	出入口2: (11,14) -> 组20 地图00 #1	11	14	0	20	0	1
1	6	2	出入口3: (15,14) -> 组20 地图00 #4	15	14	0	20	0	4
1	6	3	出入口4: (30,11) -> 组20 地图07 #1	30	11	0	20	7	1
1	6	4	出入口5: (48,11) -> 组20 地图12 #1	48	11	0	20	12	1
1	6	5	出入口6: (39,20) -> 组20 地图15 #1	39	20	0	20	15	1
1	6	6	出入口7: (11,30) -> 组20 地图16 #1	11	30	0	20	16	1
1	6	7	出入口8: (37,29) -> 组20 地图17 #1	37	29	0	20	17	1
1	6	8	出入口9: (41,29) -> 组20 地图18 #1	41	29	0	20	18	1
1	6	9	出入口10: (49,29) -> 组20 地图19 #1	49	29	0	20	19	1
1	6	10	出入口11: (34,22) -> 组01 地图06 #0	34	22	0	1	6	0
1	6	11	出入口12: (30,4) -> 组20 地图07 #5	30	4	0	20	7	5
1	6	12	出入口13: (31,5) -> 组01 地图06 #0	31	5	0	1	6	0
1	7	0	出入口1: (24,5) -> 组22 地图00 #2	24	5	0	22	0	2
1	7	1	出入口2: (33,31) -> 组22 地图07 #1	33	31	0	22	7	1
1	7	2	出入口3: (11,15) -> 组22 地图01 #1	11	15	0	22	1	1
1	7	3	出入口4: (28,16) -> 组22 地图02 #1	28	16	0	22	2	1
1	7	4	出入口5: (9,32) -> 组22 地图03 #1	9	32	0	22	3	1
1	7	5	出入口6: (14,31) -> 组22 地图04 #1	14	31	0	22	4	1
1	7	6	出入口7: (25,31) -> 组22 地图05 #1	25	31	0	22	5	1
1	7	7	出入口8: (38,31) -> 组22 地图08 #1	38	31	0	22	8	1
1	7	8	出入口9: (39,28) -> 组22 地图08 #3	39	28	0	22	8	3
1	7	9	出入口10: (39,29) -> 组01 地图07 #0	39	29	0	1	7	0
1	7	10	出入口11: (19,31) -> 组22 地图09 #0	19	31	0	22	9	0
1	8	0	出入口1: (8,3) -> 组26 地图20 #1	8	3	0	26	20	1
1	8	1	出入口2: (20,4) -> 组23 地图00 #1	20	4	0	23	0	1
1	8	2	出入口3: (8,9) -> 组23 地图01 #1	8	9	0	23	1	1
1	8	3	出入口4: (14,11) -> 组23 地图05 #0	14	11	0	23	5	0
1	8	4	出入口5: (19,11) -> 组23 地图07 #1	19	11	0	23	7	1
1	9	0	出入口1: (11,6) -> 组24 地图00 #0	11	6	0	24	0	0
1	10	0	出入口1: (33,30) -> 组26 地图08 #1	33	30	0	26	8	1
1	10	1	出入口2: (22,14) -> 组21 地图04 #1	22	14	0	21	4	1
1	10	2	出入口3: (40,12) -> 组21 地图02 #1	40	12	0	21	2	1
1	10	3	出入口4: (46,12) -> 组21 地图03 #1	46	12	0	21	3	1
1	10	4	出入口5: (27,21) -> 组21 地图00 #1	27	21	0	21	0	1
1	10	5	出入口6: (40,21) -> 组21 地图05 #1	40	21	0	21	5	1
1	10	6	出入口7: (24,38) -> 组21 地图06 #1	24	38	0	21	6	1
1	10	7	出入口8: (43,38) -> 组21 地图08 #1	43	38	0	21	8	1
1	10	8	出入口9: (8,27) -> 组25 地图08 #2	8	27	0	25	8	2
1	10	9	出入口10: (34,5) -> 组25 地图06 #2	34	5	0	25	6	2
1	10	10	出入口11: (58,27) -> 组25 地图09 #1	58	27	0	25	9	1
1	10	11	出入口12: (34,46) -> 组25 地图07 #0	34	46	0	25	7	0
1	10	12	出入口13: (35,46) -> 组25 地图07 #0	35	46	0	25	7	0
1	10	13	出入口14: (35,5) -> 组25 地图06 #2	35	5	0	25	6	2
1	10	14	出入口15: (47,21) -> 组21 地图09 #0	47	21	0	21	9	0
1	11	0	出入口1: (19,5) -> 组25 地图28 #3	19	5	0	25	28	3
1	11	1	出入口2: (32,5) -> 组25 地图29 #7	32	5	0	25	29	7
1	11	2	出入口3: (12,5) -> 组25 地图04 #1	12	5	0	25	4	1
1	12	0	出入口1: (8,19) -> 组26 地图42 #0	8	19	0	26	42	0
1	12	1	出入口2: (8,57) -> 组26 地图42 #5	8	57	0	26	42	5
1	12	2	出入口3: (7,40) -> 组26 地图56 #1	7	40	0	26	56	1
1	12	3	出入口4: (13,20) -> 组25 地图10 #1	13	20	0	25	10	1
1	12	4	出入口5: (2,37) -> 组26 地图56 #3	2	37	0	26	56	3
1	14	0	出入口1: (5,13) -> 组25 地图00 #3	5	13	0	25	0	3
1	14	1	出入口2: (6,13) -> 组25 地图00 #3	6	13	0	25	0	3
1	14	2	出入口3: (5,51) -> 组25 地图02 #1	5	51	0	25	2	1
1	14	3	出入口4: (17,11) -> 组25 地图63 #1	17	11	0	25	63	1
1	14	4	出入口5: (17,22) -> 组25 地图01 #1	17	22	0	25	1	1
1	14	5	出入口6: (18,46) -> 组25 地图03 #1	18	46	0	25	3	1
1	14	6	出入口7: (18,41) -> 组25 地图03 #3	18	41	0	25	3	3
1	14	7	出入口8: (19,41) -> 组25 地图03 #3	19	41	0	25	3	3
1	14	8	出入口9: (19,46) -> 组25 地图03 #1	19	46	0	25	3	1
1	14	9	出入口10: (6,51) -> 组25 地图02 #1	6	51	0	25	2	1
1	16	0	出入口1: (31,31) -> 组25 地图57 #1	31	31	0	25	57	1
1	16	1	出入口2: (23,25) -> 组25 地图05 #1	23	25	0	25	5	1
1	16	2	出入口3: (24,32) -> 组25 地图06 #1	24	32	0	25	6	1
1	16	3	出入口4: (25,32) -> 组25 地图06 #1	25	32	0	25	6	1
1	17	0	出入口1: (19,13) -> 组25 地图59 #0	19	13	0	25	59	0
1	17	1	出入口2: (12,5) -> 组25 地图07 #2	12	5	0	25	7	2
1	17	2	出入口3: (13,5) -> 组25 地图07 #2	13	5	0	25	7	2
1	18	0	出入口1: (7,14) -> 组25 地图60 #1	7	14	0	25	60	1
1	18	1	出入口2: (15,10) -> 组25 地图08 #0	15	10	0	25	8	0
1	19	0	出入口1: (13,4) -> 组25 地图62 #1	13	4	0	25	62	1
1	19	1	出入口2: (7,10) -> 组25 地图09 #2	7	10	0	25	9	2
1	21	0	出入口1: (6,7) -> 组25 地图65 #0	6	7	0	25	65	0
1	21	1	出入口2: (58,10) -> 组25 地图11 #0	58	10	0	25	11	0
1	21	2	出入口3: (65,10) -> 组25 地图11 #2	65	10	0	25	11	2
1	22	0	出入口1: (14,15) -> 组25 地图13 #0	14	15	0	25	13	0
1	22	1	出入口2: (15,1) -> 组26 地图67 #0	15	1	0	26	67	0
1	22	2	出入口3: (14,21) -> 组25 地图13 #2	14	21	0	25	13	2
1	22	3	出入口4: (12,86) -> 组25 地图15 #1	12	86	0	25	15	1
1	25	0	出入口1: (9,11) -> 组25 地图16 #0	9	11	0	25	16	0
1	25	1	出入口2: (16,11) -> 组25 地图16 #2	16	11	0	25	16	2
1	26	0	出入口1: (10,5) -> 组25 地图18 #1	10	5	0	25	18	1
1	26	1	出入口2: (20,6) -> 组25 地图19 #0	20	6	0	25	19	0
1	26	2	出入口3: (27,6) -> 组25 地图19 #1	27	6	0	25	19	1
1	26	3	出入口4: (20,13) -> 组25 地图19 #2	20	13	0	25	19	2
1	26	4	出入口5: (27,13) -> 组25 地图19 #3	27	13	0	25	19	3
1	28	0	出入口1: (41,9) -> 组25 地图21 #0	41	9	0	25	21	0
1	28	1	出入口2: (48,9) -> 组25 地图21 #1	48	9	0	25	21	1
1	30	0	出入口1: (60,8) -> 组26 地图44 #3	60	8	0	26	44	3
