group	map	index	label	x	y	elevation	dest_group	dest_map	dest_warp
1	25	0	出入口1: (4,7) -> 组01 地图08 #2	4	7	3	1	8	2
1	26	0	出入口1: (4,7) -> 组01 地图08 #3	4	7	3	1	8	3
1	27	0	出入口1: (4,7) -> 组01 地图08 #4	4	7	3	1	8	4
1	28	0	出入口1: (4,7) -> 组01 地图08 #5	4	7	3	1	8	5
1	29	0	出入口1: (13,9) -> 组01 地图01 #1	13	9	0	1	1	1
1	29	1	出入口2: (2,6) -> 组03 地图20 #1	2	6	0	3	20	1
1	30	0	出入口1: (5,8) -> 组03 地图23 #0	5	8	3	3	23	0
1	30	1	出入口2: (6,8) -> 组03 地图23 #0	6	8	3	3	23	0
1	30	2	出入口3: (7,8) -> 组03 地图23 #0	7	8	3	3	23	0
1	30	3	出入口4: (7,4) -> 组01 地图31 #0	7	4	3	1	31	0
1	31	0	出入口1: (11,19) -> 组01 地图109 #5	11	19	3	1	109	5
1	31	1	出入口2: (11,2) -> 组03 地图43 #0	11	2	3	3	43	0
1	32	0	出入口1: (5,8) -> 组03 地图24 #0	5	8	3	3	24	0
1	32	1	出入口2: (6,8) -> 组03 地图24 #0	6	8	3	3	24	0
1	32	2	出入口3: (7,8) -> 组03 地图24 #0	7	8	3	3	24	0
1	32	3	出入口4: (7,4) -> 组01 地图31 #1	7	4	3	1	31	1
1	33	0	出入口1: (32,38) -> 组03 地图25 #0	32	38	3	3	25	0
1	33	1	出入口2: (6,8) -> 组03 地图25 #0	6	8	3	3	25	0
1	33	2	出入口3: (7,8) -> 组03 地图25 #0	7	8	3	3	25	0
1	33	3	出入口4: (7,4) -> 组01 地图34 #1	7	4	3	1	34	1
1	34	0	出入口1: (37,22) -> 组06 地图00 #1	37	22	3	6	0	1
1	34	1	出入口2: (31,4) -> 组01 地图35 #0	31	4	3	1	35	0
1	35	0	出入口1: (30,9) -> 组01 地图34 #1	30	9	3	1	34	1
1	35	1	出入口2: (26,23) -> 组01 地图35 #2	26	23	3	1	35	2
1	35	2	出入口3: (32,38) -> 组01 地图35 #1	32	38	3	1	35	1
1	35	3	出入口4: (17,21) -> 组01 地图35 #4	17	21	3	1	35	4
1	35	4	出入口5: (16,38) -> 组01 地图35 #3	16	38	3	1	35	3
1	35	5	出入口6: (15,9) -> 组01 地图35 #6	15	9	3	1	35	6
1	35	6	出入口7: (2,38) -> 组01 地图35 #5	2	38	3	1	35	5
1	36	0	出入口1: (11,5) -> 组01 地图37 #0	11	5	3	1	37	0
1	36	1	出入口2: (4,6) -> 组03 地图20 #3	4	6	3	3	20	3
1	37	0	出入口1: (50,16) -> 组01 地图37 #2	50	16	3	1	37	2
1	37	1	出入口2: (47,7) -> 组03 地图06 #5	47	7	3	3	6	5
1	37	2	出入口3: (50,41) -> 组01 地图37 #0	50	41	0	1	37	0
1	37	3	出入口4: (27,24) -> 组01 地图102 #0	27	24	0	1	102	0
1	37	4	出入口5: (19,36) -> 组01 地图102 #1	19	36	0	1	102	1
1	37	5	出入口6: (35,28) -> 组01 地图37 #6	35	28	0	1	37	6
1	37	6	出入口7: (9,6) -> 组01 地图37 #5	9	6	0	1	37	5
1	37	7	出入口8: (9,17) -> 组01 地图101 #0	9	17	0	1	101	0
1	38	0	出入口1: (44,10) -> 组01 地图37 #3	44	10	255	1	37	3
1	38	1	出入口2: (31,29) -> 组01 地图37 #4	31	29	255	1	37	4
1	40	0	出入口1: (11,6) -> 组03 地图25 #0	11	6	3	3	25	0
1	41	0	出入口1: (56,32) -> 组01 地图00 #1	56	32	3	1	0	1
1	41	1	出入口2: (57,32) -> 组01 地图00 #2	57	32	0	1	0	2
1	41	2	出入口3: (58,32) -> 组01 地图00 #3	58	32	3	1	0	3
1	41	3	出入口4: (59,32) -> 组01 地图00 #4	59	32	3	1	0	4
1	41	4	出入口5: (4,4) -> 组01 地图00 #5	4	4	3	1	0	5
1	41	5	出入口6: (5,4) -> 组01 地图00 #6	5	4	3	1	0	6
1	41	6	出入口7: (6,4) -> 组01 地图00 #7	6	4	3	1	0	7
1	41	7	出入口8: (7,4) -> 组01 地图00 #8	7	4	3	1	0	8
1	41	8	出入口9: (4,36) -> 组01 地图00 #9	4	36	3	1	0	9
1	41	9	出入口10: (5,36) -> 组01 地图00 #10	5	36	3	1	0	10
1	41	10	出入口11: (6,36) -> 组01 地图00 #11	6	36	3	1	0	11
1	41	11	出入口12: (7,36) -> 组01 地图00 #12	7	36	3	1	0	12
1	41	12	出入口13: (48,9) -> 组01 地图43 #2	48	9	3	1	43	2
1	41	13	出入口14: (49,9) -> 组01 地图43 #2	49	9	3	1	43	2
1	41	14	出入口15: (50,9) -> 组01 地图43 #2	50	9	3	1	43	2
1	41	15	出入口16: (51,9) -> 组01 地图43 #2	51	9	3	1	43	2
1	42	0	出入口1: (12,30) -> 组01 地图41 #12	12	30	3	1	41	12
1	42	1	出入口2: (13,30) -> 组01 地图41 #13	13	30	3	1	41	13
1	42	2	出入口3: (14,30) -> 组01 地图41 #13	14	30	3	1	41	13
1	42	3	出入口4: (15,30) -> 组01 地图41 #14	15	30	0	1	41	14
1	42	4	出入口5: (16,30) -> 组01 地图41 #15	16	30	0	1	41	15
1	42	5	出入口6: (25,25) -> 组01 地图46 #1	25	25	0	1	46	1
1	43	0	出入口1: (14,17) -> 组01 地图44 #0	14	17	3	1	44	0
1	43	1	出入口2: (12,30) -> 组01 地图41 #12	12	30	3	1	41	12
1	43	2	出入口3: (14,30) -> 组01 地图41 #13	14	30	3	1	41	13
1	43	3	出入口4: (13,30) -> 组01 地图41 #13	13	30	0	1	41	13
1	43	4	出入口5: (15,30) -> 组01 地图41 #14	15	30	0	1	41	14
1	43	5	出入口6: (16,30) -> 组01 地图41 #15	16	30	0	1	41	15
1	44	0	出入口1: (15,16) -> 组01 地图45 #0	15	16	3	1	45	0
1	44	1	出入口2: (15,4) -> 组01 地图45 #0	15	4	3	1	45	0
1	45	0	出入口1: (10,16) -> 组01 地图44 #0	10	16	3	1	44	0
1	45	1	出入口2: (1,3) -> 组03 地图34 #1	1	3	0	3	34	1
1	45	2	出入口3: (21,23) -> 组01 地图46 #1	21	23	0	1	46	1
1	46	0	出入口1: (26,30) -> 组01 地图47 #0	26	30	3	1	47	0
1	46	1	出入口2: (26,28) -> 组127 地图127 #127	26	28	3	127	127	127
1	46	2	出入口3: (38,12) -> 组01 地图47 #1	38	12	0	1	47	1
1	46	3	出入口4: (38,10) -> 组00 地图00 #0	38	10	0	0	0	0
1	46	4	出入口5: (39,26) -> 组01 地图47 #2	39	26	0	1	47	2
1	46	5	出入口6: (19,21) -> 组01 地图47 #3	19	21	0	1	47	3
1	46	6	出入口7: (19,19) -> 组01 地图47 #3	19	19	0	1	47	3
1	46	7	出入口8: (12,15) -> 组01 地图48 #0	12	15	0	1	48	0
1	46	8	出入口9: (12,13) -> 组00 地图00 #0	12	13	0	0	0	0
1	46	9	出入口10: (39,24) -> 组00 地图00 #0	39	24	0	0	0	0
1	47	0	出入口1: (26,29) -> 组01 地图46 #1	26	29	0	1	46	1
1	47	1	出入口2: (36,7) -> 组01 地图46 #3	36	7	3	1	46	3
1	47	2	出入口3: (5,36) -> 组01 地图46 #9	5	36	3	1	46	9
1	47	3	出入口4: (14,17) -> 组01 地图46 #6	14	17	3	1	46	6
1	47	4	出入口5: (45,22) -> 组01 地图47 #5	45	22	0	1	47	5
1	47	5	出入口6: (2,35) -> 组01 地图47 #4	2	35	0	1	47	4
1	47	6	出入口7: (4,5) -> 组00 地图00 #0	4	5	0	0	0	0
1	48	0	出入口1: (9,34) -> 组01 地图46 #8	9	34	3	1	46	8
1	48	1	出入口2: (13,9) -> 组01 地图49 #0	13	9	3	1	49	0
1	48	2	出入口3: (40,23) -> 组01 地图47 #4	40	23	3	1	47	4
1	48	3	出入口4: (43,24) -> 组01 地图46 #9	43	24	3	1	46	9
1	48	4	出入口5: (7,14) -> 组01 地图52 #1	7	14	3	1	52	1
1	48	5	出入口6: (33,19) -> 组01 地图54 #2	33	19	3	1	54	2
1	48	6	出入口7: (22,3) -> 组01 地图58 #0	22	3	0	1	58	0
1	49	0	出入口1: (16,15) -> 组01 地图48 #1	16	15	3	1	48	1
1	49	1	出入口2: (16,1) -> 组00 地图00 #0	16	1	0	0	0	0
1	50	0	出入口1: (16,15) -> 组01 地图51 #0	16	15	3	1	51	0
1	51	0	出入口1: (13,11) -> 组03 地图36 #0	13	11	3	3	36	0
1	51	1	出入口2: (28,8) -> 组01 地图52 #0	28	8	0	1	52	0
1	52	0	出入口1: (5,15) -> 组01 地图51 #1	5	15	3	1	51	1
1	52	1	出入口2: (4,15) -> 组01 地图51 #1	4	15	3	1	51	1
1	52	2	出入口3: (6,15) -> 组01 地图51 #1	6	15	3	1	51	1
1	52	3	出入口4: (5,6) -> 组01 地图53 #0	5	6	0	1	53	0
1	53	0	出入口1: (6,17) -> 组01 地图52 #3	6	17	3	1	52	3
1	54	0	出入口1: (36,5) -> 组01 地图53 #0	36	5	3	1	53	0
1	54	1	出入口2: (25,9) -> 组01 地图54 #2	25	9	0	1	54	2
1	54	2	出入口3: (6,6) -> 组01 地图54 #1	6	6	0	1	54	1
1	54	3	出入口4: (30,16) -> 组01 地图55 #2	30	16	0	1	55	2
1	54	4	出入口5: (4,11) -> 组01 地图55 #1	4	11	0	1	55	1
1	55	0	出入口1: (9,5) -> 组01 地图53 #0	9	5	0	1	53	0
1	55	1	出入口2: (12,11) -> 组01 地图54 #4	12	11	0	1	54	4
1	55	2	出入口3: (16,18) -> 组01 地图54 #3	16	18	0	1	54	3
1	55	3	出入口4: (9,19) -> 组01 地图55 #4	9	19	0	1	55	4
1	55	4	出入口5: (29,3) -> 组01 地图55 #3	29	3	0	1	55	3
1	55	5	出入口6: (3,4) -> 组01 地图56 #1	3	4	0	1	56	1
1	56	0	出入口1: (23,6) -> 组01 地图53 #0	23	6	3	1	53	0
1	56	1	出入口2: (13,9) -> 组01 地图55 #5	13	9	0	1	55	5
1	57	0	出入口1: (8,18) -> 组01 地图53 #0	8	18	3	1	53	0
1	57	1	出入口2: (2,5) -> 组01 地图53 #1	2	5	3	1	53	1
1	57	2	出入口3: (13,3) -> 组01 地图58 #0	13	3	0	1	58	0
1	58	0	出入口1: (2,5) -> 组127 地图127 #127	2	5	3	127	127	127
1	59	0	出入口1: (3,16) -> 组12 地图00 #0	3	16	3	12	0	0
1	59	1	出入口2: (7,27) -> 组03 地图38 #2	7	27	3	3	38	2
1	59	2	出入口3: (9,33) -> 组03 地图08 #0	9	33	3	3	8	0
1	59	3	出入口4: (10,16) -> 组12 地图00 #2	10	16	3	12	0	2
1	59	4	出入口5: (25,27) -> 组01 地图62 #0	25	27	3	1	62	0
1	59	5	出入口6: (34,33) -> 组03 地图08 #0	34	33	3	3	8	0
1	59	6	出入口7: (35,34) -> 组03 地图08 #0	35	34	0	3	8	0
1	59	7	出入口8: (19,22) -> 组01 地图61 #3	19	22	3	1	61	3
1	59	8	出入口9: (20,22) -> 组01 地图61 #4	20	22	3	1	61	4
1	59	9	出入口10: (25,21) -> 组01 地图120 #0	25	21	0	1	120	0
1	60	0	出入口1: (11,18) -> 组31 地图03 #0	11	18	3	31	3	0
1	60	1	出入口2: (23,14) -> 组10 地图10 #1	23	14	3	10	10	1
1	60	2	出入口3: (29,21) -> 组01 地图94 #1	29	21	3	1	94	1
1	60	3	出入口4: (9,14) -> 组01 地图61 #2	9	14	3	1	61	2
1	60	4	出入口5: (15,25) -> 组01 地图94 #0	15	25	3	1	94	0
1	61	0	出入口1: (17,30) -> 组10 地图10 #2	17	30	3	10	10	2
1	61	1	出入口2: (3,5) -> 组01 地图61 #2	3	5	0	1	61	2
1	61	2	出入口3: (10,18) -> 组01 地图61 #1	10	18	0	1	61	1
1	61	3	出入口4: (28,19) -> 组01 地图61 #4	28	19	0	1	61	4
1	61	4	出入口5: (36,6) -> 组01 地图61 #3	36	6	0	1	61	3
1	62	0	出入口1: (18,5) -> 组01 地图78 #0	18	5	3	1	78	0
1	63	0	出入口1: (23,12) -> 组01 地图88 #2	23	12	0	1	88	2
1	63	1	出入口2: (19,30) -> 组01 地图91 #0	19	30	0	1	91	0
1	63	2	出入口3: (16,5) -> 组01 地图63 #3	16	5	0	1	63	3
1	63	3	出入口4: (27,20) -> 组01 地图63 #2	27	20	0	1	63	2
1	63	4	出入口5: (4,20) -> 组01 地图63 #17	4	20	0	1	63	17
1	63	5	出入口6: (40,7) -> 组01 地图63 #4	40	7	0	1	63	4
1	63	6	出入口7: (37,17) -> 组01 地图63 #4	37	17	0	1	63	4
1	63	7	出入口8: (39,17) -> 组01 地图63 #4	39	17	0	1	63	4
1	63	8	出入口9: (37,27) -> 组01 地图63 #4	37	27	0	1	63	4
1	63	9	出入口10: (39,27) -> 组01 地图63 #4	39	27	0	1	63	4
1	63	10	出入口11: (41,27) -> 组01 地图63 #4	41	27	0	1	63	4
1	63	11	出入口12: (38,7) -> 组01 地图63 #15	38	7	0	1	63	15
1	63	12	出入口13: (41,17) -> 组01 地图63 #16	41	17	0	1	63	16
1	63	13	出入口14: (39,29) -> 组01 地图63 #14	39	29	0	1	63	14
1	63	14	出入口15: (24,32) -> 组01 地图63 #4	24	32	0	1	63	4
1	63	15	出入口16: (39,15) -> 组01 地图63 #12	39	15	0	1	63	12
1	63	16	出入口17: (39,25) -> 组01 地图63 #15	39	25	0	1	63	15
1	63	17	出入口18: (39,5) -> 组01 地图63 #4	39	5	0	1	63	4
1	64	0	出入口1: (8,9) -> 组01 地图65 #6	8	9	3	1	65	6
1	64	1	出入口2: (8,10) -> 组01 地图65 #7	8	10	3	1	65	7
1	64	2	出入口3: (8,11) -> 组01 地图65 #8	8	11	0	1	65	8
1	64	3	出入口4: (4,22) -> 组01 地图63 #9	4	22	3	1	63	9
1	64	4	出入口5: (4,23) -> 组01 地图63 #10	4	23	3	1	63	10
1	64	5	出入口6: (4,24) -> 组01 地图63 #11	4	24	0	1	63	11
1	64	6	出入口7: (40,14) -> 组01 地图68 #1	40	14	0	1	68	1
1	65	0	出入口1: (35,15) -> 组34 地图01 #0	35	15	3	34	1	0
1	65	1	出入口2: (7,7) -> 组03 地图18 #0	7	7	3	3	18	0
1	65	2	出入口3: (12,34) -> 组01 地图66 #2	12	34	0	1	66	2
1	65	3	出入口4: (14,10) -> 组14 地图03 #0	14	10	3	14	3	0
1	65	4	出入口5: (27,22) -> 组14 地图03 #1	27	22	3	14	3	1
1	65	5	出入口6: (22,34) -> 组01 地图66 #5	22	34	0	1	66	5
1	65	6	出入口7: (48,31) -> 组01 地图64 #0	48	31	3	1	64	0
1	65	7	出入口8: (48,32) -> 组01 地图64 #1	48	32	3	1	64	1
1	65	8	出入口9: (48,33) -> 组01 地图64 #2	48	33	0	1	64	2
1	65	9	出入口10: (30,34) -> 组01 地图63 #3	30	34	3	1	63	3
1	65	10	出入口11: (31,34) -> 组01 地图63 #4	31	34	3	1	63	4
1	65	11	出入口12: (32,34) -> 组01 地图63 #5	32	34	0	1	63	5
1	65	12	出入口13: (43,8) -> 组01 地图69 #1	43	8	0	1	69	1
1	65	13	出入口14: (22,7) -> 组34 地图01 #0	22	7	3	34	1	0
1	66	0	出入口1: (30,5) -> 组01 地图65 #0	30	5	3	1	65	0
1	66	1	出入口2: (31,5) -> 组01 地图65 #1	31	5	3	1	65	1
1	66	2	出入口3: (32,5) -> 组01 地图65 #2	32	5	0	1	65	2
1	66	3	出入口4: (37,5) -> 组01 地图65 #3	37	5	3	1	65	3
1	66	4	出入口5: (38,5) -> 组01 地图65 #4	38	5	3	1	65	4
1	66	5	出入口6: (39,5) -> 组01 地图65 #5	39	5	0	1	65	5
1	66	6	出入口7: (40,26) -> 组01 地图63 #6	40	26	3	1	63	6
1	66	7	出入口8: (40,27) -> 组01 地图63 #7	40	27	3	1	63	7
1	66	8	出入口9: (40,28) -> 组01 地图63 #8	40	28	0	1	63	8
1	66	9	出入口10: (12,7) -> 组01 地图71 #1	12	7	0	1	71	1
1	66	10	出入口11: (19,18) -> 组01 地图70 #1	19	18	0	1	70	1
1	67	0	出入口1: (3,9) -> 组01 地图63 #12	3	9	3	1	63	12
1	67	1	出入口2: (4,9) -> 组01 地图63 #12	4	9	3	1	63	12
1	67	2	出入口3: (5,9) -> 组01 地图63 #12	5	9	3	1	63	12
1	68	0	出入口1: (3,9) -> 组01 地图64 #6	3	9	3	1	64	6
1	68	1	出入口2: (4,9) -> 组01 地图64 #6	4	9	3	1	64	6
1	68	2	出入口3: (5,9) -> 组01 地图64 #6	5	9	3	1	64	6
1	69	0	出入口1: (3,9) -> 组01 地图65 #12	3	9	3	1	65	12
1	69	1	出入口2: (4,9) -> 组01 地图65 #12	4	9	3	1	65	12
1	69	2	出入口3: (5,9) -> 组01 地图65 #12	5	9	3	1	65	12
1	70	0	出入口1: (3,9) -> 组01 地图66 #10	3	9	3	1	66	10
1	70	1	出入口2: (4,9) -> 组01 地图66 #10	4	9	3	1	66	10
1	70	2	出入口3: (5,9) -> 组01 地图66 #10	5	9	3	1	66	10
1	71	0	出入口1: (7,9) -> 组01 地图66 #9	7	9	3	1	66	9
1	71	1	出入口2: (14,10) -> 组01 地图66 #9	14	10	3	1	66	9
1	71	2	出入口3: (14,9) -> 组01 地图66 #9	14	9	3	1	66	9
1	72	0	出入口1: (4,4) -> 组32 地图00 #1	4	4	3	32	0	1
1	72	1	出入口2: (20,10) -> 组01 地图73 #0	20	10	4	1	73	0
1	72	2	出入口3: (20,16) -> 组01 地图73 #1	20	16	4	1	73	1
1	72	3	出入口4: (9,4) -> 组01 地图72 #4	9	4	3	1	72	4
1	72	4	出入口5: (34,8) -> 组01 地图72 #3	34	8	3	1	72	3
1	72	5	出入口6: (14,4) -> 组01 地图72 #6	14	4	3	1	72	6
1	72	6	出入口7: (45,8) -> 组01 地图72 #5	45	8	3	1	72	5
1	72	7	出入口8: (9,8) -> 组01 地图74 #0	9	8	3	1	74	0
1	72	8	出入口9: (35,21) -> 组01 地图72 #7	35	21	3	1	72	7
1	72	9	出入口10: (4,10) -> 组02 地图51 #1	4	10	0	2	51	1
1	73	0	出入口1: (7,4) -> 组01 地图72 #1	7	4	3	1	72	1
1	73	1	出入口2: (7,11) -> 组01 地图72 #2	7	11	3	1	72	2
1	73	2	出入口3: (26,24) -> 组01 地图74 #1	26	24	3	1	74	1
1	73	3	出入口4: (26,9) -> 组01 地图72 #5	26	9	3	1	72	5
1	73	4	出入口5: (23,10) -> 组01 地图72 #6	23	10	3	1	72	6
1	73	5	出入口6: (1,5) -> 组01 地图72 #7	1	5	3	1	72	7
1	73	6	出入口7: (41,4) -> 组01 地图72 #1	41	4	3	1	72	1
1	73	7	出入口8: (60,24) -> 组01 地图74 #1	60	24	3	1	74	1
1	74	0	出入口1: (4,3) -> 组01 地图72 #7	4	3	3	1	72	7
1	74	1	出入口2: (23,10) -> 组01 地图73 #2	23	10	4	1	73	2
1	74	2	出入口3: (10,6) -> 组01 地图74 #3	10	6	0	1	74	3
1	74	3	出入口4: (5,29) -> 组01 地图74 #2	5	29	0	1	74	2
1	74	4	出入口5: (15,6) -> 组01 地图74 #5	15	6	0	1	74	5
1	74	5	出入口6: (20,29) -> 组01 地图74 #4	20	29	0	1	74	4
1	74	6	出入口7: (20,6) -> 组01 地图74 #7	20	6	0	1	74	7
1	74	7	出入口8: (35,29) -> 组01 地图74 #6	35	29	0	1	74	6
1	75	0	出入口1: (6,12) -> 组13 地图00 #1	6	12	0	13	0	1
1	75	1	出入口2: (6,2) -> 组01 地图76 #0	6	2	0	1	76	0
1	76	0	出入口1: (10,10) -> 组01 地图78 #5	10	10	0	1	78	5
1	76	1	出入口2: (6,2) -> 组01 地图77 #0	6	2	0	1	77	0
1	77	0	出入口1: (6,10) -> 组01 地图78 #4	6	10	0	1	78	4
1	77	1	出入口2: (6,2) -> 组01 地图78 #0	6	2	0	1	78	0
1	78	0	出入口1: (10,21) -> 组01 地图62 #0	10	21	3	1	62	0
1	78	1	出入口2: (17,17) -> 组01 地图78 #2	17	17	0	1	78	2
1	78	2	出入口3: (25,6) -> 组01 地图78 #1	25	6	0	1	78	1
1	78	3	出入口4: (15,8) -> 组01 地图79 #0	15	8	0	1	79	0
1	78	4	出入口5: (5,8) -> 组01 地图77 #0	5	8	0	1	77	0
1	78	5	出入口6: (3,17) -> 组01 地图76 #0	3	17	0	1	76	0
1	79	0	出入口1: (6,17) -> 组01 地图78 #3	6	17	3	1	78	3
1	79	1	出入口2: (6,2) -> 组01 地图80 #0	6	2	3	1	80	0
1	80	0	出入口1: (5,12) -> 组01 地图79 #1	5	12	3	1	79	1
1	81	0	出入口1: (13,16) -> 组01 地图85 #16	13	16	3	1	85	16
1	81	1	出入口2: (25,8) -> 组01 地图82 #0	25	8	15	1	82	0
1	81	2	出入口3: (22,21) -> 组01 地图85 #23	22	21	3	1	85	23
1	81	3	出入口4: (27,25) -> 组01 地图85 #17	27	25	3	1	85	17
1	81	4	出入口5: (45,21) -> 组01 地图82 #3	45	21	3	1	82	3
1	81	5	出入口6: (18,37) -> 组03 地图28 #1	18	37	3	3	28	1
